degree value,Train_Accuracy,Train_Precision_micro,Train_Recall_micro,Train_f1_micro,Train_Precision_macro,Train_Recall_macro,Train_f1_macro,Train_Precision_weighted,Train_Recall_weighted,Train_f1_weighted,Train_Confusion_Matrix,Test_Accuracy,Test_Precision_micro,Test_Recall_micro,Test_f1_micro,Test_Precision_macro,Test_Recall_macro,Test_f1_macro,Test_Precision_weighted,Test_Recall_weighted,Test_f1_weighted,Test_Confusion_Matrix
1,"[0.9425051334702259, 0.9363449691991786, 0.9403292181069959, 0.9320987654320988, 0.9447852760736196, 0.9320987654320988, 0.9322381930184805, 0.9425051334702259, 0.9507186858316222, 0.9486652977412731]","[0.9425051334702259, 0.9363449691991786, 0.9403292181069959, 0.9320987654320988, 0.9447852760736196, 0.9320987654320988, 0.9322381930184805, 0.9425051334702259, 0.9507186858316222, 0.9486652977412731]","[0.9425051334702259, 0.9363449691991786, 0.9403292181069959, 0.9320987654320988, 0.9447852760736196, 0.9320987654320988, 0.9322381930184805, 0.9425051334702259, 0.9507186858316222, 0.9486652977412731]","[0.9425051334702259, 0.9363449691991786, 0.9403292181069959, 0.9320987654320988, 0.9447852760736196, 0.9320987654320988, 0.9322381930184805, 0.9425051334702259, 0.9507186858316222, 0.9486652977412731]","[0.9460476761899552, 0.9381593760475057, 0.9413058452716337, 0.9323466046975948, 0.9480881078209322, 0.93268805213266, 0.934336004008938, 0.9446431192503513, 0.9498696933144961, 0.9517466117228861]","[0.9380816505706759, 0.9314091308165058, 0.9392324093816631, 0.9317697228144989, 0.9410052910052911, 0.9284381663113006, 0.9276777875329236, 0.938081650570676, 0.9455443371378403, 0.942603160667252]","[0.9408113777336518, 0.9341236567069745, 0.9396777572233007, 0.931742975672466, 0.9440142443651216, 0.929806178071515, 0.9304247100564601, 0.9408904387979129, 0.9473426813689036, 0.9463191438191438]","[0.944440069674511, 0.9370317006564495, 0.9414649820131005, 0.9327349973031674, 0.9453482014948787, 0.9333837441292376, 0.9328236361540423, 0.942894191810799, 0.9510366467650814, 0.9495049510394132]","[0.9425051334702259, 0.9363449691991786, 0.9403292181069959, 0.9320987654320988, 0.9447852760736196, 0.9320987654320988, 0.9322381930184805, 0.9425051334702259, 0.9507186858316222, 0.9486652977412731]","[0.9422182018868497, 0.9360846136020671, 0.9402483354842427, 0.9320692665264823, 0.9446131699495168, 0.931937378583923, 0.9320134936746015, 0.9423052177604514, 0.9505301998649164, 0.9483710281656892]","[array([[131,   3,   0,   0],
       [  8,  76,   0,   1],
       [  0,   0, 132,   2],
       [  0,   0,  14, 120]]), array([[130,   4,   0,   0],
       [  9,  75,   0,   1],
       [  0,   0, 129,   5],
       [  0,   0,  12, 122]]), array([[129,   5,   0,   0],
       [  5,  78,   0,   1],
       [  0,   0, 130,   4],
       [  0,   0,  14, 120]]), array([[128,   6,   0,   0],
       [  6,  78,   0,   0],
       [  0,   0, 127,   7],
       [  0,   0,  14, 120]]), array([[133,   2,   0,   0],
       [  7,  76,   0,   1],
       [  0,   0, 129,   6],
       [  0,   0,  11, 124]]), array([[128,   6,   0,   0],
       [  9,  75,   0,   0],
       [  0,   0, 130,   4],
       [  0,   0,  14, 120]]), array([[130,   4,   0,   0],
       [ 10,  75,   0,   0],
       [  0,   0, 127,   7],
       [  0,   0,  12, 122]]), array([[131,   3,   0,   0],
       [  8,  76,   0,   1],
       [  0,   0, 128,   6],
       [  0,   0,  10, 124]]), array([[129,   5,   0,   0],
       [  8,  76,   0,   1],
       [  0,   0, 132,   2],
       [  0,   0,   8, 126]]), array([[132,   2,   0,   0],
       [  9,  75,   0,   1],
       [  0,   0, 130,   4],
       [  0,   0,   9, 125]])]","[0.7608695652173914, 0.8260869565217391, 0.8043478260869565, 0.8043478260869565, 0.7555555555555555, 0.9111111111111111, 0.7777777777777778, 0.8888888888888888, 0.7777777777777778, 0.8888888888888888]","[0.7608695652173914, 0.8260869565217391, 0.8043478260869565, 0.8043478260869565, 0.7555555555555555, 0.9111111111111111, 0.7777777777777778, 0.8888888888888888, 0.7777777777777778, 0.8888888888888888]","[0.7608695652173914, 0.8260869565217391, 0.8043478260869565, 0.8043478260869565, 0.7555555555555555, 0.9111111111111111, 0.7777777777777778, 0.8888888888888888, 0.7777777777777778, 0.8888888888888888]","[0.7608695652173914, 0.8260869565217391, 0.8043478260869565, 0.8043478260869565, 0.7555555555555555, 0.9111111111111111, 0.7777777777777778, 0.8888888888888888, 0.7777777777777778, 0.8888888888888888]","[0.7946428571428572, 0.8216089466089467, 0.8362713675213675, 0.8007575757575758, 0.7555555555555555, 0.9085317460317461, 0.7845874713521773, 0.8854166666666667, 0.8019480519480519, 0.8974358974358974]","[0.7666666666666667, 0.8277777777777777, 0.7924242424242425, 0.7984848484848485, 0.7483766233766235, 0.9138888888888889, 0.7684343434343435, 0.880050505050505, 0.7749999999999999, 0.8972222222222221]","[0.764102564102564, 0.82396004378763, 0.7966622749231446, 0.7988095238095237, 0.7479252598581092, 0.9104905880393137, 0.7723214285714286, 0.8816069906223358, 0.7763218390804598, 0.8932557212608364]","[0.7880434782608695, 0.8269339356295877, 0.8334726867335563, 0.807905138339921, 0.76, 0.9113756613756613, 0.7799694423223836, 0.889814814814815, 0.7953823953823953, 0.8984330484330485]","[0.7608695652173914, 0.8260869565217391, 0.8043478260869565, 0.8043478260869565, 0.7555555555555555, 0.9111111111111111, 0.7777777777777778, 0.8888888888888888, 0.7777777777777778, 0.8888888888888888]","[0.7596432552954291, 0.8257656885842792, 0.8018846308071261, 0.805383022774327, 0.7539412271535683, 0.9104447776111945, 0.775, 0.8883773799374822, 0.7761328224776501, 0.8895841867708876]","[array([[12,  0,  0,  0],
       [ 2,  6,  0,  1],
       [ 0,  0,  8,  2],
       [ 0,  0,  6,  9]]), array([[10,  1,  0,  1],
       [ 2,  7,  0,  0],
       [ 0,  0,  9,  1],
       [ 0,  1,  2, 12]]), array([[ 7,  4,  0,  0],
       [ 0,  9,  0,  1],
       [ 0,  0,  7,  3],
       [ 0,  0,  1, 14]]), array([[ 8,  3,  0,  0],
       [ 2,  7,  0,  1],
       [ 0,  0,  9,  1],
       [ 0,  1,  1, 13]]), array([[ 7,  4,  0,  0],
       [ 2,  8,  0,  0],
       [ 0,  0,  7,  3],
       [ 0,  0,  2, 12]]), array([[11,  0,  0,  0],
       [ 1,  9,  0,  0],
       [ 0,  0,  8,  1],
       [ 0,  1,  1, 13]]), array([[ 9,  2,  0,  0],
       [ 0,  5,  0,  4],
       [ 0,  0,  9,  1],
       [ 1,  0,  2, 12]]), array([[10,  1,  0,  0],
       [ 2,  7,  0,  0],
       [ 0,  0,  9,  1],
       [ 0,  0,  1, 14]]), array([[11,  0,  0,  0],
       [ 3,  6,  0,  0],
       [ 0,  0,  7,  3],
       [ 0,  0,  4, 11]]), array([[11,  0,  0,  0],
       [ 1,  8,  0,  0],
       [ 0,  0,  9,  1],
       [ 0,  0,  3, 12]])]"
2,"[0.9917864476386037, 0.9917864476386037, 0.98559670781893, 0.9876543209876543, 0.9897750511247444, 0.9897119341563786, 0.9938398357289527, 0.9897330595482546, 0.997946611909651, 0.9958932238193019]","[0.9917864476386037, 0.9917864476386037, 0.98559670781893, 0.9876543209876543, 0.9897750511247444, 0.9897119341563786, 0.9938398357289527, 0.9897330595482546, 0.997946611909651, 0.9958932238193019]","[0.9917864476386037, 0.9917864476386037, 0.98559670781893, 0.9876543209876543, 0.9897750511247444, 0.9897119341563786, 0.9938398357289527, 0.9897330595482546, 0.997946611909651, 0.9958932238193019]","[0.9917864476386037, 0.9917864476386037, 0.98559670781893, 0.9876543209876543, 0.9897750511247444, 0.9897119341563786, 0.9938398357289527, 0.9897330595482546, 0.997946611909651, 0.9958932238193019]","[0.9927536231884058, 0.9927536231884058, 0.9875886524822695, 0.9892857142857143, 0.9910714285714286, 0.9910071942446044, 0.9945255474452555, 0.9910071942446044, 0.9981481481481481, 0.9963235294117647]","[0.9925373134328358, 0.9925373134328358, 0.9869402985074627, 0.9888059701492538, 0.9907407407407407, 0.9906716417910448, 0.9944029850746269, 0.9906716417910448, 0.9981343283582089, 0.9962686567164178]","[0.9925356506238859, 0.9925356506238859, 0.9869313827934518, 0.9888003566055608, 0.9907375643224701, 0.9906683937102188, 0.994402283645478, 0.9906683937102188, 0.9981343023822453, 0.9962684489000277]","[0.9920245216200935, 0.9920245216200935, 0.9863117648775648, 0.9881834215167549, 0.9901402278702892, 0.9900820084673002, 0.9939747298370779, 0.9901023739529936, 0.9979618221918016, 0.995953617586665]","[0.9917864476386037, 0.9917864476386037, 0.98559670781893, 0.9876543209876543, 0.9897750511247444, 0.9897119341563786, 0.9938398357289527, 0.9897330595482546, 0.997946611909651, 0.9958932238193019]","[0.9917846175244411, 0.9917846175244411, 0.9855868748503913, 0.9876481299188901, 0.9897715434235865, 0.9897083519108586, 0.9938390637247972, 0.989729484658475, 0.9979465833200893, 0.9958929950932545]","[array([[134,   0,   0,   0],
       [  0,  85,   0,   0],
       [  0,   0, 134,   0],
       [  0,   0,   4, 130]]), array([[134,   0,   0,   0],
       [  0,  85,   0,   0],
       [  0,   0, 134,   0],
       [  0,   0,   4, 130]]), array([[134,   0,   0,   0],
       [  0,  84,   0,   0],
       [  0,   0, 134,   0],
       [  0,   0,   7, 127]]), array([[134,   0,   0,   0],
       [  0,  84,   0,   0],
       [  0,   0, 134,   0],
       [  0,   0,   6, 128]]), array([[135,   0,   0,   0],
       [  0,  84,   0,   0],
       [  0,   0, 135,   0],
       [  0,   0,   5, 130]]), array([[134,   0,   0,   0],
       [  0,  84,   0,   0],
       [  0,   0, 134,   0],
       [  0,   0,   5, 129]]), array([[134,   0,   0,   0],
       [  0,  85,   0,   0],
       [  0,   0, 134,   0],
       [  0,   0,   3, 131]]), array([[134,   0,   0,   0],
       [  0,  85,   0,   0],
       [  0,   0, 134,   0],
       [  0,   0,   5, 129]]), array([[134,   0,   0,   0],
       [  0,  85,   0,   0],
       [  0,   0, 134,   0],
       [  0,   0,   1, 133]]), array([[134,   0,   0,   0],
       [  0,  85,   0,   0],
       [  0,   0, 134,   0],
       [  0,   0,   2, 132]])]","[0.6956521739130435, 0.8043478260869565, 0.6956521739130435, 0.7391304347826086, 0.7111111111111111, 0.8222222222222222, 0.7111111111111111, 0.8, 0.6, 0.7777777777777778]","[0.6956521739130435, 0.8043478260869565, 0.6956521739130435, 0.7391304347826086, 0.7111111111111111, 0.8222222222222222, 0.7111111111111111, 0.8, 0.6, 0.7777777777777778]","[0.6956521739130435, 0.8043478260869565, 0.6956521739130435, 0.7391304347826086, 0.7111111111111111, 0.8222222222222222, 0.7111111111111111, 0.8, 0.6, 0.7777777777777778]","[0.6956521739130435, 0.8043478260869565, 0.6956521739130435, 0.7391304347826086, 0.7111111111111111, 0.8222222222222222, 0.7111111111111111, 0.8, 0.6, 0.7777777777777778]","[0.7435897435897436, 0.8298076923076922, 0.6846590909090908, 0.7319444444444445, 0.7121212121212122, 0.8433823529411764, 0.7059659090909091, 0.8366477272727273, 0.6209273182957393, 0.8036764705882353]","[0.6847222222222222, 0.8, 0.6840909090909091, 0.7295454545454545, 0.7198051948051948, 0.8045454545454545, 0.6896464646464646, 0.8083333333333332, 0.579040404040404, 0.7628787878787878]","[0.6956728778467909, 0.8045454545454547, 0.6820043755527627, 0.7298627002288329, 0.7113852813852812, 0.8144021739130436, 0.6921335597057159, 0.8005568505568506, 0.5821813725490196, 0.7737771739130435]","[0.734113712374582, 0.8202341137123746, 0.6907114624505929, 0.7397342995169083, 0.7198653198653198, 0.8356209150326797, 0.7261363636363636, 0.8377525252525253, 0.6104427736006682, 0.7937908496732026]","[0.6956521739130435, 0.8043478260869565, 0.6956521739130435, 0.7391304347826086, 0.7111111111111111, 0.8222222222222222, 0.7111111111111111, 0.8, 0.6, 0.7777777777777778]","[0.7001296246286794, 0.8039525691699605, 0.6910327478349919, 0.7386329718435978, 0.7104838864838865, 0.8207487922705313, 0.7130981575803307, 0.7974053929609486, 0.588797385620915, 0.7776932367149758]","[array([[11,  0,  0,  1],
       [ 1,  5,  2,  1],
       [ 1,  0,  6,  3],
       [ 0,  0,  5, 10]]), array([[10,  0,  0,  2],
       [ 2,  6,  1,  0],
       [ 0,  0,  9,  1],
       [ 1,  0,  2, 12]]), array([[ 7,  2,  0,  2],
       [ 3,  5,  1,  1],
       [ 0,  1,  8,  1],
       [ 1,  0,  2, 12]]), array([[ 9,  2,  0,  0],
       [ 2,  6,  1,  1],
       [ 1,  0,  7,  2],
       [ 0,  2,  1, 12]]), array([[7, 2, 1, 1],
       [1, 8, 1, 0],
       [0, 1, 8, 1],
       [3, 0, 2, 9]]), array([[ 9,  1,  0,  1],
       [ 2,  8,  0,  0],
       [ 1,  0,  6,  2],
       [ 0,  1,  0, 14]]), array([[ 7,  3,  1,  0],
       [ 1,  5,  1,  2],
       [ 0,  2,  7,  1],
       [ 0,  0,  2, 13]]), array([[11,  0,  0,  0],
       [ 2,  6,  1,  0],
       [ 0,  0,  9,  1],
       [ 3,  0,  2, 10]]), array([[ 8,  1,  0,  2],
       [ 3,  5,  1,  0],
       [ 1,  0,  3,  6],
       [ 2,  0,  2, 11]]), array([[ 9,  0,  0,  2],
       [ 1,  6,  1,  1],
       [ 2,  0,  7,  1],
       [ 0,  0,  2, 13]])]"
3,"[0.9856262833675564, 0.9897330595482546, 0.98559670781893, 0.9835390946502057, 0.9815950920245399, 0.9835390946502057, 0.9876796714579056, 0.9835728952772074, 0.9876796714579056, 0.9835728952772074]","[0.9856262833675564, 0.9897330595482546, 0.98559670781893, 0.9835390946502057, 0.9815950920245399, 0.9835390946502057, 0.9876796714579056, 0.9835728952772074, 0.9876796714579056, 0.9835728952772074]","[0.9856262833675564, 0.9897330595482546, 0.98559670781893, 0.9835390946502057, 0.9815950920245399, 0.9835390946502057, 0.9876796714579056, 0.9835728952772074, 0.9876796714579056, 0.9835728952772074]","[0.9856262833675564, 0.9897330595482546, 0.98559670781893, 0.9835390946502057, 0.9815950920245399, 0.9835390946502057, 0.9876796714579056, 0.9835728952772074, 0.9876796714579056, 0.9835728952772074]","[0.9873307236563691, 0.9909017713365539, 0.9872791706336612, 0.9855327416898598, 0.983877183967112, 0.985609243697479, 0.9890771526001705, 0.9854076467332922, 0.9889693776088999, 0.9855327416898598]","[0.9847892888498684, 0.9895961369622476, 0.9836087420042644, 0.9817430703624734, 0.9788359788359788, 0.9828535891968728, 0.9866549604916593, 0.9818481123792802, 0.984503950834065, 0.9818481123792802]","[0.9858403513821765, 0.9901269926533177, 0.9852226684031546, 0.9833554114894876, 0.9809903683103638, 0.9839364565609379, 0.9877076082958436, 0.9833965574235035, 0.9865475353232842, 0.9834098480708702]","[0.9860559915396587, 0.9899863438118951, 0.9859704433325976, 0.9840443406291459, 0.9821956632765654, 0.9841287132136805, 0.9879781392067585, 0.9839394222772989, 0.9878595203251959, 0.9840771037900716]","[0.9856262833675564, 0.9897330595482546, 0.98559670781893, 0.9835390946502057, 0.9815950920245399, 0.9835390946502057, 0.9876796714579056, 0.9835728952772074, 0.9876796714579056, 0.9835728952772074]","[0.9856134736636137, 0.9897289710278864, 0.985572924224654, 0.983513562690239, 0.9815515364552575, 0.983523354640364, 0.9876686065295802, 0.9835334585214701, 0.9876184842399315, 0.9835480864208306]","[array([[134,   0,   0,   0],
       [  2,  83,   0,   0],
       [  0,   0, 134,   0],
       [  0,   0,   5, 129]]), array([[134,   0,   0,   0],
       [  1,  84,   0,   0],
       [  0,   0, 134,   0],
       [  0,   0,   4, 130]]), array([[134,   0,   0,   0],
       [  3,  81,   0,   0],
       [  0,   0, 134,   0],
       [  0,   0,   4, 130]]), array([[134,   0,   0,   0],
       [  3,  81,   0,   0],
       [  0,   0, 134,   0],
       [  0,   0,   5, 129]]), array([[135,   0,   0,   0],
       [  4,  80,   0,   0],
       [  0,   0, 135,   0],
       [  0,   0,   5, 130]]), array([[134,   0,   0,   0],
       [  2,  82,   0,   0],
       [  0,   0, 134,   0],
       [  0,   0,   6, 128]]), array([[134,   0,   0,   0],
       [  2,  83,   0,   0],
       [  0,   0, 134,   0],
       [  0,   0,   4, 130]]), array([[134,   0,   0,   0],
       [  2,  82,   0,   1],
       [  0,   0, 134,   0],
       [  0,   0,   5, 129]]), array([[134,   0,   0,   0],
       [  3,  81,   0,   1],
       [  0,   0, 134,   0],
       [  0,   0,   2, 132]]), array([[134,   0,   0,   0],
       [  3,  82,   0,   0],
       [  0,   0, 134,   0],
       [  0,   0,   5, 129]])]","[0.782608695652174, 0.8043478260869565, 0.8043478260869565, 0.782608695652174, 0.8, 0.8222222222222222, 0.8, 0.8222222222222222, 0.7333333333333333, 0.8888888888888888]","[0.782608695652174, 0.8043478260869565, 0.8043478260869565, 0.782608695652174, 0.8, 0.8222222222222222, 0.8, 0.8222222222222222, 0.7333333333333333, 0.8888888888888888]","[0.782608695652174, 0.8043478260869565, 0.8043478260869565, 0.782608695652174, 0.8, 0.8222222222222222, 0.8, 0.8222222222222222, 0.7333333333333333, 0.8888888888888888]","[0.782608695652174, 0.8043478260869565, 0.8043478260869565, 0.782608695652174, 0.8, 0.8222222222222222, 0.8, 0.8222222222222222, 0.7333333333333333, 0.8888888888888888]","[0.8104395604395604, 0.8294372294372295, 0.8035353535353535, 0.7880681818181818, 0.7921328671328671, 0.8183566433566434, 0.8123626373626374, 0.8482142857142857, 0.7291666666666666, 0.8861832611832612]","[0.7833333333333333, 0.7958333333333334, 0.8045454545454545, 0.7795454545454545, 0.7961038961038961, 0.830050505050505, 0.7962121212121211, 0.8138888888888889, 0.7212121212121212, 0.8911616161616162]","[0.7832537028189203, 0.801076445904032, 0.8030416951469583, 0.7805728088336783, 0.7933261183261183, 0.8221975393028024, 0.7974378881987578, 0.8100134348410211, 0.7235658860872172, 0.8879185948151466]","[0.8038700430004778, 0.8245623941276115, 0.8034694773825208, 0.7885375494071146, 0.8023310023310024, 0.826091686091686, 0.8119413919413918, 0.8444444444444444, 0.7314814814814814, 0.8913419913419913]","[0.782608695652174, 0.8043478260869565, 0.8043478260869565, 0.782608695652174, 0.8, 0.8222222222222222, 0.8, 0.8222222222222222, 0.7333333333333333, 0.8888888888888888]","[0.7814724028334615, 0.8045786630494277, 0.8030402092186988, 0.7827287184565068, 0.800352733686067, 0.821971595655806, 0.800103519668737, 0.815648504751953, 0.7308962117363371, 0.8893267651888341]","[array([[12,  0,  0,  0],
       [ 2,  6,  0,  1],
       [ 0,  0,  8,  2],
       [ 0,  0,  5, 10]]), array([[11,  0,  0,  1],
       [ 3,  6,  0,  0],
       [ 1,  0,  8,  1],
       [ 0,  0,  3, 12]]), array([[ 9,  2,  0,  0],
       [ 1,  9,  0,  0],
       [ 0,  0,  7,  3],
       [ 1,  0,  2, 12]]), array([[ 9,  1,  1,  0],
       [ 2,  7,  0,  1],
       [ 0,  0,  8,  2],
       [ 1,  0,  2, 12]]), array([[ 8,  3,  0,  0],
       [ 3,  7,  0,  0],
       [ 0,  0,  9,  1],
       [ 0,  0,  2, 12]]), array([[10,  1,  0,  0],
       [ 1,  9,  0,  0],
       [ 0,  0,  7,  2],
       [ 0,  1,  3, 11]]), array([[ 9,  1,  1,  0],
       [ 1,  6,  0,  2],
       [ 0,  0,  9,  1],
       [ 0,  0,  3, 12]]), array([[11,  0,  0,  0],
       [ 3,  5,  0,  1],
       [ 0,  0,  9,  1],
       [ 0,  0,  3, 12]]), array([[ 9,  2,  0,  0],
       [ 3,  6,  0,  0],
       [ 0,  0,  6,  4],
       [ 0,  0,  3, 12]]), array([[10,  1,  0,  0],
       [ 1,  8,  0,  0],
       [ 0,  0,  9,  1],
       [ 0,  0,  2, 13]])]"
4,"[0.9794661190965093, 0.9589322381930184, 0.9609053497942387, 0.9629629629629629, 0.9652351738241309, 0.9629629629629629, 0.973305954825462, 0.9774127310061602, 0.9691991786447639, 0.9753593429158111]","[0.9794661190965093, 0.9589322381930184, 0.9609053497942387, 0.9629629629629629, 0.9652351738241309, 0.9629629629629629, 0.973305954825462, 0.9774127310061602, 0.9691991786447639, 0.9753593429158111]","[0.9794661190965093, 0.9589322381930184, 0.9609053497942387, 0.9629629629629629, 0.9652351738241309, 0.9629629629629629, 0.973305954825462, 0.9774127310061602, 0.9691991786447639, 0.9753593429158111]","[0.9794661190965093, 0.9589322381930184, 0.9609053497942387, 0.9629629629629629, 0.9652351738241309, 0.9629629629629629, 0.973305954825462, 0.9774127310061602, 0.9691991786447639, 0.9753593429158111]","[0.9818377405099332, 0.9645062938018664, 0.9650231164029413, 0.9667695453467429, 0.9689796707909906, 0.9672780186268588, 0.976079527239222, 0.9797028253549993, 0.9725334883608264, 0.9778826628615334]","[0.9759657594381037, 0.9573090430201932, 0.9578891257995736, 0.9608653162757641, 0.9628968253968253, 0.9619758351101635, 0.9714442493415276, 0.9762510974539069, 0.9677129060579456, 0.9722344161545216]","[0.9784871990754345, 0.9602327496057935, 0.9610267385548285, 0.9635195701481652, 0.965616283117822, 0.9643584330652899, 0.9735062839626565, 0.9778281765891162, 0.9698845413798751, 0.9747721838811851]","[0.9800103263107273, 0.9609350584759759, 0.9614246715884291, 0.9633507742918809, 0.9657444217323822, 0.9639115596378524, 0.9736727445589797, 0.977660604497494, 0.9697699173745441, 0.9756573045046858]","[0.9794661190965093, 0.9589322381930184, 0.9609053497942387, 0.9629629629629629, 0.9652351738241309, 0.9629629629629629, 0.973305954825462, 0.9774127310061602, 0.9691991786447639, 0.9753593429158111]","[0.979371636938976, 0.95928049748163, 0.9608275385128392, 0.9629222879232612, 0.9652294684285031, 0.9632008895434514, 0.9732650741181729, 0.9774048093895777, 0.9692789262241874, 0.9752828317149153]","[array([[134,   0,   0,   0],
       [  4,  80,   0,   1],
       [  0,   0, 134,   0],
       [  0,   0,   5, 129]]), array([[132,   0,   0,   2],
       [  1,  80,   0,   4],
       [  0,   0, 125,   9],
       [  0,   0,   4, 130]]), array([[134,   0,   0,   0],
       [  5,  78,   0,   1],
       [  0,   0, 127,   7],
       [  0,   0,   6, 128]]), array([[134,   0,   0,   0],
       [  4,  79,   0,   1],
       [  0,   0, 127,   7],
       [  0,   0,   6, 128]]), array([[135,   0,   0,   0],
       [  3,  79,   0,   2],
       [  0,   0, 128,   7],
       [  0,   0,   5, 130]]), array([[130,   0,   0,   4],
       [  1,  80,   0,   3],
       [  0,   0, 130,   4],
       [  0,   0,   6, 128]]), array([[134,   0,   0,   0],
       [  4,  81,   0,   0],
       [  0,   0, 128,   6],
       [  0,   0,   3, 131]]), array([[134,   0,   0,   0],
       [  1,  82,   0,   2],
       [  0,   0, 132,   2],
       [  0,   0,   6, 128]]), array([[133,   0,   0,   1],
       [  2,  81,   0,   2],
       [  0,   0, 128,   6],
       [  0,   0,   4, 130]]), array([[134,   0,   0,   0],
       [  3,  80,   0,   2],
       [  0,   0, 132,   2],
       [  0,   0,   5, 129]])]","[0.6086956521739131, 0.7391304347826086, 0.6956521739130435, 0.782608695652174, 0.6666666666666666, 0.8222222222222222, 0.6444444444444445, 0.6888888888888889, 0.6222222222222222, 0.7777777777777778]","[0.6086956521739131, 0.7391304347826086, 0.6956521739130435, 0.782608695652174, 0.6666666666666666, 0.8222222222222222, 0.6444444444444445, 0.6888888888888889, 0.6222222222222222, 0.7777777777777778]","[0.6086956521739131, 0.7391304347826086, 0.6956521739130435, 0.782608695652174, 0.6666666666666666, 0.8222222222222222, 0.6444444444444445, 0.6888888888888889, 0.6222222222222222, 0.7777777777777778]","[0.6086956521739131, 0.7391304347826086, 0.6956521739130435, 0.782608695652174, 0.6666666666666666, 0.8222222222222222, 0.6444444444444445, 0.6888888888888889, 0.6222222222222222, 0.7777777777777778]","[0.7016042780748664, 0.8019841269841269, 0.7037907268170426, 0.8042717086834733, 0.6708333333333333, 0.8625, 0.6458333333333334, 0.7590909090909091, 0.6158459595959596, 0.7824519230769231]","[0.5874999999999999, 0.725, 0.6734848484848485, 0.7666666666666667, 0.6506493506493507, 0.8022727272727272, 0.6184343434343434, 0.6702020202020202, 0.6012626262626263, 0.7656565656565657]","[0.5969021739130435, 0.746031746031746, 0.6788150042625746, 0.7685197368421053, 0.6532894736842105, 0.8204481792717087, 0.5988344988344988, 0.6843656343656344, 0.6050207961972668, 0.7697264389626819]","[0.6878632876075332, 0.7815734989648032, 0.7008553993679851, 0.7995676531482158, 0.6722222222222222, 0.85, 0.654074074074074, 0.7333333333333333, 0.6203703703703703, 0.7817307692307692]","[0.6086956521739131, 0.7391304347826086, 0.6956521739130435, 0.782608695652174, 0.6666666666666666, 0.8222222222222222, 0.6444444444444445, 0.6888888888888889, 0.6222222222222222, 0.7777777777777778]","[0.6101370510396975, 0.7429606625258799, 0.6885169946995812, 0.7757236842105264, 0.6614035087719299, 0.8236539060068471, 0.6217560217560217, 0.684981684981685, 0.6175744371822803, 0.7757572563075409]","[array([[ 9,  0,  2,  1],
       [ 1,  3,  2,  3],
       [ 1,  0,  6,  3],
       [ 0,  0,  5, 10]]), array([[ 8,  0,  0,  4],
       [ 1,  6,  1,  1],
       [ 0,  0,  7,  3],
       [ 0,  0,  2, 13]]), array([[ 8,  1,  0,  2],
       [ 3,  5,  2,  0],
       [ 0,  0,  6,  4],
       [ 1,  1,  0, 13]]), array([[11,  0,  0,  0],
       [ 1,  6,  2,  1],
       [ 1,  0,  6,  3],
       [ 1,  0,  1, 13]]), array([[ 6,  2,  1,  2],
       [ 2,  6,  1,  1],
       [ 0,  1,  6,  3],
       [ 0,  0,  2, 12]]), array([[10,  0,  0,  1],
       [ 0,  7,  1,  2],
       [ 0,  0,  6,  3],
       [ 0,  0,  1, 14]]), array([[ 9,  0,  2,  0],
       [ 4,  2,  1,  2],
       [ 0,  1,  7,  2],
       [ 2,  0,  2, 11]]), array([[ 7,  0,  0,  4],
       [ 3,  4,  0,  2],
       [ 0,  0,  8,  2],
       [ 1,  0,  2, 12]]), array([[ 8,  2,  0,  1],
       [ 2,  4,  1,  2],
       [ 0,  1,  5,  4],
       [ 1,  1,  2, 11]]), array([[ 9,  1,  0,  1],
       [ 2,  7,  0,  0],
       [ 2,  0,  6,  2],
       [ 0,  0,  2, 13]])]"
