degree value,Train_Accuracy,Train_Precision_micro,Train_Recall_micro,Train_f1_micro,Train_Precision_macro,Train_Recall_macro,Train_f1_macro,Train_Precision_weighted,Train_Recall_weighted,Train_f1_weighted,Train_Confusion_Matrix,Test_Accuracy,Test_Precision_micro,Test_Recall_micro,Test_f1_micro,Test_Precision_macro,Test_Recall_macro,Test_f1_macro,Test_Precision_weighted,Test_Recall_weighted,Test_f1_weighted,Test_Confusion_Matrix
1,"[0.917910447761194, 0.8992537313432836, 0.9085820895522388, 0.9160447761194029, 0.9259259259259259, 0.8992537313432836, 0.9216417910447762, 0.9085820895522388, 0.9104477611940298, 0.9123134328358209]","[0.917910447761194, 0.8992537313432836, 0.9085820895522388, 0.9160447761194029, 0.9259259259259259, 0.8992537313432836, 0.9216417910447762, 0.9085820895522388, 0.9104477611940298, 0.9123134328358209]","[0.917910447761194, 0.8992537313432836, 0.9085820895522388, 0.9160447761194029, 0.9259259259259259, 0.8992537313432836, 0.9216417910447762, 0.9085820895522388, 0.9104477611940298, 0.9123134328358209]","[0.917910447761194, 0.8992537313432836, 0.9085820895522388, 0.9160447761194029, 0.9259259259259259, 0.8992537313432836, 0.9216417910447762, 0.9085820895522388, 0.9104477611940298, 0.9123134328358209]","[0.9182831661092532, 0.8993441225465411, 0.9091820905942477, 0.9160856705789074, 0.926803425332837, 0.9011634168594918, 0.9217063599821649, 0.9087463332815866, 0.9111840454231759, 0.9150650000572159]","[0.917910447761194, 0.8992537313432836, 0.9085820895522387, 0.916044776119403, 0.9259259259259259, 0.8992537313432836, 0.9216417910447761, 0.9085820895522388, 0.9104477611940298, 0.9123134328358209]","[0.9178921568627451, 0.8992167136518051, 0.908473889290362, 0.9160204012704765, 0.9258880514878084, 0.8989789051295274, 0.9215782187754662, 0.9085813633234455, 0.910426594320461, 0.9120038131792082]","[0.9182831661092531, 0.8993441225465411, 0.9091820905942477, 0.9160856705789074, 0.9268034253328371, 0.9011634168594918, 0.9217063599821648, 0.9087463332815865, 0.9111840454231758, 0.9150650000572158]","[0.917910447761194, 0.8992537313432836, 0.9085820895522388, 0.9160447761194029, 0.9259259259259259, 0.8992537313432836, 0.9216417910447762, 0.9085820895522388, 0.9104477611940298, 0.9123134328358209]","[0.9178921568627451, 0.899216713651805, 0.9084738892903621, 0.9160204012704765, 0.9258880514878084, 0.8989789051295275, 0.9215782187754663, 0.9085813633234455, 0.9104265943204611, 0.9120038131792081]","[array([[122,  12,   0,   0],
       [  8, 125,   0,   1],
       [  0,   0, 125,   9],
       [  0,   1,  13, 120]]), array([[121,  13,   0,   0],
       [ 13, 120,   0,   1],
       [  0,   0, 123,  11],
       [  0,   2,  14, 118]]), array([[124,  10,   0,   0],
       [ 11, 122,   0,   1],
       [  0,   0, 125,   9],
       [  0,   1,  17, 116]]), array([[126,   8,   0,   0],
       [ 10, 124,   0,   0],
       [  0,   0, 121,  13],
       [  1,   0,  13, 120]]), array([[131,   4,   0,   0],
       [ 12, 122,   0,   1],
       [  0,   0, 124,  11],
       [  0,   0,  12, 123]]), array([[124,  10,   0,   0],
       [ 16, 118,   0,   0],
       [  0,   0, 127,   7],
       [  1,   2,  18, 113]]), array([[127,   7,   0,   0],
       [ 10, 124,   0,   0],
       [  0,   0, 123,  11],
       [  1,   1,  12, 120]]), array([[123,  11,   0,   0],
       [  8, 125,   0,   1],
       [  0,   0, 121,  13],
       [  0,   1,  15, 118]]), array([[120,  14,   0,   0],
       [ 12, 122,   0,   0],
       [  0,   0, 127,   7],
       [  0,   2,  13, 119]]), array([[126,   8,   0,   0],
       [ 15, 119,   0,   0],
       [  0,   0, 130,   4],
       [  1,   2,  17, 114]])]","[0.717391304347826, 0.7608695652173914, 0.782608695652174, 0.7608695652173914, 0.7777777777777778, 0.8888888888888888, 0.7777777777777778, 0.8888888888888888, 0.7111111111111111, 0.8888888888888888]","[0.717391304347826, 0.7608695652173914, 0.782608695652174, 0.7608695652173914, 0.7777777777777778, 0.8888888888888888, 0.7777777777777778, 0.8888888888888888, 0.7111111111111111, 0.8888888888888888]","[0.717391304347826, 0.7608695652173914, 0.782608695652174, 0.7608695652173914, 0.7777777777777778, 0.8888888888888888, 0.7777777777777778, 0.8888888888888888, 0.7111111111111111, 0.8888888888888888]","[0.717391304347826, 0.7608695652173914, 0.782608695652174, 0.7608695652173914, 0.7777777777777778, 0.8888888888888888, 0.7777777777777778, 0.8888888888888888, 0.7111111111111111, 0.8888888888888888]","[0.746875, 0.7631673881673882, 0.8107142857142857, 0.7577922077922077, 0.7751748251748253, 0.8895833333333333, 0.7893493761140821, 0.8982267732267732, 0.7214285714285714, 0.8974358974358974]","[0.7152777777777778, 0.7722222222222223, 0.7840909090909092, 0.7628787878787879, 0.7782467532467532, 0.8861111111111111, 0.7633838383838383, 0.8861111111111111, 0.7106060606060606, 0.8972222222222221]","[0.6992857142857143, 0.7649576527525711, 0.7819444444444443, 0.759676817435438, 0.775998075998076, 0.8866794543904518, 0.7620341614906833, 0.8863403119868637, 0.7099137931034483, 0.8932557212608364]","[0.7597826086956523, 0.761685174728653, 0.813664596273292, 0.7621400338791643, 0.7804195804195805, 0.8879629629629628, 0.7808160031689444, 0.8981795981795981, 0.7174603174603175, 0.8984330484330485]","[0.717391304347826, 0.7608695652173914, 0.782608695652174, 0.7608695652173914, 0.7777777777777778, 0.8888888888888888, 0.7777777777777778, 0.8888888888888888, 0.7111111111111111, 0.8888888888888888]","[0.7080745341614907, 0.758983666061706, 0.783816425120773, 0.7608338687798958, 0.7783656672545561, 0.8874111963626029, 0.7673222912353347, 0.8884008392629082, 0.7087739463601532, 0.8895841867708876]","[array([[11,  1,  0,  0],
       [ 5,  4,  0,  0],
       [ 0,  0,  9,  1],
       [ 0,  0,  6,  9]]), array([[10,  1,  0,  1],
       [ 1,  8,  0,  0],
       [ 0,  0,  7,  3],
       [ 1,  2,  2, 10]]), array([[ 7,  4,  0,  0],
       [ 0,  9,  0,  1],
       [ 0,  0,  8,  2],
       [ 0,  1,  2, 12]]), array([[ 9,  2,  0,  0],
       [ 2,  7,  0,  1],
       [ 0,  0,  8,  2],
       [ 0,  1,  3, 11]]), array([[ 8,  3,  0,  0],
       [ 2,  8,  0,  0],
       [ 0,  0,  8,  2],
       [ 1,  0,  2, 11]]), array([[11,  0,  0,  0],
       [ 1,  9,  0,  0],
       [ 0,  0,  7,  2],
       [ 0,  1,  1, 13]]), array([[10,  1,  0,  0],
       [ 1,  4,  0,  4],
       [ 0,  0,  9,  1],
       [ 1,  0,  2, 12]]), array([[11,  0,  0,  0],
       [ 2,  7,  0,  0],
       [ 0,  0,  9,  1],
       [ 0,  0,  2, 13]]), array([[10,  1,  0,  0],
       [ 3,  6,  0,  0],
       [ 0,  0,  6,  4],
       [ 1,  0,  4, 10]]), array([[11,  0,  0,  0],
       [ 1,  8,  0,  0],
       [ 0,  0,  9,  1],
       [ 0,  0,  3, 12]])]"
2,"[0.9906716417910447, 0.9906716417910447, 0.9869402985074627, 0.9869402985074627, 0.987037037037037, 0.9850746268656716, 0.9944029850746269, 0.9850746268656716, 0.9944029850746269, 0.9888059701492538]","[0.9906716417910447, 0.9906716417910447, 0.9869402985074627, 0.9869402985074627, 0.987037037037037, 0.9850746268656716, 0.9944029850746269, 0.9850746268656716, 0.9944029850746269, 0.9888059701492538]","[0.9906716417910447, 0.9906716417910447, 0.9869402985074627, 0.9869402985074627, 0.987037037037037, 0.9850746268656716, 0.9944029850746269, 0.9850746268656716, 0.9944029850746269, 0.9888059701492538]","[0.9906716417910447, 0.9906716417910447, 0.9869402985074627, 0.9869402985074627, 0.987037037037037, 0.9850746268656716, 0.9944029850746269, 0.9850746268656716, 0.9944029850746269, 0.9888059701492538]","[0.9910071942446044, 0.9910071942446044, 0.9875886524822695, 0.9875886524822695, 0.9876760563380281, 0.9859154929577465, 0.9945255474452555, 0.9859154929577465, 0.9945255474452555, 0.9890189520624303]","[0.9906716417910448, 0.9906716417910448, 0.9869402985074627, 0.9869402985074627, 0.987037037037037, 0.9850746268656716, 0.9944029850746269, 0.9850746268656716, 0.9944029850746269, 0.9888059701492538]","[0.9906683937102188, 0.9906683937102188, 0.9869313827934518, 0.9869313827934518, 0.9870283180738768, 0.9850613154960981, 0.994402283645478, 0.9850613154960981, 0.994402283645478, 0.9888034759358288]","[0.9910071942446043, 0.9910071942446043, 0.9875886524822697, 0.9875886524822697, 0.9876760563380281, 0.9859154929577466, 0.9945255474452553, 0.9859154929577466, 0.9945255474452553, 0.9890189520624303]","[0.9906716417910447, 0.9906716417910447, 0.9869402985074627, 0.9869402985074627, 0.987037037037037, 0.9850746268656716, 0.9944029850746269, 0.9850746268656716, 0.9944029850746269, 0.9888059701492538]","[0.9906683937102188, 0.9906683937102188, 0.9869313827934518, 0.9869313827934518, 0.9870283180738768, 0.985061315496098, 0.9944022836454781, 0.985061315496098, 0.9944022836454781, 0.9888034759358288]","[array([[134,   0,   0,   0],
       [  0, 134,   0,   0],
       [  0,   0, 134,   0],
       [  0,   0,   5, 129]]), array([[134,   0,   0,   0],
       [  0, 134,   0,   0],
       [  0,   0, 134,   0],
       [  0,   0,   5, 129]]), array([[134,   0,   0,   0],
       [  0, 134,   0,   0],
       [  0,   0, 134,   0],
       [  0,   0,   7, 127]]), array([[134,   0,   0,   0],
       [  0, 134,   0,   0],
       [  0,   0, 134,   0],
       [  0,   0,   7, 127]]), array([[135,   0,   0,   0],
       [  0, 135,   0,   0],
       [  0,   0, 135,   0],
       [  0,   0,   7, 128]]), array([[134,   0,   0,   0],
       [  0, 134,   0,   0],
       [  0,   0, 134,   0],
       [  0,   0,   8, 126]]), array([[134,   0,   0,   0],
       [  0, 134,   0,   0],
       [  0,   0, 134,   0],
       [  0,   0,   3, 131]]), array([[134,   0,   0,   0],
       [  0, 134,   0,   0],
       [  0,   0, 134,   0],
       [  0,   0,   8, 126]]), array([[134,   0,   0,   0],
       [  0, 134,   0,   0],
       [  0,   0, 134,   0],
       [  0,   0,   3, 131]]), array([[134,   0,   0,   0],
       [  0, 134,   0,   0],
       [  0,   0, 133,   1],
       [  0,   0,   5, 129]])]","[0.6086956521739131, 0.717391304347826, 0.717391304347826, 0.782608695652174, 0.6666666666666666, 0.7333333333333333, 0.6888888888888889, 0.7777777777777778, 0.6444444444444445, 0.8222222222222222]","[0.6086956521739131, 0.717391304347826, 0.717391304347826, 0.782608695652174, 0.6666666666666666, 0.7333333333333333, 0.6888888888888889, 0.7777777777777778, 0.6444444444444445, 0.8222222222222222]","[0.6086956521739131, 0.717391304347826, 0.717391304347826, 0.782608695652174, 0.6666666666666666, 0.7333333333333333, 0.6888888888888889, 0.7777777777777778, 0.6444444444444445, 0.8222222222222222]","[0.6086956521739131, 0.717391304347826, 0.717391304347826, 0.782608695652174, 0.6666666666666666, 0.7333333333333333, 0.6888888888888889, 0.7777777777777778, 0.6444444444444445, 0.8222222222222222]","[0.6294642857142857, 0.7676881941587824, 0.733901515151515, 0.781024531024531, 0.6674242424242424, 0.7286764705882353, 0.6677714646464646, 0.8113553113553114, 0.6354166666666666, 0.8221688034188034]","[0.5874999999999999, 0.7055555555555555, 0.7113636363636364, 0.7856060606060606, 0.6698051948051947, 0.7174242424242424, 0.6646464646464647, 0.7878787878787878, 0.6356060606060606, 0.8133838383838384]","[0.5861154974058199, 0.7140804597701149, 0.7167388167388167, 0.7817331935535992, 0.666917502787068, 0.7212622549019608, 0.665551954176742, 0.7858441558441559, 0.6238186031236316, 0.8150928792569659]","[0.6269409937888198, 0.7633645127251265, 0.7251317523056654, 0.7826714348453478, 0.6728956228956229, 0.7315686274509804, 0.6856481481481481, 0.7987382987382988, 0.6324074074074074, 0.8247625830959164]","[0.6086956521739131, 0.717391304347826, 0.717391304347826, 0.782608695652174, 0.6666666666666666, 0.7333333333333333, 0.6888888888888889, 0.7777777777777778, 0.6444444444444445, 0.8222222222222222]","[0.5998587667591875, 0.7208003141286499, 0.7153460066503545, 0.7811303566915463, 0.6678805896197201, 0.7305283224400871, 0.6865874363327674, 0.7761154401154401, 0.6275977553966169, 0.8210411650040133]","[array([[ 9,  1,  0,  2],
       [ 4,  3,  1,  1],
       [ 1,  0,  6,  3],
       [ 0,  0,  5, 10]]), array([[10,  0,  0,  2],
       [ 3,  5,  1,  0],
       [ 3,  0,  7,  0],
       [ 1,  0,  3, 11]]), array([[ 6,  1,  1,  3],
       [ 1,  7,  1,  1],
       [ 0,  0,  8,  2],
       [ 2,  0,  1, 12]]), array([[10,  1,  0,  0],
       [ 1,  8,  0,  1],
       [ 1,  0,  7,  2],
       [ 0,  2,  2, 11]]), array([[7, 1, 2, 1],
       [3, 7, 0, 0],
       [0, 1, 7, 2],
       [2, 1, 2, 9]]), array([[ 7,  2,  0,  2],
       [ 2,  7,  1,  0],
       [ 1,  0,  6,  2],
       [ 0,  1,  1, 13]]), array([[ 7,  3,  1,  0],
       [ 2,  5,  0,  2],
       [ 2,  1,  6,  1],
       [ 0,  0,  2, 13]]), array([[ 9,  0,  0,  2],
       [ 2,  6,  0,  1],
       [ 0,  0, 10,  0],
       [ 3,  0,  2, 10]]), array([[10,  0,  0,  1],
       [ 2,  6,  1,  0],
       [ 1,  1,  3,  5],
       [ 2,  1,  2, 10]]), array([[10,  0,  0,  1],
       [ 2,  7,  0,  0],
       [ 1,  1,  7,  1],
       [ 0,  0,  2, 13]])]"
3,"[0.9906716417910447, 0.9906716417910447, 0.9888059701492538, 0.9888059701492538, 0.9888888888888889, 0.9888059701492538, 0.9925373134328358, 0.9888059701492538, 0.9925373134328358, 0.9906716417910447]","[0.9906716417910447, 0.9906716417910447, 0.9888059701492538, 0.9888059701492538, 0.9888888888888889, 0.9888059701492538, 0.9925373134328358, 0.9888059701492538, 0.9925373134328358, 0.9906716417910447]","[0.9906716417910447, 0.9906716417910447, 0.9888059701492538, 0.9888059701492538, 0.9888888888888889, 0.9888059701492538, 0.9925373134328358, 0.9888059701492538, 0.9925373134328358, 0.9906716417910447]","[0.9906716417910447, 0.9906716417910447, 0.9888059701492538, 0.9888059701492538, 0.9888888888888889, 0.9888059701492538, 0.9925373134328358, 0.9888059701492538, 0.9925373134328358, 0.9906716417910447]","[0.9910071942446044, 0.9910071942446044, 0.9892857142857143, 0.9890189520624303, 0.9893617021276596, 0.9892857142857143, 0.9927536231884058, 0.9892857142857143, 0.9927536231884058, 0.9910071942446044]","[0.9906716417910448, 0.9906716417910448, 0.9888059701492538, 0.9888059701492538, 0.9888888888888889, 0.9888059701492538, 0.9925373134328358, 0.9888059701492538, 0.9925373134328358, 0.9906716417910448]","[0.9906683937102188, 0.9906683937102188, 0.9888003566055608, 0.9888034759358288, 0.9888833992094861, 0.9888003566055608, 0.9925356506238859, 0.9888003566055608, 0.9925356506238859, 0.9906683937102188]","[0.9910071942446043, 0.9910071942446043, 0.9892857142857143, 0.9890189520624303, 0.9893617021276597, 0.9892857142857143, 0.9927536231884058, 0.9892857142857143, 0.9927536231884058, 0.9910071942446043]","[0.9906716417910447, 0.9906716417910447, 0.9888059701492538, 0.9888059701492538, 0.9888888888888889, 0.9888059701492538, 0.9925373134328358, 0.9888059701492538, 0.9925373134328358, 0.9906716417910447]","[0.9906683937102188, 0.9906683937102188, 0.9888003566055608, 0.9888034759358288, 0.9888833992094861, 0.9888003566055608, 0.9925356506238859, 0.9888003566055608, 0.9925356506238859, 0.9906683937102188]","[array([[134,   0,   0,   0],
       [  0, 134,   0,   0],
       [  0,   0, 134,   0],
       [  0,   0,   5, 129]]), array([[134,   0,   0,   0],
       [  0, 134,   0,   0],
       [  0,   0, 134,   0],
       [  0,   0,   5, 129]]), array([[134,   0,   0,   0],
       [  0, 134,   0,   0],
       [  0,   0, 134,   0],
       [  0,   0,   6, 128]]), array([[134,   0,   0,   0],
       [  0, 134,   0,   0],
       [  0,   0, 133,   1],
       [  0,   0,   5, 129]]), array([[135,   0,   0,   0],
       [  0, 135,   0,   0],
       [  0,   0, 135,   0],
       [  0,   0,   6, 129]]), array([[134,   0,   0,   0],
       [  0, 134,   0,   0],
       [  0,   0, 134,   0],
       [  0,   0,   6, 128]]), array([[134,   0,   0,   0],
       [  0, 134,   0,   0],
       [  0,   0, 134,   0],
       [  0,   0,   4, 130]]), array([[134,   0,   0,   0],
       [  0, 134,   0,   0],
       [  0,   0, 134,   0],
       [  0,   0,   6, 128]]), array([[134,   0,   0,   0],
       [  0, 134,   0,   0],
       [  0,   0, 134,   0],
       [  0,   0,   4, 130]]), array([[134,   0,   0,   0],
       [  0, 134,   0,   0],
       [  0,   0, 134,   0],
       [  0,   0,   5, 129]])]","[0.7391304347826086, 0.7608695652173914, 0.7608695652173914, 0.8260869565217391, 0.7333333333333333, 0.8666666666666667, 0.7777777777777778, 0.8666666666666667, 0.7111111111111111, 0.8888888888888888]","[0.7391304347826086, 0.7608695652173914, 0.7608695652173914, 0.8260869565217391, 0.7333333333333333, 0.8666666666666667, 0.7777777777777778, 0.8666666666666667, 0.7111111111111111, 0.8888888888888888]","[0.7391304347826086, 0.7608695652173914, 0.7608695652173914, 0.8260869565217391, 0.7333333333333333, 0.8666666666666667, 0.7777777777777778, 0.8666666666666667, 0.7111111111111111, 0.8888888888888888]","[0.7391304347826086, 0.7608695652173914, 0.7608695652173914, 0.8260869565217391, 0.7333333333333333, 0.8666666666666667, 0.7777777777777778, 0.8666666666666667, 0.7111111111111111, 0.8888888888888888]","[0.7502289377289377, 0.796875, 0.7635416666666667, 0.8272727272727272, 0.732051282051282, 0.8672348484848486, 0.7997159090909091, 0.8831168831168832, 0.7026515151515151, 0.8958333333333334]","[0.7374999999999999, 0.7430555555555556, 0.7484848484848484, 0.8272727272727272, 0.7282467532467531, 0.8633838383838384, 0.7724747474747474, 0.8583333333333333, 0.6984848484848485, 0.888888888888889]","[0.7390047021943573, 0.75, 0.7530349072775441, 0.8272727272727272, 0.7282651072124757, 0.8641074611662847, 0.7656934621355874, 0.8584236453201971, 0.699927972423728, 0.8910912190963342]","[0.7481684981684983, 0.7880434782608695, 0.7667572463768115, 0.8260869565217391, 0.7396011396011397, 0.8679292929292929, 0.8092171717171717, 0.8834054834054835, 0.7092592592592593, 0.8907407407407406]","[0.7391304347826086, 0.7608695652173914, 0.7608695652173914, 0.8260869565217391, 0.7333333333333333, 0.8666666666666667, 0.7777777777777778, 0.8666666666666667, 0.7111111111111111, 0.8888888888888888]","[0.7395318249965928, 0.7577639751552796, 0.761099931567643, 0.8260869565217391, 0.7345895603205546, 0.8662931839402426, 0.7739370938991432, 0.8644378762999453, 0.7095265044331259, 0.8887183859050866]","[array([[11,  1,  0,  0],
       [ 2,  6,  0,  1],
       [ 0,  0,  7,  3],
       [ 0,  0,  5, 10]]), array([[11,  0,  0,  1],
       [ 4,  5,  0,  0],
       [ 1,  0,  7,  2],
       [ 0,  0,  3, 12]]), array([[ 8,  3,  0,  0],
       [ 3,  7,  0,  0],
       [ 0,  0,  7,  3],
       [ 1,  0,  1, 13]]), array([[10,  1,  0,  0],
       [ 1,  8,  0,  1],
       [ 0,  0,  8,  2],
       [ 0,  1,  2, 12]]), array([[ 8,  3,  0,  0],
       [ 4,  6,  0,  0],
       [ 0,  0,  8,  2],
       [ 1,  0,  2, 11]]), array([[10,  1,  0,  0],
       [ 1,  9,  0,  0],
       [ 0,  0,  7,  2],
       [ 0,  1,  1, 13]]), array([[ 6,  4,  1,  0],
       [ 0,  7,  0,  2],
       [ 0,  0,  9,  1],
       [ 0,  0,  2, 13]]), array([[11,  0,  0,  0],
       [ 3,  6,  0,  0],
       [ 0,  0,  9,  1],
       [ 0,  0,  2, 13]]), array([[ 8,  3,  0,  0],
       [ 3,  6,  0,  0],
       [ 0,  0,  6,  4],
       [ 0,  0,  3, 12]]), array([[11,  0,  0,  0],
       [ 1,  8,  0,  0],
       [ 0,  0,  8,  2],
       [ 0,  0,  2, 13]])]"
4,"[0.9701492537313433, 0.9664179104477612, 0.957089552238806, 0.9626865671641791, 0.9648148148148148, 0.9757462686567164, 0.9757462686567164, 0.9682835820895522, 0.9645522388059702, 0.9720149253731343]","[0.9701492537313433, 0.9664179104477612, 0.957089552238806, 0.9626865671641791, 0.9648148148148148, 0.9757462686567164, 0.9757462686567164, 0.9682835820895522, 0.9645522388059702, 0.9720149253731343]","[0.9701492537313433, 0.9664179104477612, 0.957089552238806, 0.9626865671641791, 0.9648148148148148, 0.9757462686567164, 0.9757462686567164, 0.9682835820895522, 0.9645522388059702, 0.9720149253731343]","[0.9701492537313433, 0.9664179104477612, 0.957089552238806, 0.9626865671641791, 0.9648148148148148, 0.9757462686567164, 0.9757462686567164, 0.9682835820895522, 0.9645522388059702, 0.9720149253731343]","[0.9711757037614355, 0.9672404233475964, 0.9582558728587922, 0.9636920513422944, 0.9654704522638697, 0.9766727698037969, 0.9766076045446999, 0.9687061418967848, 0.9653004522419655, 0.9727089462787404]","[0.9701492537313432, 0.9664179104477613, 0.9570895522388061, 0.9626865671641791, 0.9648148148148148, 0.9757462686567164, 0.9757462686567164, 0.9682835820895522, 0.9645522388059702, 0.9720149253731343]","[0.9700301978329515, 0.9665034126000669, 0.9570869606649907, 0.9626104115977802, 0.9648124332403589, 0.9756834831834831, 0.9757348587292807, 0.9683636282099916, 0.9646807534958881, 0.971896616583509]","[0.9711757037614355, 0.9672404233475963, 0.9582558728587921, 0.9636920513422943, 0.9654704522638696, 0.976672769803797, 0.9766076045446997, 0.9687061418967848, 0.9653004522419654, 0.9727089462787403]","[0.9701492537313433, 0.9664179104477612, 0.957089552238806, 0.9626865671641791, 0.9648148148148148, 0.9757462686567164, 0.9757462686567164, 0.9682835820895522, 0.9645522388059702, 0.9720149253731343]","[0.9700301978329514, 0.9665034126000669, 0.9570869606649908, 0.9626104115977803, 0.9648124332403589, 0.9756834831834833, 0.9757348587292808, 0.9683636282099916, 0.9646807534958879, 0.9718966165835091]","[array([[134,   0,   0,   0],
       [  8, 124,   0,   2],
       [  0,   0, 133,   1],
       [  0,   0,   5, 129]]), array([[133,   0,   0,   1],
       [  3, 126,   0,   5],
       [  0,   0, 130,   4],
       [  0,   0,   5, 129]]), array([[134,   0,   0,   0],
       [  7, 126,   0,   1],
       [  0,   0, 124,  10],
       [  0,   0,   5, 129]]), array([[134,   0,   0,   0],
       [  8, 124,   0,   2],
       [  0,   0, 130,   4],
       [  0,   0,   6, 128]]), array([[135,   0,   0,   0],
       [  6, 128,   0,   1],
       [  0,   0, 128,   7],
       [  0,   0,   5, 130]]), array([[134,   0,   0,   0],
       [  7, 126,   0,   1],
       [  0,   0, 134,   0],
       [  0,   0,   5, 129]]), array([[134,   0,   0,   0],
       [  7, 127,   0,   0],
       [  0,   0, 133,   1],
       [  0,   0,   5, 129]]), array([[134,   0,   0,   0],
       [  2, 129,   0,   3],
       [  0,   0, 128,   6],
       [  0,   0,   6, 128]]), array([[133,   0,   0,   1],
       [  3, 129,   0,   2],
       [  0,   0, 126,   8],
       [  0,   0,   5, 129]]), array([[134,   0,   0,   0],
       [  6, 125,   0,   3],
       [  0,   0, 133,   1],
       [  0,   0,   5, 129]])]","[0.6304347826086957, 0.7391304347826086, 0.6086956521739131, 0.782608695652174, 0.6444444444444445, 0.7777777777777778, 0.6666666666666666, 0.6888888888888889, 0.6666666666666666, 0.7555555555555555]","[0.6304347826086957, 0.7391304347826086, 0.6086956521739131, 0.782608695652174, 0.6444444444444445, 0.7777777777777778, 0.6666666666666666, 0.6888888888888889, 0.6666666666666666, 0.7555555555555555]","[0.6304347826086957, 0.7391304347826086, 0.6086956521739131, 0.782608695652174, 0.6444444444444445, 0.7777777777777778, 0.6666666666666666, 0.6888888888888889, 0.6666666666666666, 0.7555555555555555]","[0.6304347826086957, 0.7391304347826086, 0.6086956521739131, 0.782608695652174, 0.6444444444444445, 0.7777777777777778, 0.6666666666666666, 0.6888888888888889, 0.6666666666666666, 0.7555555555555555]","[0.650206043956044, 0.7833333333333333, 0.6200115673799884, 0.8273371848739496, 0.6385416666666667, 0.7733134920634921, 0.6301375095492743, 0.7727272727272727, 0.6618055555555555, 0.7698412698412699]","[0.6222222222222222, 0.7333333333333334, 0.5901515151515152, 0.7666666666666667, 0.6327922077922078, 0.7494949494949494, 0.6318181818181818, 0.6623737373737374, 0.6457070707070707, 0.7378787878787879]","[0.6297932870075226, 0.7454545454545456, 0.5931372549019608, 0.7707992919389979, 0.6333333333333333, 0.7530419282337442, 0.6286931818181818, 0.6844101477253651, 0.650932143192205, 0.746788537549407]","[0.6525860009555663, 0.7666666666666666, 0.6154474815802047, 0.8174894957983192, 0.6435185185185185, 0.7784391534391535, 0.6517273576097106, 0.7451178451178452, 0.6662345679012346, 0.7621693121693123]","[0.6304347826086957, 0.7391304347826086, 0.6086956521739131, 0.782608695652174, 0.6444444444444445, 0.7777777777777778, 0.6666666666666666, 0.6888888888888889, 0.6666666666666666, 0.7555555555555555]","[0.6358061605752015, 0.741501976284585, 0.6005967604433078, 0.776288836790755, 0.6414814814814815, 0.7698984732232814, 0.6569444444444444, 0.68602857515901, 0.6632737518186435, 0.7520787586004978]","[array([[ 8,  2,  1,  1],
       [ 1,  5,  1,  2],
       [ 1,  0,  6,  3],
       [ 0,  0,  5, 10]]), array([[ 8,  0,  0,  4],
       [ 2,  6,  1,  0],
       [ 0,  0,  8,  2],
       [ 0,  0,  3, 12]]), array([[ 8,  1,  0,  2],
       [ 2,  4,  2,  2],
       [ 1,  0,  5,  4],
       [ 2,  2,  0, 11]]), array([[11,  0,  0,  0],
       [ 3,  6,  0,  1],
       [ 1,  0,  6,  3],
       [ 1,  0,  1, 13]]), array([[ 6,  2,  1,  2],
       [ 3,  6,  1,  0],
       [ 0,  1,  6,  3],
       [ 0,  1,  2, 11]]), array([[10,  1,  0,  0],
       [ 1,  6,  2,  1],
       [ 1,  0,  5,  3],
       [ 0,  0,  1, 14]]), array([[ 8,  2,  1,  0],
       [ 3,  3,  1,  2],
       [ 0,  2,  6,  2],
       [ 0,  0,  2, 13]]), array([[ 8,  0,  0,  3],
       [ 2,  5,  0,  2],
       [ 1,  0,  5,  4],
       [ 1,  0,  1, 13]]), array([[ 8,  2,  0,  1],
       [ 1,  5,  2,  1],
       [ 0,  1,  5,  4],
       [ 1,  0,  2, 12]]), array([[ 9,  1,  0,  1],
       [ 1,  6,  0,  2],
       [ 2,  0,  6,  2],
       [ 0,  0,  2, 13]])]"
