Class,Link,bvp_mean,bvp_std,bvp_max,bvp_min,bvp_max_ratio,bvp_min_ratio,HR_mean,HR_std,HR_max,HR_min,HR_max_ratio,HR_min_ratio,ibi_mean,ibi_max,ibi_min,HRV_pNN20,HRV_pNN50,HRV_RMSSD,HRV_MeanNN,HRV_MedianNN,HRV_MadNN,HRV_MCVNN,HRV_IQRNN,HRV_SDRMSSD,HRV_Prc20NN,HRV_Prc80NN,HRV_SDNN,HRV_SDANN1,HRV_SDNNI1,HRV_SDANN2,HRV_SDNNI2,HRV_SDANN5,HRV_SDNNI5,HRV_SDSD,HRV_CVNN,HRV_CVSD,HRV_MinNN,HRV_MaxNN,HRV_HTI,HRV_TINN,HRV_VLF,HRV_LF,HRV_HF,HRV_VHF,HRV_TP,HRV_LFHF,HRV_LFn,HRV_HFn,HRV_LnHF,EDA_Mean,EDA_std,EDA_Tonic_Mean,EDA_Phasic_Mean,EDA_Tonic_std,EDA_Phasic_std,EDA_Tonic_max_ratio,EDA_Tonic_min_ratio,Peaks_density,SCR_Amplitude_Mean,SCR_Height_Mean,SCR_RiseTime_Mean,SCR_RecoveryTime_Mean,SCR_Amplitude_std,SCR_Height_std,SCR_RiseTime_std,SCR_RecoveryTime_std,ACC_mean,ACC_std,ACC_max_ratio,ACC_min_ratio,ACC_max,ACC_min,x_mean,y_mean,z_mean,x_std,y_std,z_std,x_max_ratio,y_max_ratio,z_max_ratio,x_min_ratio,y_min_ratio,z_min_ratio,x_max,y_max,z_max,x_min,y_min,z_min,TEMP_mean,TEMP_std,TEMP_max,TEMP_min,TEMP_max_ratio,TEMP_min_ratio
ANAEROBIC,Extracted/ANAEROBIC/S18/sprint3,0.4523025137752892,59.1953071714476,188.86638009078547,-184.1090102402323,61.60456188991883,-114.83872397337244,74.32162162162163,1.5806695699172046,76.68,70.77,0.0004006945371978247,-0.004740658114891291,645.2546296296297,1031.25,359.375,85.18518518518519,75.92592592592592,249.64966608890526,645.2546296296297,679.6875,173.7421875,0.25562068965517243,261.71875,0.7009263883368263,484.375,771.8750000000001,174.98603880119103,0,0,0,0,0,0,252.0380095931218,0.27118912560399827,0.38690100717634823,359.375,1031.25,10.8,10.8,0,0,0.09766020038155375,0.16938453137193088,0.26704473175348464,0,0,0.3657072721123973,-2.3262611685224077,12.166172719178082,0.740865540218061,12.162688756146148,0.005152096448790665,0.6737891435964544,0.15627632610524297,0.002168551883999312,-0.00386022032745925,0.10273972602739725,0.01474607538435271,0.011693654304419925,0.05,0.014084507042253521,0.05785985443037667,0.05307171166066419,0.19608231909600868,0.1476775843345829,3.2915490373533847,0.9203287241158562,0.40684931506849314,-0.04757573572464462,4.088348981862669,0.6843750000000001,2.6997088506007167,1.404018819439653,1.6147866522440748,0.7649672302141419,0.4057699115780647,0.4325335675633781,0.45865921787709496,0.3343434343434344,0.37864291679191764,-0.052831126020876855,-0.04264320585669728,-0.037041387486034964,3.375912214430877,1.7701683998420936,2.0182165316356304,0.5593750000000001,0.309375,0.36562500000000003,31.24095890410959,0.7017086082654735,32.77,29.87,0.06227700291923457,-0.06652294425623653
ANAEROBIC,Extracted/ANAEROBIC/f01/sprint1,-0.10850695299393724,50.88983404534575,139.58317710689866,-158.53956531372705,625.0652697295269,-65.64631593245124,121.26073170731706,2.3306718284480707,125.62,117.72,-0.0010019203473323065,-0.0023187015271447352,577.6721014492754,1031.25,390.625,94.20289855072464,75.36231884057972,225.1078428236904,577.6721014492754,531.25,92.6625,0.1744235294117647,125.0,0.7144306007231537,462.5,615.6250000000001,160.8239313760224,0,0,0,0,0,0,226.77727683460841,0.2784000317352077,0.38968100114050047,390.625,1031.25,8.625,8.625,0,0.006871573896338741,0.11225067789315814,0.12243338206055236,0.24155563385004925,0.06121632426023482,0.028447168823246802,0.46469906788777327,-2.1870207132407424,7.632132945121953,0.5348360765696626,7.601318083554889,0.02866073737674719,0.32857234132588164,0.3488365957128686,0.004508668032031324,-0.004288849821220449,0.036585365853658534,0.0166412115936662,0.01899242656809728,0.05828220858895705,0.02147239263803681,0.10696624778483851,0.11797973526407382,0.3721214180965201,0.16241744719070053,1.9119304203947962,0.5382221340021537,0.4384615384615385,-0.09862353871319951,2.367006806649156,0.36562500000000003,1.5228263613312996,0.8675016295799525,0.9934757219061281,0.461661795756009,0.218699945267503,0.2825499202393713,0.6966101694915255,0.35833333333333345,0.2749999999999999,-0.0982521306702968,-0.0970019743647116,-0.1,1.890042564830508,1.1036129477294379,1.3146937876472387,0.184375,0.225,0.25,34.680853658536584,0.01992064865190686,34.73,34.65,0.001442585112521762,-0.0014405070584847094
ANAEROBIC,Extracted/ANAEROBIC/f01/sprint2,0.7828364964164773,133.04141778165177,327.20862690233184,-440.60058066713725,114.17385620596335,-47039.29455119422,135.93874999999997,1.7743113981204075,137.52,129.43,0.009039635324113324,-0.0008080511275985104,468.93825301204816,937.5,375.0,65.06024096385542,27.710843373493976,133.70062628691085,468.93825301204816,437.5,23.165625,0.05295,46.875,0.7690494353064965,421.875,468.75,102.82239114607371,0,0,0,0,0,0,134.51466319260936,0.21926637565955182,0.28511349933202346,375.0,937.5,4.611111111111111,4.611111111111111,0,0.0052728181436986965,0.05918328102249892,0.06034587287003768,0.1248019720362353,0.0890930352728197,0.04224947777401926,0.4742175148107075,-2.8271161921393393,11.23735521383648,0.3153398058809313,11.231381337297103,0.0002633034199288871,0.2034383539518786,0.22472037923554414,0.0007430047744198416,-0.0010012595289862634,0.07547169811320754,0.025767863434677546,0.020117528360184378,0.06446540880503145,0.017628205128205128,0.102797447114119,0.0777186834434237,0.2542312318416068,0.13006463964706944,2.3457768719670247,0.6825706641789455,0.23333333333333328,-0.021939842284270285,3.284572682718954,0.6843750000000001,1.802378930313069,1.097217805419775,1.177341171992314,0.6034805613063389,0.27028202694925474,0.32513146934203313,0.4612244897959183,0.24265734265734282,0.13380542235673795,-0.02238650278001887,-0.037410519026951576,-0.030818211601601544,2.5929306184236025,1.4176678910545668,1.7164921975730383,0.30625,0.375,0.48125,34.853500000000004,0.01725543392673555,34.89,34.83,0.0011484352569623643,-0.0011471178663607442
ANAEROBIC,Extracted/ANAEROBIC/f01/sprint3,0.348321318293176,103.32838111552518,340.1214696892334,-374.12102190512485,179.59803778325787,-331.19346164931494,138.4906451612903,0.5539880951549042,139.82,137.9,0.0012188127330084308,-0.0006520794087813607,498.9583333333333,859.375,328.125,63.33333333333333,33.33333333333333,179.66734872267108,498.9583333333333,421.875,46.33125,0.10982222222222221,46.875,0.9471168329521398,406.25,559.3750000000007,170.1659703071239,0,0,0,0,0,0,181.08650915071226,0.3410424457094759,0.3600848742667312,328.125,859.375,4.285714285714286,4.285714285714286,0,0,0.030025746726758767,0.012338374133997104,0.042364120860755874,0,0,0.708754156033324,-3.5057000411585273,12.522278298387095,0.27361759341531156,12.49125387642584,0.035106647763334324,0.10198691208140752,0.21128332019361742,0.0009304194792000975,-0.00019128152432546349,0.11290322580645161,0.04205773878447153,0.028207946961710716,0.07520325203252033,0.018442622950819672,0.14391443328800094,0.09759293154664007,0.2447309775478742,0.1437496713712753,2.5887654132044453,1.6979452997392743,0.6012991710936256,-0.09904666864007697,6.555957626846636,0.35000000000000003,1.9067172455286079,1.1816765916888903,1.3801213922401607,1.2136886093021635,0.6883482806998377,1.0122318321752306,1.0250000000000001,0.8773838460697071,0.5409824856815728,-0.09999999999999998,-0.0988329592537364,-0.09842864246360496,4.658647918899331,2.6777128476488286,3.9774525244833185,0.15000000000000002,0.225,0.25,34.95129032258064,0.01431036968568941,34.97,34.91,0.0011451474377325837,-0.001144492131616774
ANAEROBIC,Extracted/ANAEROBIC/f01/sprint4,-1.3025710651155575,138.59299949496702,370.54723260011934,-527.7638336301279,1890.892053773452,-1227.5988605312623,136.47314285714288,0.3349777939639892,137.08,135.6,0.00014646649578895502,-0.0011049723756906497,493.00373134328356,1406.25,328.125,59.70149253731343,25.37313432835821,217.64806328280886,493.00373134328356,453.125,23.165625,0.05112413793103448,31.25,0.7622479620568212,421.875,468.75,165.9017926829351,0,0,0,0,0,0,219.27384828555833,0.33651224551770376,0.44147346043362556,328.125,1406.25,4.1875,4.1875,0,0,0.14434036822302018,0.08819032157337801,0.23253068979639818,0,0,0.620736851335208,-1.9355811002603427,16.2316307173913,0.7844645256790302,16.22942528513391,0.0020352405970384736,0.582733431778306,0.35457642588348925,0.005844324956380671,-0.0010789990357075122,0.043478260869565216,0.022189218246354177,0.01182613251235577,0.05615942028985507,0.016304347826086956,0.16864642846808586,0.07591585888545009,0.30988853176812314,0.10937289020379408,3.336031859349882,2.4215261182184986,1.730357142857143,-0.08268192335363259,10.646390113920267,0.35000000000000003,2.4925286140107072,1.5406888255319544,1.7807382437015822,1.8798748805377168,0.8698864452444531,1.351201406381176,2.0884057971014496,1.5666666666666667,1.153333333333333,-0.08242437410172876,-0.08659369320052317,-0.07623925298866048,8.356743643163615,3.96268717362736,5.52381623091909,0.215625,0.1875,0.234375,35.254379562043795,0.01803732196723932,35.29,35.21,0.0005680204487360415,-0.001134751773049621
ANAEROBIC,Extracted/ANAEROBIC/f02/sprint1,0.2068145195282439,41.514464695287835,156.98721543100692,-317.2103080669971,168.84133202971796,-295.29408306263446,68.55799999999999,2.6930351320066763,72.13,64.4,0.004930662557781096,-0.005712521228963877,767.2697368421053,1218.75,312.5,84.21052631578947,71.9298245614035,306.4850819677036,767.2697368421053,843.75,162.15937499999998,0.19218888888888888,390.625,0.8113464948697495,475.00000000000006,946.8750000000001,248.66559698436419,0,0,0,0,0,0,309.09262497136405,0.32409149617683475,0.3994489385559781,312.5,1218.75,9.5,9.5,0,0.029155290701453833,0.10912087969742877,0.04918547242614506,0.18746164282502764,0.2671834279772657,0.1555267000869437,0.5820971055891133,-2.215299023176182,3.4488618508287296,0.3053185510645201,3.444244140495126,0.003058627656190457,0.2465517015057093,0.17474408763037363,0.0025361556045137112,-0.00337133095096975,0.09392265193370165,0.02537164270284602,0.015796481874354246,0.08011049723756906,0.015536723163841809,0.0973370782920267,0.06682038479193707,0.2946427539092799,0.09999361593462068,1.7008155625490617,0.7065038908680007,0.6040816326530611,-0.08843269211526641,3.1418150594052756,0.30625,1.2094360836157154,0.6963809482656523,1.1135246585491025,0.5378485939452781,0.2306281569020571,0.47161755130608835,1.4312500000000001,0.6727272727272728,0.48182547154323024,-0.08962097558074501,-0.09614335748075574,-0.08414392739393843,2.3221635375143364,1.08581624002238,2.0223798411219533,0.1,0.1375,0.265625,33.66850828729281,0.01114872773978415,33.68,33.65,0.0008915304606241051,-0.0008907363420427891
