degree value,Train_Accuracy,Train_Precision_micro,Train_Recall_micro,Train_f1_micro,Train_Precision_macro,Train_Recall_macro,Train_f1_macro,Train_Precision_weighted,Train_Recall_weighted,Train_f1_weighted,Train_Confusion_Matrix,Test_Accuracy,Test_Precision_micro,Test_Recall_micro,Test_f1_micro,Test_Precision_macro,Test_Recall_macro,Test_f1_macro,Test_Precision_weighted,Test_Recall_weighted,Test_f1_weighted,Test_Confusion_Matrix
1,"[0.8708971553610503, 0.8446389496717724, 0.8493449781659389, 0.8558951965065502, 0.8695652173913043, 0.840958605664488, 0.8537117903930131, 0.8646288209606987, 0.8755458515283843, 0.8493449781659389]","[0.8708971553610503, 0.8446389496717724, 0.8493449781659389, 0.8558951965065502, 0.8695652173913043, 0.840958605664488, 0.8537117903930131, 0.8646288209606987, 0.8755458515283843, 0.8493449781659389]","[0.8708971553610503, 0.8446389496717724, 0.8493449781659389, 0.8558951965065502, 0.8695652173913043, 0.840958605664488, 0.8537117903930131, 0.8646288209606987, 0.8755458515283843, 0.8493449781659389]","[0.8708971553610503, 0.8446389496717724, 0.8493449781659389, 0.8558951965065502, 0.8695652173913043, 0.840958605664488, 0.8537117903930131, 0.8646288209606987, 0.8755458515283843, 0.8493449781659389]","[0.8702652311962233, 0.8430096833409093, 0.849664746749461, 0.8532604772114429, 0.8662223368879717, 0.8416924161824002, 0.8503295558188498, 0.867075437919815, 0.8734460967420452, 0.8468043533817042]","[0.8665696796914305, 0.8448159483481469, 0.8420395242609955, 0.8479123738300377, 0.8673848283704776, 0.8333768451472012, 0.8482670776720469, 0.8567100253543717, 0.8728595314671498, 0.8474235923508501]","[0.8681915987945854, 0.8434604677235481, 0.8451875532821824, 0.8500667836047996, 0.8667794190684699, 0.8363762690907514, 0.8491584224471512, 0.8609187579502782, 0.8731077818155125, 0.8469576834384701]","[0.8709994164095538, 0.8457145990132651, 0.8495348710139252, 0.8557457046148723, 0.8697682505496478, 0.8417453071743447, 0.8536144037468297, 0.86521446331595, 0.8756116627982564, 0.8498792922056242]","[0.8708971553610503, 0.8446389496717724, 0.8493449781659389, 0.8558951965065502, 0.8695652173913043, 0.840958605664488, 0.8537117903930131, 0.8646288209606987, 0.8755458515283843, 0.8493449781659389]","[0.8707282189086457, 0.8447188450010352, 0.8488452331758601, 0.8553434769147861, 0.8696425385894324, 0.8403331712870126, 0.8535475469446258, 0.8640230618003631, 0.8755275995237456, 0.8494409283595887]","[array([[ 84,  16,   0,   0],
       [ 10, 121,   0,   3],
       [  0,   0,  75,  14],
       [  1,   2,  13, 118]]), array([[ 85,  15,   0,   0],
       [ 20, 109,   0,   5],
       [  0,   0,  75,  14],
       [  2,   2,  13, 117]]), array([[ 84,  17,   0,   0],
       [ 14, 117,   0,   3],
       [  0,   0,  69,  20],
       [  1,   2,  12, 119]]), array([[ 86,  15,   0,   0],
       [ 15, 118,   0,   1],
       [  0,   0,  68,  21],
       [  0,   0,  14, 120]]), array([[ 88,  13,   0,   0],
       [ 13, 119,   0,   3],
       [  0,   0,  75,  14],
       [  1,   1,  15, 118]]), array([[ 84,  17,   0,   0],
       [ 17, 114,   0,   3],
       [  1,   0,  68,  21],
       [  1,   2,  11, 120]]), array([[ 85,  16,   0,   0],
       [ 16, 118,   0,   0],
       [  1,   0,  71,  17],
       [  1,   2,  14, 117]]), array([[ 82,  19,   0,   0],
       [ 12, 119,   0,   3],
       [  0,   0,  72,  17],
       [  1,   1,   9, 123]]), array([[ 87,  14,   0,   0],
       [ 13, 120,   0,   1],
       [  0,   0,  76,  13],
       [  0,   3,  13, 118]]), array([[ 82,  19,   0,   0],
       [ 17, 116,   0,   1],
       [  0,   0,  76,  13],
       [  1,   3,  15, 115]])]","[0.7608695652173914, 0.8478260869565217, 0.782608695652174, 0.7608695652173914, 0.7333333333333333, 0.8888888888888888, 0.6888888888888889, 0.8222222222222222, 0.6888888888888889, 0.8444444444444444]","[0.7608695652173914, 0.8478260869565217, 0.782608695652174, 0.7608695652173914, 0.7333333333333333, 0.8888888888888888, 0.6888888888888889, 0.8222222222222222, 0.6888888888888889, 0.8444444444444444]","[0.7608695652173914, 0.8478260869565217, 0.782608695652174, 0.7608695652173914, 0.7333333333333333, 0.8888888888888888, 0.6888888888888889, 0.8222222222222222, 0.6888888888888889, 0.8444444444444444]","[0.7608695652173914, 0.8478260869565217, 0.782608695652174, 0.7608695652173914, 0.7333333333333333, 0.8888888888888888, 0.6888888888888889, 0.8222222222222222, 0.6888888888888889, 0.8444444444444444]","[0.7530303030303029, 0.852114898989899, 0.791765873015873, 0.782184829059829, 0.7325396825396825, 0.8844155844155843, 0.7073412698412699, 0.8358134920634921, 0.704029304029304, 0.8405483405483406]","[0.7541666666666667, 0.85, 0.784090909090909, 0.7507575757575758, 0.7305194805194806, 0.8939393939393939, 0.6641414141414141, 0.805050505050505, 0.6878787878787879, 0.8522727272727273]","[0.7527950310559006, 0.8461606729433555, 0.7767543859649122, 0.7590735546205392, 0.7291239462292094, 0.8882527635703679, 0.6739766081871345, 0.8118654576455089, 0.6916666666666667, 0.8433798053126547]","[0.7628458498023716, 0.8549763943785684, 0.7944703243616288, 0.7853841508732814, 0.7365432098765432, 0.8895238095238096, 0.7014991181657848, 0.8284391534391534, 0.6962148962148962, 0.8444123777457111]","[0.7608695652173914, 0.8478260869565217, 0.782608695652174, 0.7608695652173914, 0.7333333333333333, 0.8888888888888888, 0.6888888888888889, 0.8222222222222222, 0.6888888888888889, 0.8444444444444444]","[0.7610946079755153, 0.8469164591959306, 0.778413424866514, 0.7664454472156162, 0.7327662590820485, 0.88832425892317, 0.682261208576998, 0.8169572967526932, 0.6888888888888889, 0.841826981246219]","[array([[ 9,  3,  0,  0],
       [ 2,  6,  0,  1],
       [ 0,  0,  8,  2],
       [ 0,  0,  3, 12]]), array([[10,  2,  0,  0],
       [ 0,  9,  0,  0],
       [ 0,  0,  7,  3],
       [ 0,  0,  2, 13]]), array([[ 7,  4,  0,  0],
       [ 0, 10,  0,  0],
       [ 0,  0,  7,  3],
       [ 1,  0,  2, 12]]), array([[ 7,  4,  0,  0],
       [ 2,  7,  0,  1],
       [ 0,  0,  8,  2],
       [ 0,  2,  0, 13]]), array([[ 7,  4,  0,  0],
       [ 2,  8,  0,  0],
       [ 0,  0,  7,  3],
       [ 1,  0,  2, 11]]), array([[10,  1,  0,  0],
       [ 1,  8,  0,  1],
       [ 0,  0,  9,  0],
       [ 0,  1,  1, 13]]), array([[ 6,  3,  0,  2],
       [ 1,  4,  0,  4],
       [ 0,  0,  8,  2],
       [ 1,  0,  1, 13]]), array([[10,  1,  0,  0],
       [ 2,  7,  0,  0],
       [ 0,  0,  6,  4],
       [ 0,  0,  1, 14]]), array([[ 9,  1,  0,  1],
       [ 3,  6,  0,  0],
       [ 0,  0,  6,  4],
       [ 1,  0,  4, 10]]), array([[10,  1,  0,  0],
       [ 0,  9,  0,  0],
       [ 1,  0,  7,  2],
       [ 0,  1,  2, 12]])]"
2,"[0.9540481400437637, 0.9452954048140044, 0.962882096069869, 0.9454148471615721, 0.9630434782608696, 0.9520697167755992, 0.9585152838427947, 0.9541484716157205, 0.9737991266375546, 0.9585152838427947]","[0.9540481400437637, 0.9452954048140044, 0.962882096069869, 0.9454148471615721, 0.9630434782608696, 0.9520697167755992, 0.9585152838427947, 0.9541484716157205, 0.9737991266375546, 0.9585152838427947]","[0.9540481400437637, 0.9452954048140044, 0.962882096069869, 0.9454148471615721, 0.9630434782608696, 0.9520697167755992, 0.9585152838427947, 0.9541484716157205, 0.9737991266375546, 0.9585152838427947]","[0.9540481400437637, 0.9452954048140044, 0.962882096069869, 0.9454148471615721, 0.9630434782608696, 0.9520697167755992, 0.9585152838427947, 0.9541484716157205, 0.9737991266375546, 0.9585152838427947]","[0.9509067173338509, 0.9441068596619157, 0.960615962984384, 0.9436052733422546, 0.9605438137398765, 0.9490607219763578, 0.9553076252075001, 0.9512048549342295, 0.973667639356735, 0.9558872001196979]","[0.9573402649672983, 0.9448520040248197, 0.9645682201961601, 0.9449262614505624, 0.964400316436138, 0.9534780716877658, 0.9595598185510317, 0.9549430647408192, 0.972895354687238, 0.9595598185510317]","[0.9535379985158338, 0.944279824520345, 0.9622761945258829, 0.9442034766007288, 0.9622528829765556, 0.9510070146011255, 0.957186128188553, 0.9528118079986523, 0.9731658190863011, 0.9575469651748227]","[0.9552394453823512, 0.9458364754664115, 0.9636236459472497, 0.9458584584755457, 0.9636561312245377, 0.9528215119482305, 0.9592226768227337, 0.9548236961683977, 0.9739702085855241, 0.9589456227977895]","[0.9540481400437637, 0.9452954048140044, 0.962882096069869, 0.9454148471615721, 0.9630434782608696, 0.9520697167755992, 0.9585152838427947, 0.9541484716157205, 0.9737991266375546, 0.9585152838427947]","[0.954131531953825, 0.9453388324706059, 0.9629838165112976, 0.9455748067200711, 0.9631627205575589, 0.9521963083472754, 0.958649113323828, 0.9542482761711815, 0.9737682597979839, 0.9585698999618151]","[array([[ 96,   3,   0,   1],
       [  5, 127,   0,   2],
       [  0,   0,  88,   1],
       [  0,   0,   9, 125]]), array([[ 97,   2,   0,   1],
       [  5, 125,   1,   3],
       [  0,   1,  82,   6],
       [  0,   0,   6, 128]]), array([[ 98,   3,   0,   0],
       [  2, 130,   0,   2],
       [  0,   0,  87,   2],
       [  0,   0,   8, 126]]), array([[ 98,   2,   0,   1],
       [  3, 128,   0,   3],
       [  0,   1,  82,   6],
       [  0,   0,   9, 125]]), array([[ 99,   1,   0,   1],
       [  2, 131,   0,   2],
       [  0,   1,  86,   2],
       [  0,   0,   8, 127]]), array([[ 98,   2,   0,   1],
       [  6, 127,   0,   1],
       [  0,   0,  86,   4],
       [  0,   0,   8, 126]]), array([[ 99,   1,   0,   1],
       [  3, 130,   0,   1],
       [  0,   1,  85,   3],
       [  0,   0,   9, 125]]), array([[ 96,   5,   0,   0],
       [  5, 129,   0,   0],
       [  0,   0,  86,   3],
       [  0,   0,   8, 126]]), array([[101,   0,   0,   0],
       [  2, 130,   0,   2],
       [  0,   1,  84,   4],
       [  0,   0,   3, 131]]), array([[ 99,   2,   0,   0],
       [  3, 130,   0,   1],
       [  0,   0,  85,   4],
       [  0,   1,   8, 125]])]","[0.6739130434782609, 0.7391304347826086, 0.5434782608695652, 0.6739130434782609, 0.5777777777777777, 0.7777777777777778, 0.7333333333333333, 0.7777777777777778, 0.6222222222222222, 0.7111111111111111]","[0.6739130434782609, 0.7391304347826086, 0.5434782608695652, 0.6739130434782609, 0.5777777777777777, 0.7777777777777778, 0.7333333333333333, 0.7777777777777778, 0.6222222222222222, 0.7111111111111111]","[0.6739130434782609, 0.7391304347826086, 0.5434782608695652, 0.6739130434782609, 0.5777777777777777, 0.7777777777777778, 0.7333333333333333, 0.7777777777777778, 0.6222222222222222, 0.7111111111111111]","[0.6739130434782609, 0.7391304347826086, 0.5434782608695652, 0.6739130434782609, 0.5777777777777777, 0.7777777777777778, 0.7333333333333333, 0.7777777777777778, 0.6222222222222222, 0.7111111111111111]","[0.6411255411255411, 0.7372960372960373, 0.565029761904762, 0.6741147741147742, 0.5685314685314684, 0.7604166666666666, 0.7291666666666666, 0.7845959595959595, 0.6105654761904762, 0.7012820512820512]","[0.6458333333333334, 0.7444444444444445, 0.5242424242424243, 0.6613636363636364, 0.5720779220779221, 0.7545454545454546, 0.7196969696969696, 0.7540404040404041, 0.6090909090909091, 0.7045454545454546]","[0.6362160189746396, 0.735064935064935, 0.5318091609113281, 0.6661070780399274, 0.5696969696969696, 0.7558239506033462, 0.7174185463659147, 0.7606060606060607, 0.6051350635478225, 0.6997180451127819]","[0.6639186900056465, 0.7540488497010236, 0.5819099378881988, 0.6893879067792111, 0.5790209790209789, 0.7731481481481481, 0.75, 0.7814814814814814, 0.6187433862433862, 0.7194301994301995]","[0.6739130434782609, 0.7391304347826086, 0.5434782608695652, 0.6739130434782609, 0.5777777777777777, 0.7777777777777778, 0.7333333333333333, 0.7777777777777778, 0.6222222222222222, 0.7111111111111111]","[0.6624211703671973, 0.7409937888198759, 0.5513062116238856, 0.6800481338278229, 0.5777777777777777, 0.773906964424509, 0.7353383458646615, 0.7717171717171717, 0.6162423631887243, 0.7119047619047619]","[array([[11,  1,  0,  0],
       [ 4,  3,  1,  1],
       [ 0,  2,  6,  2],
       [ 0,  0,  4, 11]]), array([[ 8,  2,  0,  2],
       [ 1,  7,  1,  0],
       [ 0,  2,  8,  0],
       [ 1,  0,  3, 11]]), array([[ 4,  5,  0,  2],
       [ 4,  5,  1,  0],
       [ 0,  3,  5,  2],
       [ 0,  3,  1, 11]]), array([[ 6,  4,  1,  0],
       [ 3,  6,  0,  1],
       [ 2,  0,  7,  1],
       [ 2,  0,  1, 12]]), array([[6, 2, 2, 1],
       [2, 7, 1, 0],
       [1, 2, 4, 3],
       [2, 0, 3, 9]]), array([[ 9,  2,  0,  0],
       [ 2,  6,  2,  0],
       [ 1,  0,  6,  2],
       [ 0,  1,  0, 14]]), array([[ 6,  4,  1,  0],
       [ 2,  6,  0,  1],
       [ 0,  1,  8,  1],
       [ 0,  1,  1, 13]]), array([[ 8,  1,  1,  1],
       [ 3,  5,  0,  1],
       [ 0,  0,  8,  2],
       [ 0,  0,  1, 14]]), array([[ 7,  3,  0,  1],
       [ 2,  6,  1,  0],
       [ 1,  1,  4,  4],
       [ 2,  0,  2, 11]]), array([[ 9,  1,  0,  1],
       [ 2,  6,  0,  1],
       [ 2,  2,  6,  0],
       [ 0,  1,  3, 11]])]"
3,"[0.9715536105032823, 0.973741794310722, 0.980349344978166, 0.9737991266375546, 0.9630434782608696, 0.971677559912854, 0.9781659388646288, 0.9759825327510917, 0.982532751091703, 0.9759825327510917]","[0.9715536105032823, 0.973741794310722, 0.980349344978166, 0.9737991266375546, 0.9630434782608696, 0.971677559912854, 0.9781659388646288, 0.9759825327510917, 0.982532751091703, 0.9759825327510917]","[0.9715536105032823, 0.973741794310722, 0.980349344978166, 0.9737991266375546, 0.9630434782608696, 0.971677559912854, 0.9781659388646288, 0.9759825327510917, 0.982532751091703, 0.9759825327510917]","[0.9715536105032823, 0.973741794310722, 0.980349344978166, 0.9737991266375546, 0.9630434782608696, 0.971677559912854, 0.9781659388646288, 0.9759825327510917, 0.982532751091703, 0.9759825327510917]","[0.968528163201132, 0.9740129935032484, 0.9782802449042858, 0.9743370009874454, 0.9626400560224091, 0.9710082720765876, 0.9778791842657959, 0.9750361852105608, 0.9833164812942365, 0.9744843976626243]","[0.9748029515344625, 0.971952037564984, 0.9813223209793729, 0.9710087204427301, 0.9608614232209737, 0.970273631840796, 0.9756833808485661, 0.9741514504460675, 0.9803580412544022, 0.9766476605735368]","[0.9712133048210969, 0.9728863435326284, 0.9797014683785097, 0.9724476974930696, 0.961369088807359, 0.9705262856323583, 0.9766724174354158, 0.9745829041590188, 0.9817107292355145, 0.9754988149070924]","[0.9725102324105622, 0.9740479869474453, 0.9806274953152292, 0.9741406053169281, 0.963664291803678, 0.9718980621613945, 0.9782457196945237, 0.9759641539117521, 0.9827601432349734, 0.9762438734311326]","[0.9715536105032823, 0.973741794310722, 0.980349344978166, 0.9737991266375546, 0.9630434782608696, 0.971677559912854, 0.9781659388646288, 0.9759825327510917, 0.982532751091703, 0.9759825327510917]","[0.971617759688021, 0.9737940882173018, 0.9803993015697567, 0.9737570618541304, 0.9629824259213797, 0.9716721756493865, 0.9781075612140245, 0.9759635478072528, 0.9825260936031347, 0.9760478741627865]","[array([[100,   0,   0,   0],
       [  3, 129,   0,   2],
       [  0,   0,  88,   1],
       [  0,   0,   7, 127]]), array([[100,   0,   0,   0],
       [  0, 132,   0,   2],
       [  0,   0,  83,   6],
       [  0,   0,   4, 130]]), array([[101,   0,   0,   0],
       [  1, 132,   0,   1],
       [  0,   0,  87,   2],
       [  0,   0,   5, 129]]), array([[101,   0,   0,   0],
       [  1, 132,   0,   1],
       [  0,   0,  82,   7],
       [  0,   0,   3, 131]]), array([[101,   0,   0,   0],
       [  4, 130,   0,   1],
       [  0,   0,  81,   8],
       [  0,   0,   4, 131]]), array([[101,   0,   0,   0],
       [  2, 131,   0,   1],
       [  0,   0,  84,   6],
       [  0,   0,   4, 130]]), array([[101,   0,   0,   0],
       [  1, 133,   0,   0],
       [  0,   0,  83,   6],
       [  0,   0,   3, 131]]), array([[100,   1,   0,   0],
       [  1, 133,   0,   0],
       [  0,   0,  84,   5],
       [  0,   0,   4, 130]]), array([[101,   0,   0,   0],
       [  0, 133,   0,   1],
       [  0,   0,  84,   5],
       [  0,   0,   2, 132]]), array([[101,   0,   0,   0],
       [  1, 131,   0,   2],
       [  0,   0,  86,   3],
       [  0,   0,   5, 129]])]","[0.7608695652173914, 0.8043478260869565, 0.782608695652174, 0.7391304347826086, 0.7111111111111111, 0.8, 0.7333333333333333, 0.8, 0.7555555555555555, 0.8444444444444444]","[0.7608695652173914, 0.8043478260869565, 0.782608695652174, 0.7391304347826086, 0.7111111111111111, 0.8, 0.7333333333333333, 0.8, 0.7555555555555555, 0.8444444444444444]","[0.7608695652173914, 0.8043478260869565, 0.782608695652174, 0.7391304347826086, 0.7111111111111111, 0.8, 0.7333333333333333, 0.8, 0.7555555555555555, 0.8444444444444444]","[0.7608695652173914, 0.8043478260869565, 0.782608695652174, 0.7391304347826086, 0.7111111111111111, 0.8, 0.7333333333333333, 0.8, 0.7555555555555555, 0.8444444444444444]","[0.7682484182484183, 0.8071615884115885, 0.7855113636363636, 0.7341057635175282, 0.7089743589743589, 0.7965593434343434, 0.7208333333333334, 0.7940934065934065, 0.7572150072150072, 0.8453525641025641]","[0.7541666666666667, 0.8027777777777778, 0.7734848484848486, 0.7234848484848485, 0.7103896103896103, 0.7906565656565656, 0.7229797979797981, 0.793939393939394, 0.7318181818181819, 0.8467171717171718]","[0.7575, 0.8032550951415048, 0.7764162360936555, 0.7270484449760766, 0.709098228663446, 0.7928778446605272, 0.7184343434343434, 0.7917004732927654, 0.7370766488413548, 0.8421048261201715]","[0.7659080050384397, 0.8094704208834643, 0.7871788537549407, 0.7372833191247513, 0.7133903133903133, 0.7992283950617284, 0.7345679012345679, 0.8015262515262515, 0.7608465608465608, 0.853062678062678]","[0.7608695652173914, 0.8043478260869565, 0.782608695652174, 0.7391304347826086, 0.7111111111111111, 0.8, 0.7333333333333333, 0.8, 0.7555555555555555, 0.8444444444444444]","[0.7603623188405797, 0.8053175093125706, 0.7821189251764287, 0.736341533180778, 0.7116120951869744, 0.7988681380871534, 0.7307070707070707, 0.7985200210352341, 0.7508021390374332, 0.8447987363588385]","[array([[11,  1,  0,  0],
       [ 2,  6,  0,  1],
       [ 0,  0,  7,  3],
       [ 0,  0,  4, 11]]), array([[10,  1,  0,  1],
       [ 2,  7,  0,  0],
       [ 1,  0,  8,  1],
       [ 0,  0,  3, 12]]), array([[ 8,  3,  0,  0],
       [ 2,  8,  0,  0],
       [ 0,  0,  7,  3],
       [ 1,  0,  1, 13]]), array([[ 8,  2,  1,  0],
       [ 3,  6,  0,  1],
       [ 0,  0,  7,  3],
       [ 0,  1,  1, 13]]), array([[ 8,  3,  0,  0],
       [ 3,  7,  0,  0],
       [ 0,  0,  7,  3],
       [ 1,  0,  3, 10]]), array([[ 9,  2,  0,  0],
       [ 2,  7,  0,  1],
       [ 0,  0,  7,  2],
       [ 0,  0,  2, 13]]), array([[ 7,  4,  0,  0],
       [ 2,  5,  0,  2],
       [ 0,  0,  9,  1],
       [ 0,  0,  3, 12]]), array([[10,  1,  0,  0],
       [ 3,  6,  0,  0],
       [ 0,  0,  8,  2],
       [ 0,  1,  2, 12]]), array([[ 8,  3,  0,  0],
       [ 3,  6,  0,  0],
       [ 0,  0,  6,  4],
       [ 0,  0,  1, 14]]), array([[10,  1,  0,  0],
       [ 2,  7,  0,  0],
       [ 0,  0,  9,  1],
       [ 0,  0,  3, 12]])]"
4,"[0.9518599562363238, 0.9540481400437637, 0.9497816593886463, 0.9410480349344978, 0.9456521739130435, 0.9477124183006536, 0.9563318777292577, 0.9519650655021834, 0.9519650655021834, 0.9432314410480349]","[0.9518599562363238, 0.9540481400437637, 0.9497816593886463, 0.9410480349344978, 0.9456521739130435, 0.9477124183006536, 0.9563318777292577, 0.9519650655021834, 0.9519650655021834, 0.9432314410480349]","[0.9518599562363238, 0.9540481400437637, 0.9497816593886463, 0.9410480349344978, 0.9456521739130435, 0.9477124183006536, 0.9563318777292577, 0.9519650655021834, 0.9519650655021834, 0.9432314410480349]","[0.9518599562363238, 0.9540481400437637, 0.9497816593886463, 0.9410480349344978, 0.9456521739130435, 0.9477124183006536, 0.9563318777292577, 0.9519650655021834, 0.9519650655021834, 0.9432314410480349]","[0.9581583464731409, 0.9641952614379085, 0.9567461683468568, 0.950874255952381, 0.9544779361687138, 0.9571026377665267, 0.9639024390243902, 0.960776149233844, 0.9583012329931697, 0.9500381443968315]","[0.9472937279892671, 0.9488504108670133, 0.9461613946066751, 0.9349833461461188, 0.9391010823928836, 0.9415332578033923, 0.9517584095320482, 0.9451971148817044, 0.9468079144825432, 0.9386777454367943]","[0.9516009898502507, 0.9546078960680371, 0.9502055544736974, 0.9408809898526835, 0.9447946848639759, 0.947305255753194, 0.9565091380906222, 0.9510975135975135, 0.9513508480753227, 0.9425771756080286]","[0.9552594013137123, 0.9592366742466498, 0.9536663470565266, 0.9464652864420876, 0.9506011305307634, 0.9525869852156695, 0.9601512408137182, 0.9565835294665274, 0.9550817341290017, 0.9475176691168674]","[0.9518599562363238, 0.9540481400437637, 0.9497816593886463, 0.9410480349344978, 0.9456521739130435, 0.9477124183006536, 0.9563318777292577, 0.9519650655021834, 0.9519650655021834, 0.9432314410480349]","[0.9523817981837767, 0.9546886300357298, 0.9503905192363885, 0.9416623651436131, 0.9461270501290824, 0.9481368905664194, 0.9568783876099245, 0.9524125195522576, 0.9522972155978419, 0.943550128328895]","[array([[ 95,   0,   0,   5],
       [  1, 129,   0,   4],
       [  0,   0,  80,   9],
       [  0,   0,   3, 131]]), array([[ 96,   0,   0,   4],
       [  0, 128,   0,   6],
       [  0,   0,  79,  10],
       [  0,   0,   1, 133]]), array([[ 97,   0,   0,   4],
       [  1, 127,   0,   6],
       [  0,   0,  80,   9],
       [  0,   0,   3, 131]]), array([[ 94,   1,   0,   6],
       [  2, 127,   0,   5],
       [  0,   0,  78,  11],
       [  0,   0,   2, 132]]), array([[ 96,   0,   0,   5],
       [  2, 129,   0,   4],
       [  0,   0,  77,  12],
       [  0,   0,   2, 133]]), array([[ 95,   1,   0,   5],
       [  2, 128,   0,   4],
       [  0,   0,  79,  11],
       [  0,   0,   1, 133]]), array([[ 97,   0,   0,   4],
       [  0, 129,   0,   5],
       [  0,   0,  80,   9],
       [  0,   0,   2, 132]]), array([[ 97,   0,   0,   4],
       [  0, 130,   0,   4],
       [  0,   0,  77,  12],
       [  0,   0,   2, 132]]), array([[ 95,   1,   0,   5],
       [  2, 129,   0,   3],
       [  0,   0,  80,   9],
       [  0,   0,   2, 132]]), array([[ 97,   0,   0,   4],
       [  5, 125,   0,   4],
       [  0,   0,  78,  11],
       [  0,   0,   2, 132]])]","[0.6304347826086957, 0.6956521739130435, 0.6956521739130435, 0.7608695652173914, 0.6222222222222222, 0.7777777777777778, 0.6444444444444445, 0.7111111111111111, 0.6888888888888889, 0.6222222222222222]","[0.6304347826086957, 0.6956521739130435, 0.6956521739130435, 0.7608695652173914, 0.6222222222222222, 0.7777777777777778, 0.6444444444444445, 0.7111111111111111, 0.6888888888888889, 0.6222222222222222]","[0.6304347826086957, 0.6956521739130435, 0.6956521739130435, 0.7608695652173914, 0.6222222222222222, 0.7777777777777778, 0.6444444444444445, 0.7111111111111111, 0.6888888888888889, 0.6222222222222222]","[0.6304347826086957, 0.6956521739130435, 0.6956521739130435, 0.7608695652173914, 0.6222222222222222, 0.7777777777777778, 0.6444444444444445, 0.7111111111111111, 0.6888888888888889, 0.6222222222222222]","[0.6181372549019608, 0.7695018796992481, 0.7232905982905983, 0.7876984126984127, 0.6251068376068376, 0.8057359307359307, 0.5958333333333334, 0.768262987012987, 0.7119047619047619, 0.6077205882352942]","[0.5958333333333333, 0.6847222222222222, 0.6818181818181819, 0.7439393939393939, 0.6077922077922078, 0.7434343434343434, 0.6123737373737375, 0.6924242424242424, 0.6623737373737374, 0.6002525252525253]","[0.5957792207792207, 0.6967086834733893, 0.688945374800638, 0.7499108734402853, 0.609563639233015, 0.7560160427807487, 0.5996706192358365, 0.7128273784620534, 0.6743405695611578, 0.6024159663865546]","[0.6338022165387894, 0.754086302713305, 0.7147900408769974, 0.7789855072463768, 0.6375023741690408, 0.7952380952380952, 0.6259259259259259, 0.7513347763347762, 0.7034920634920635, 0.6180718954248366]","[0.6304347826086957, 0.6956521739130435, 0.6956521739130435, 0.7608695652173914, 0.6222222222222222, 0.7777777777777778, 0.6444444444444445, 0.7111111111111111, 0.6888888888888889, 0.6222222222222222]","[0.6228825522303783, 0.6974668128120814, 0.6926270716316483, 0.7551267147175075, 0.6233023838957714, 0.7679738562091504, 0.6314624505928854, 0.7123904089848363, 0.682703081232493, 0.6184407096171802]","[array([[ 9,  1,  1,  1],
       [ 2,  3,  3,  1],
       [ 1,  1,  5,  3],
       [ 0,  0,  3, 12]]), array([[ 7,  0,  1,  4],
       [ 1,  5,  2,  1],
       [ 0,  0,  8,  2],
       [ 0,  0,  3, 12]]), array([[ 8,  0,  1,  2],
       [ 3,  7,  0,  0],
       [ 1,  0,  5,  4],
       [ 1,  2,  0, 12]]), array([[10,  1,  0,  0],
       [ 2,  6,  0,  2],
       [ 1,  0,  6,  3],
       [ 1,  0,  1, 13]]), array([[ 6,  3,  1,  1],
       [ 2,  5,  3,  0],
       [ 0,  1,  6,  3],
       [ 0,  0,  3, 11]]), array([[ 9,  1,  0,  1],
       [ 2,  6,  1,  1],
       [ 0,  0,  5,  4],
       [ 0,  0,  0, 15]]), array([[ 8,  2,  1,  0],
       [ 3,  2,  2,  2],
       [ 1,  1,  7,  1],
       [ 0,  1,  2, 12]]), array([[ 7,  1,  0,  3],
       [ 0,  6,  0,  3],
       [ 1,  0,  6,  3],
       [ 0,  1,  1, 13]]), array([[ 8,  1,  0,  2],
       [ 1,  5,  1,  2],
       [ 1,  0,  5,  4],
       [ 0,  1,  1, 13]]), array([[ 6,  1,  0,  4],
       [ 2,  5,  2,  0],
       [ 2,  2,  5,  1],
       [ 0,  0,  3, 12]])]"
