min_child_weight value,Train_Accuracy,Train_Precision_micro,Train_Recall_micro,Train_f1_micro,Train_Precision_macro,Train_Recall_macro,Train_f1_macro,Train_Precision_weighted,Train_Recall_weighted,Train_f1_weighted,Train_Confusion_Matrix,Test_Accuracy,Test_Precision_micro,Test_Recall_micro,Test_f1_micro,Test_Precision_macro,Test_Recall_macro,Test_f1_macro,Test_Precision_weighted,Test_Recall_weighted,Test_f1_weighted,Test_Confusion_Matrix
1,"[1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0]","[1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0]","[1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0]","[1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0]","[1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0]","[1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0]","[1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0]","[1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0]","[1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0]","[1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0]","[array([[100,   0,   0,   0],
       [  0, 134,   0,   0],
       [  0,   0,  89,   0],
       [  0,   0,   0, 134]]), array([[100,   0,   0,   0],
       [  0, 134,   0,   0],
       [  0,   0,  89,   0],
       [  0,   0,   0, 134]]), array([[101,   0,   0,   0],
       [  0, 134,   0,   0],
       [  0,   0,  89,   0],
       [  0,   0,   0, 134]]), array([[101,   0,   0,   0],
       [  0, 134,   0,   0],
       [  0,   0,  89,   0],
       [  0,   0,   0, 134]]), array([[101,   0,   0,   0],
       [  0, 135,   0,   0],
       [  0,   0,  89,   0],
       [  0,   0,   0, 135]]), array([[101,   0,   0,   0],
       [  0, 134,   0,   0],
       [  0,   0,  90,   0],
       [  0,   0,   0, 134]]), array([[101,   0,   0,   0],
       [  0, 134,   0,   0],
       [  0,   0,  89,   0],
       [  0,   0,   0, 134]]), array([[101,   0,   0,   0],
       [  0, 134,   0,   0],
       [  0,   0,  89,   0],
       [  0,   0,   0, 134]]), array([[101,   0,   0,   0],
       [  0, 134,   0,   0],
       [  0,   0,  89,   0],
       [  0,   0,   0, 134]]), array([[101,   0,   0,   0],
       [  0, 134,   0,   0],
       [  0,   0,  89,   0],
       [  0,   0,   0, 134]])]","[0.7608695652173914, 0.6956521739130435, 0.7391304347826086, 0.782608695652174, 0.7555555555555555, 0.7555555555555555, 0.6666666666666666, 0.7555555555555555, 0.7111111111111111, 0.7555555555555555]","[0.7608695652173914, 0.6956521739130435, 0.7391304347826086, 0.782608695652174, 0.7555555555555555, 0.7555555555555555, 0.6666666666666666, 0.7555555555555555, 0.7111111111111111, 0.7555555555555555]","[0.7608695652173914, 0.6956521739130435, 0.7391304347826086, 0.782608695652174, 0.7555555555555555, 0.7555555555555555, 0.6666666666666666, 0.7555555555555555, 0.7111111111111111, 0.7555555555555555]","[0.7608695652173914, 0.6956521739130435, 0.7391304347826086, 0.782608695652174, 0.7555555555555555, 0.7555555555555555, 0.6666666666666666, 0.7555555555555555, 0.7111111111111111, 0.7555555555555555]","[0.7738095238095238, 0.6958333333333333, 0.767063492063492, 0.7856209150326798, 0.7546897546897547, 0.7665732959850606, 0.6839826839826839, 0.7515873015873016, 0.7181372549019608, 0.7765337195484254]","[0.7555555555555555, 0.6902777777777778, 0.7219696969696969, 0.7734848484848486, 0.7483766233766235, 0.7474747474747475, 0.6530303030303031, 0.7411616161616161, 0.6984848484848485, 0.7512626262626263]","[0.7521551724137931, 0.6859726295210167, 0.715650623885918, 0.77781171679198, 0.7505696058327637, 0.7460542929292929, 0.6563795853269537, 0.7404605263157895, 0.7045502983802217, 0.7600490196078431]","[0.7763975155279503, 0.7043478260869565, 0.7696687370600415, 0.7836601307189544, 0.7611672278338945, 0.768129474011827, 0.6889850889850889, 0.7569664902998237, 0.7149237472766885, 0.7689922096784843]","[0.7608695652173914, 0.6956521739130435, 0.7391304347826086, 0.782608695652174, 0.7555555555555555, 0.7555555555555555, 0.6666666666666666, 0.7555555555555555, 0.7111111111111111, 0.7555555555555555]","[0.7582458770614693, 0.6938246419312338, 0.7273192280864916, 0.7812363789909555, 0.757504873294347, 0.7509680134680136, 0.6657380825801879, 0.7509649122807017, 0.7093729279151274, 0.7584095860566448]","[array([[10,  1,  0,  1],
       [ 2,  5,  1,  1],
       [ 0,  0,  9,  1],
       [ 0,  0,  4, 11]]), array([[ 7,  4,  0,  1],
       [ 2,  7,  0,  0],
       [ 1,  0,  6,  3],
       [ 0,  1,  2, 12]]), array([[ 5,  6,  0,  0],
       [ 0,  9,  0,  1],
       [ 1,  0,  6,  3],
       [ 0,  0,  1, 14]]), array([[ 8,  1,  1,  1],
       [ 2,  7,  0,  1],
       [ 0,  0,  8,  2],
       [ 0,  1,  1, 13]]), array([[ 7,  4,  0,  0],
       [ 3,  7,  0,  0],
       [ 0,  0,  8,  2],
       [ 1,  0,  1, 12]]), array([[ 6,  3,  1,  1],
       [ 1,  8,  0,  1],
       [ 0,  0,  7,  2],
       [ 0,  1,  1, 13]]), array([[ 6,  4,  1,  0],
       [ 1,  6,  0,  2],
       [ 0,  0,  6,  4],
       [ 0,  1,  2, 12]]), array([[10,  1,  0,  0],
       [ 3,  5,  0,  1],
       [ 1,  0,  7,  2],
       [ 0,  1,  2, 12]]), array([[ 8,  2,  0,  1],
       [ 3,  6,  0,  0],
       [ 0,  0,  6,  4],
       [ 1,  0,  2, 12]]), array([[ 8,  1,  1,  1],
       [ 1,  7,  0,  1],
       [ 0,  0,  7,  3],
       [ 0,  0,  3, 12]])]"
3,"[1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0]","[1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0]","[1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0]","[1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0]","[1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0]","[1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0]","[1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0]","[1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0]","[1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0]","[1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0]","[array([[100,   0,   0,   0],
       [  0, 134,   0,   0],
       [  0,   0,  89,   0],
       [  0,   0,   0, 134]]), array([[100,   0,   0,   0],
       [  0, 134,   0,   0],
       [  0,   0,  89,   0],
       [  0,   0,   0, 134]]), array([[101,   0,   0,   0],
       [  0, 134,   0,   0],
       [  0,   0,  89,   0],
       [  0,   0,   0, 134]]), array([[101,   0,   0,   0],
       [  0, 134,   0,   0],
       [  0,   0,  89,   0],
       [  0,   0,   0, 134]]), array([[101,   0,   0,   0],
       [  0, 135,   0,   0],
       [  0,   0,  89,   0],
       [  0,   0,   0, 135]]), array([[101,   0,   0,   0],
       [  0, 134,   0,   0],
       [  0,   0,  90,   0],
       [  0,   0,   0, 134]]), array([[101,   0,   0,   0],
       [  0, 134,   0,   0],
       [  0,   0,  89,   0],
       [  0,   0,   0, 134]]), array([[101,   0,   0,   0],
       [  0, 134,   0,   0],
       [  0,   0,  89,   0],
       [  0,   0,   0, 134]]), array([[101,   0,   0,   0],
       [  0, 134,   0,   0],
       [  0,   0,  89,   0],
       [  0,   0,   0, 134]]), array([[101,   0,   0,   0],
       [  0, 134,   0,   0],
       [  0,   0,  89,   0],
       [  0,   0,   0, 134]])]","[0.717391304347826, 0.8043478260869565, 0.6956521739130435, 0.8043478260869565, 0.8, 0.7777777777777778, 0.6222222222222222, 0.8, 0.7333333333333333, 0.7555555555555555]","[0.717391304347826, 0.8043478260869565, 0.6956521739130435, 0.8043478260869565, 0.8, 0.7777777777777778, 0.6222222222222222, 0.8, 0.7333333333333333, 0.7555555555555555]","[0.717391304347826, 0.8043478260869565, 0.6956521739130435, 0.8043478260869565, 0.8, 0.7777777777777778, 0.6222222222222222, 0.8, 0.7333333333333333, 0.7555555555555555]","[0.717391304347826, 0.8043478260869565, 0.6956521739130435, 0.8043478260869565, 0.8, 0.7777777777777778, 0.6222222222222222, 0.8, 0.7333333333333333, 0.7555555555555555]","[0.7196886446886447, 0.8092320261437909, 0.7161764705882353, 0.8419701213818861, 0.7984848484848485, 0.7872803666921314, 0.6077205882352942, 0.7958333333333334, 0.7432844932844933, 0.779782790309106]","[0.725, 0.7972222222222223, 0.6825757575757576, 0.793939393939394, 0.8032467532467532, 0.7651515151515151, 0.6025252525252525, 0.793939393939394, 0.7396464646464647, 0.7401515151515151]","[0.7145562770562771, 0.8003472222222222, 0.6739583333333334, 0.8011513157894736, 0.7970362970362971, 0.7715773809523809, 0.6006578947368421, 0.7938618925831202, 0.7295521412226217, 0.7533631873802152]","[0.7297181079789776, 0.8037084398976981, 0.7232736572890025, 0.8307960865505623, 0.809023569023569, 0.7835022493846022, 0.62140522875817, 0.7981481481481483, 0.7592999592999593, 0.767893808595563]","[0.717391304347826, 0.8043478260869565, 0.6956521739130435, 0.8043478260869565, 0.8, 0.7777777777777778, 0.6222222222222222, 0.8, 0.7333333333333333, 0.7555555555555555]","[0.7161208356860531, 0.801177536231884, 0.6852355072463768, 0.8023598398169337, 0.8006216006216006, 0.7763888888888889, 0.6172514619883042, 0.7981813015061098, 0.7358889978569612, 0.7548880370861794]","[array([[ 8,  3,  0,  1],
       [ 2,  6,  0,  1],
       [ 0,  0,  9,  1],
       [ 0,  0,  5, 10]]), array([[10,  1,  0,  1],
       [ 1,  8,  0,  0],
       [ 1,  0,  6,  3],
       [ 0,  0,  2, 13]]), array([[ 4,  7,  0,  0],
       [ 1,  7,  0,  2],
       [ 0,  0,  8,  2],
       [ 0,  0,  2, 13]]), array([[10,  0,  0,  1],
       [ 3,  6,  0,  1],
       [ 0,  0,  8,  2],
       [ 1,  0,  1, 13]]), array([[ 8,  3,  0,  0],
       [ 2,  8,  0,  0],
       [ 0,  0,  9,  1],
       [ 0,  0,  3, 11]]), array([[ 8,  2,  0,  1],
       [ 1,  8,  0,  1],
       [ 1,  0,  6,  2],
       [ 0,  1,  1, 13]]), array([[ 5,  5,  1,  0],
       [ 2,  5,  0,  2],
       [ 1,  0,  6,  3],
       [ 0,  0,  3, 12]]), array([[10,  1,  0,  0],
       [ 2,  6,  0,  1],
       [ 0,  0,  8,  2],
       [ 0,  1,  2, 12]]), array([[ 7,  4,  0,  0],
       [ 1,  8,  0,  0],
       [ 0,  1,  7,  2],
       [ 1,  1,  2, 11]]), array([[ 8,  1,  0,  2],
       [ 2,  6,  0,  1],
       [ 0,  0,  7,  3],
       [ 0,  0,  2, 13]])]"
5,"[1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0]","[1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0]","[1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0]","[1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0]","[1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0]","[1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0]","[1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0]","[1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0]","[1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0]","[1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0]","[array([[100,   0,   0,   0],
       [  0, 134,   0,   0],
       [  0,   0,  89,   0],
       [  0,   0,   0, 134]]), array([[100,   0,   0,   0],
       [  0, 134,   0,   0],
       [  0,   0,  89,   0],
       [  0,   0,   0, 134]]), array([[101,   0,   0,   0],
       [  0, 134,   0,   0],
       [  0,   0,  89,   0],
       [  0,   0,   0, 134]]), array([[101,   0,   0,   0],
       [  0, 134,   0,   0],
       [  0,   0,  89,   0],
       [  0,   0,   0, 134]]), array([[101,   0,   0,   0],
       [  0, 135,   0,   0],
       [  0,   0,  89,   0],
       [  0,   0,   0, 135]]), array([[101,   0,   0,   0],
       [  0, 134,   0,   0],
       [  0,   0,  90,   0],
       [  0,   0,   0, 134]]), array([[101,   0,   0,   0],
       [  0, 134,   0,   0],
       [  0,   0,  89,   0],
       [  0,   0,   0, 134]]), array([[101,   0,   0,   0],
       [  0, 134,   0,   0],
       [  0,   0,  89,   0],
       [  0,   0,   0, 134]]), array([[101,   0,   0,   0],
       [  0, 134,   0,   0],
       [  0,   0,  89,   0],
       [  0,   0,   0, 134]]), array([[101,   0,   0,   0],
       [  0, 134,   0,   0],
       [  0,   0,  89,   0],
       [  0,   0,   0, 134]])]","[0.6956521739130435, 0.8043478260869565, 0.782608695652174, 0.8043478260869565, 0.8, 0.7777777777777778, 0.7555555555555555, 0.8444444444444444, 0.7555555555555555, 0.8222222222222222]","[0.6956521739130435, 0.8043478260869565, 0.782608695652174, 0.8043478260869565, 0.8, 0.7777777777777778, 0.7555555555555555, 0.8444444444444444, 0.7555555555555555, 0.8222222222222222]","[0.6956521739130435, 0.8043478260869565, 0.782608695652174, 0.8043478260869565, 0.8, 0.7777777777777778, 0.7555555555555555, 0.8444444444444444, 0.7555555555555555, 0.8222222222222222]","[0.6956521739130435, 0.8043478260869565, 0.782608695652174, 0.8043478260869565, 0.8, 0.7777777777777778, 0.7555555555555555, 0.8444444444444444, 0.7555555555555555, 0.8222222222222222]","[0.6910901598401599, 0.8095959595959596, 0.8239087301587301, 0.8142676767676768, 0.7975694444444444, 0.7947916666666667, 0.7549107142857143, 0.8505952380952381, 0.7460542929292929, 0.8315972222222222]","[0.6972222222222222, 0.8166666666666667, 0.7696969696969698, 0.8045454545454545, 0.7889610389610391, 0.7702020202020202, 0.7446969696969696, 0.8361111111111111, 0.7401515151515151, 0.817929292929293]","[0.6870432955791013, 0.8099351639969489, 0.7705362448009507, 0.8086201574317025, 0.7913533834586466, 0.7769122678396873, 0.7387842774090653, 0.8369934640522876, 0.7423727941554767, 0.8201052268414698]","[0.7025936020501239, 0.8054457619675012, 0.8227225672877847, 0.807367149758454, 0.7989506172839508, 0.7900925925925926, 0.7670238095238096, 0.8503968253968253, 0.754783950617284, 0.8297839506172839]","[0.6956521739130435, 0.8043478260869565, 0.782608695652174, 0.8043478260869565, 0.8, 0.7777777777777778, 0.7555555555555555, 0.8444444444444444, 0.7555555555555555, 0.8222222222222222]","[0.6925267271369796, 0.8022435578549397, 0.7776033997261619, 0.8050859968996825, 0.7973934837092732, 0.7791490170522428, 0.7506668267279474, 0.8415453885257805, 0.7544236936427089, 0.8216495121997968]","[array([[ 8,  3,  0,  1],
       [ 3,  5,  0,  1],
       [ 0,  0,  9,  1],
       [ 0,  0,  5, 10]]), array([[10,  1,  0,  1],
       [ 0,  9,  0,  0],
       [ 0,  0,  7,  3],
       [ 1,  1,  2, 11]]), array([[ 6,  5,  0,  0],
       [ 0,  9,  0,  1],
       [ 0,  0,  7,  3],
       [ 0,  0,  1, 14]]), array([[ 9,  1,  0,  1],
       [ 1,  8,  0,  1],
       [ 0,  0,  8,  2],
       [ 1,  1,  1, 12]]), array([[ 8,  2,  1,  0],
       [ 2,  8,  0,  0],
       [ 0,  0,  7,  3],
       [ 0,  0,  1, 13]]), array([[ 7,  3,  0,  1],
       [ 2,  8,  0,  0],
       [ 0,  0,  7,  2],
       [ 1,  1,  0, 13]]), array([[ 6,  4,  1,  0],
       [ 1,  6,  0,  2],
       [ 0,  0,  9,  1],
       [ 0,  0,  2, 13]]), array([[11,  0,  0,  0],
       [ 2,  7,  0,  0],
       [ 1,  0,  7,  2],
       [ 0,  1,  1, 13]]), array([[ 8,  3,  0,  0],
       [ 3,  6,  0,  0],
       [ 0,  0,  7,  3],
       [ 0,  0,  2, 13]]), array([[ 8,  1,  1,  1],
       [ 1,  7,  0,  1],
       [ 0,  0,  9,  1],
       [ 0,  0,  2, 13]])]"
