min_samples_split value,Train_Accuracy,Train_Precision_micro,Train_Recall_micro,Train_f1_micro,Train_Precision_macro,Train_Recall_macro,Train_f1_macro,Train_Precision_weighted,Train_Recall_weighted,Train_f1_weighted,Train_Confusion_Matrix,Test_Accuracy,Test_Precision_micro,Test_Recall_micro,Test_f1_micro,Test_Precision_macro,Test_Recall_macro,Test_f1_macro,Test_Precision_weighted,Test_Recall_weighted,Test_f1_weighted,Test_Confusion_Matrix
2,"[0.8293216630196937, 0.8336980306345733, 0.8427947598253275, 0.8384279475982532, 0.8347826086956521, 0.8213507625272332, 0.8406113537117904, 0.8034934497816594, 0.8144104803493449, 0.8209606986899564]","[0.8293216630196937, 0.8336980306345733, 0.8427947598253275, 0.8384279475982532, 0.8347826086956521, 0.8213507625272332, 0.8406113537117904, 0.8034934497816594, 0.8144104803493449, 0.8209606986899564]","[0.8293216630196937, 0.8336980306345733, 0.8427947598253275, 0.8384279475982532, 0.8347826086956521, 0.8213507625272332, 0.8406113537117904, 0.8034934497816594, 0.8144104803493449, 0.8209606986899564]","[0.8293216630196937, 0.8336980306345733, 0.8427947598253275, 0.8384279475982532, 0.8347826086956521, 0.8213507625272332, 0.8406113537117904, 0.8034934497816594, 0.8144104803493449, 0.8209606986899564]","[0.8299506336575302, 0.832681488804411, 0.8412875566893424, 0.8444475388978747, 0.831464036113685, 0.8173829283714142, 0.840163744240292, 0.8061307293301703, 0.8256416577195317, 0.8466434555543466]","[0.8326832131477444, 0.8433431158812679, 0.8428278011433542, 0.8338861095567882, 0.8355512704828535, 0.8159671937342988, 0.8492203572193543, 0.813962297202385, 0.8013185269558315, 0.8005881566690964]","[0.8277508195138003, 0.8342267561899808, 0.8405032096354665, 0.8332357418247542, 0.8320908799333364, 0.8155544426704987, 0.8390808792007751, 0.802816722614865, 0.8086616814294105, 0.8098926189569031]","[0.8379559022598334, 0.8409159440052062, 0.8460663104397508, 0.8475845537961088, 0.8392306230900285, 0.822805563238455, 0.8546447566129293, 0.8193564944558827, 0.8198518285871021, 0.836220548010941]","[0.8293216630196937, 0.8336980306345733, 0.8427947598253275, 0.8384279475982532, 0.8347826086956521, 0.8213507625272332, 0.8406113537117904, 0.8034934497816594, 0.8144104803493449, 0.8209606986899564]","[0.8297554677969508, 0.8336540696889505, 0.8428413207732234, 0.8369142335620071, 0.8355164697761539, 0.820858011403312, 0.8421423881304605, 0.8042212599164885, 0.8130782715881683, 0.8172588397090988]","[array([[ 82,  17,   0,   1],
       [ 15, 117,   0,   2],
       [  5,   3,  78,   3],
       [  2,   8,  22, 102]]), array([[ 84,  16,   0,   0],
       [ 18, 109,   2,   5],
       [  2,   0,  84,   3],
       [  3,   6,  21, 104]]), array([[ 79,  19,   2,   1],
       [ 13, 118,   0,   3],
       [  1,   3,  79,   6],
       [  3,   4,  17, 110]]), array([[ 72,  28,   0,   1],
       [  5, 128,   0,   1],
       [  4,   0,  78,   7],
       [  1,   6,  21, 106]]), array([[ 86,  14,   0,   1],
       [ 16, 115,   0,   4],
       [  5,   5,  74,   5],
       [  4,   3,  19, 109]]), array([[ 77,  24,   0,   0],
       [ 10, 121,   1,   2],
       [  4,   0,  72,  14],
       [  4,   2,  21, 107]]), array([[ 91,   8,   2,   0],
       [ 25, 107,   1,   1],
       [  2,   0,  80,   7],
       [  4,   1,  22, 107]]), array([[ 79,  18,   3,   1],
       [ 24, 108,   1,   1],
       [  1,   1,  84,   3],
       [  9,   4,  24,  97]]), array([[ 77,  21,   2,   1],
       [ 19, 111,   0,   4],
       [  3,   3,  62,  21],
       [  1,   7,   3, 123]]), array([[ 79,  21,   0,   1],
       [ 14, 119,   0,   1],
       [  4,   1,  54,  30],
       [  4,   6,   0, 124]])]","[0.5652173913043478, 0.6956521739130435, 0.5217391304347826, 0.6521739130434783, 0.6222222222222222, 0.7555555555555555, 0.6444444444444445, 0.6, 0.6222222222222222, 0.6]","[0.5652173913043478, 0.6956521739130435, 0.5217391304347826, 0.6521739130434783, 0.6222222222222222, 0.7555555555555555, 0.6444444444444445, 0.6, 0.6222222222222222, 0.6]","[0.5652173913043478, 0.6956521739130435, 0.5217391304347826, 0.6521739130434783, 0.6222222222222222, 0.7555555555555555, 0.6444444444444445, 0.6, 0.6222222222222222, 0.6]","[0.5652173913043478, 0.6956521739130435, 0.5217391304347826, 0.6521739130434783, 0.6222222222222222, 0.7555555555555555, 0.6444444444444445, 0.6, 0.6222222222222222, 0.6]","[0.5778318903318903, 0.6898989898989898, 0.5032196969696969, 0.6505681818181819, 0.6212121212121212, 0.7850694444444444, 0.6181277056277056, 0.6038461538461539, 0.5951597744360902, 0.6241161616161616]","[0.5805555555555556, 0.6875, 0.5181818181818182, 0.6553030303030303, 0.6198051948051948, 0.7684343434343434, 0.6257575757575757, 0.6035353535353536, 0.5873737373737373, 0.5669191919191919]","[0.5619824016563147, 0.6863844393592677, 0.5070858965595808, 0.6478127136021873, 0.6129292929292929, 0.7614035087719297, 0.6197334368530021, 0.5915601023017903, 0.5696638655462185, 0.5645645645645646]","[0.601661020139281, 0.7026789635485287, 0.5109519104084321, 0.6517621870882742, 0.6360269360269359, 0.8036728395061727, 0.6343674843674845, 0.6256410256410256, 0.6038638262322473, 0.6214141414141414]","[0.5652173913043478, 0.6956521739130435, 0.5217391304347826, 0.6521739130434783, 0.6222222222222222, 0.7555555555555555, 0.6444444444444445, 0.6, 0.6222222222222222, 0.6]","[0.5644184895130074, 0.6972341060590985, 0.5130266377405965, 0.6472208188455327, 0.621270482603816, 0.761793372319688, 0.6375488842880147, 0.5989292412617221, 0.592485527544351, 0.5802659802659802]","[array([[6, 6, 0, 0],
       [3, 5, 0, 1],
       [1, 0, 8, 1],
       [1, 1, 6, 7]]), array([[ 7,  4,  0,  1],
       [ 3,  6,  0,  0],
       [ 1,  0,  7,  2],
       [ 0,  1,  2, 12]]), array([[3, 5, 2, 1],
       [2, 7, 0, 1],
       [1, 0, 5, 4],
       [2, 0, 4, 9]]), array([[ 5,  4,  0,  2],
       [ 2,  7,  0,  1],
       [ 0,  0,  8,  2],
       [ 1,  1,  3, 10]]), array([[7, 3, 1, 0],
       [6, 4, 0, 0],
       [0, 0, 8, 2],
       [1, 1, 3, 9]]), array([[ 9,  2,  0,  0],
       [ 3,  7,  0,  0],
       [ 1,  0,  8,  0],
       [ 3,  0,  2, 10]]), array([[ 7,  3,  1,  0],
       [ 4,  3,  0,  2],
       [ 0,  0,  8,  2],
       [ 1,  1,  2, 11]]), array([[7, 3, 1, 0],
       [4, 4, 1, 0],
       [0, 0, 8, 2],
       [3, 1, 3, 8]]), array([[ 8,  3,  0,  0],
       [ 4,  5,  0,  0],
       [ 2,  0,  2,  6],
       [ 0,  0,  2, 13]]), array([[ 6,  3,  0,  2],
       [ 4,  5,  0,  0],
       [ 0,  0,  3,  7],
       [ 0,  1,  1, 13]])]"
4,"[0.8446389496717724, 0.8402625820568927, 0.8362445414847162, 0.8362445414847162, 0.8304347826086956, 0.7973856209150327, 0.8406113537117904, 0.8165938864628821, 0.8406113537117904, 0.8034934497816594]","[0.8446389496717724, 0.8402625820568927, 0.8362445414847162, 0.8362445414847162, 0.8304347826086956, 0.7973856209150327, 0.8406113537117904, 0.8165938864628821, 0.8406113537117904, 0.8034934497816594]","[0.8446389496717724, 0.8402625820568927, 0.8362445414847162, 0.8362445414847162, 0.8304347826086956, 0.7973856209150327, 0.8406113537117904, 0.8165938864628821, 0.8406113537117904, 0.8034934497816594]","[0.8446389496717724, 0.8402625820568927, 0.8362445414847162, 0.8362445414847162, 0.8304347826086956, 0.7973856209150327, 0.8406113537117904, 0.8165938864628821, 0.8406113537117904, 0.8034934497816594]","[0.8423572911862323, 0.8355467113531629, 0.8361048527241448, 0.8380065386105473, 0.851892604139074, 0.7998111942405421, 0.8390512726829862, 0.8128138574945581, 0.8476681826205236, 0.8313870967741936]","[0.841627955726983, 0.8388889820560119, 0.8433265450475954, 0.8378982686965661, 0.8078499235691359, 0.7960318046730046, 0.8486107813363929, 0.8129511110594541, 0.8285389854598406, 0.7899298147154981]","[0.8410730396892063, 0.8364166328309661, 0.8355213875576133, 0.8334806584556302, 0.8188156376748217, 0.7912654115541355, 0.8390291944846335, 0.8102849574157774, 0.8345103136107006, 0.7952273726668191]","[0.8467715759876545, 0.8430442431148297, 0.8471586071519044, 0.8440076906916, 0.8418467814404634, 0.8059069719235961, 0.8525934163298887, 0.819863413785957, 0.8435208094070936, 0.82475193689252]","[0.8446389496717724, 0.8402625820568927, 0.8362445414847162, 0.8362445414847162, 0.8304347826086956, 0.7973856209150327, 0.8406113537117904, 0.8165938864628821, 0.8406113537117904, 0.8034934497816594]","[0.8446913358472775, 0.8408546582742735, 0.8375433604166701, 0.8358174387776085, 0.8262270328054342, 0.7953505117699541, 0.8419350353316767, 0.8152842473471016, 0.83865226075146, 0.8013737796871929]","[array([[ 77,  21,   2,   0],
       [ 12, 119,   1,   2],
       [  4,   0,  77,   8],
       [  3,   5,  13, 113]]), array([[ 86,  12,   0,   2],
       [ 20, 114,   0,   0],
       [  3,   4,  72,  10],
       [  1,   3,  18, 112]]), array([[ 89,   9,   2,   1],
       [ 27, 104,   0,   3],
       [  2,   0,  79,   8],
       [  5,   1,  17, 111]]), array([[ 77,  23,   0,   1],
       [  9, 121,   0,   4],
       [  3,   0,  81,   5],
       [  0,   4,  26, 104]]), array([[ 69,  28,   1,   3],
       [  6, 127,   0,   2],
       [  4,   4,  60,  21],
       [  2,   5,   2, 126]]), array([[ 63,  37,   0,   1],
       [ 10, 116,   2,   6],
       [  4,   1,  82,   3],
       [  3,   0,  26, 105]]), array([[ 90,   9,   2,   0],
       [ 24, 108,   1,   1],
       [  1,   1,  80,   7],
       [  4,   1,  22, 107]]), array([[ 76,  22,   1,   2],
       [  9, 125,   0,   0],
       [  3,   2,  73,  11],
       [ 10,   3,  21, 100]]), array([[ 71,  27,   2,   1],
       [  6, 120,   1,   7],
       [  4,   0,  71,  14],
       [  1,   3,   7, 123]]), array([[ 86,  14,   0,   1],
       [ 30, 104,   0,   0],
       [  4,   1,  54,  30],
       [  4,   6,   0, 124]])]","[0.6521739130434783, 0.6521739130434783, 0.5217391304347826, 0.6739130434782609, 0.6888888888888889, 0.6888888888888889, 0.6444444444444445, 0.6222222222222222, 0.6, 0.6]","[0.6521739130434783, 0.6521739130434783, 0.5217391304347826, 0.6739130434782609, 0.6888888888888889, 0.6888888888888889, 0.6444444444444445, 0.6222222222222222, 0.6, 0.6]","[0.6521739130434783, 0.6521739130434783, 0.5217391304347826, 0.6739130434782609, 0.6888888888888889, 0.6888888888888889, 0.6444444444444445, 0.6222222222222222, 0.6, 0.6]","[0.6521739130434783, 0.6521739130434783, 0.5217391304347826, 0.6739130434782609, 0.6888888888888889, 0.6888888888888889, 0.6444444444444445, 0.6222222222222222, 0.6, 0.6]","[0.7090311004784688, 0.6428571428571428, 0.5136363636363637, 0.6785714285714286, 0.6875, 0.7147435897435896, 0.6265151515151515, 0.665909090909091, 0.5409075573549258, 0.6278409090909091]","[0.6361111111111111, 0.6277777777777778, 0.5159090909090909, 0.6757575757575757, 0.6756493506493506, 0.7075757575757575, 0.6308080808080808, 0.6436868686868686, 0.5835858585858587, 0.5669191919191919]","[0.6331088266572137, 0.6317082664331242, 0.5142857142857142, 0.673072554631775, 0.6757575757575758, 0.676038667215138, 0.6278202189966896, 0.6145604395604396, 0.5440030557677616, 0.566240992711581]","[0.7037913459538173, 0.6545031055900621, 0.5205533596837945, 0.6803830227743272, 0.6925925925925926, 0.7458689458689458, 0.6393939393939394, 0.6763636363636364, 0.5521217573849153, 0.621969696969697]","[0.6521739130434783, 0.6521739130434783, 0.5217391304347826, 0.6739130434782609, 0.6888888888888889, 0.6888888888888889, 0.6444444444444445, 0.6222222222222222, 0.6, 0.6]","[0.6432758452393795, 0.6499886824942513, 0.520703933747412, 0.6734755152068235, 0.6851178451178451, 0.6820878467937292, 0.6412075941487706, 0.6102075702075702, 0.5591613615143027, 0.5804527216291921]","[array([[12,  0,  0,  0],
       [ 4,  4,  1,  0],
       [ 2,  0,  5,  3],
       [ 1,  0,  5,  9]]), array([[ 8,  3,  0,  1],
       [ 5,  4,  0,  0],
       [ 1,  0,  6,  3],
       [ 0,  1,  2, 12]]), array([[4, 4, 2, 1],
       [3, 6, 0, 1],
       [1, 0, 5, 4],
       [2, 0, 4, 9]]), array([[ 7,  1,  1,  2],
       [ 3,  6,  0,  1],
       [ 1,  0,  8,  1],
       [ 1,  1,  3, 10]]), array([[ 6,  4,  1,  0],
       [ 3,  7,  0,  0],
       [ 0,  0,  6,  4],
       [ 0,  1,  1, 12]]), array([[ 4,  7,  0,  0],
       [ 2,  8,  0,  0],
       [ 0,  0,  9,  0],
       [ 0,  1,  4, 10]]), array([[ 6,  4,  1,  0],
       [ 3,  4,  0,  2],
       [ 0,  0,  8,  2],
       [ 2,  0,  2, 11]]), array([[4, 4, 2, 1],
       [1, 7, 0, 1],
       [0, 0, 9, 1],
       [0, 0, 7, 8]]), array([[ 6,  5,  0,  0],
       [ 1,  8,  0,  0],
       [ 2,  0,  1,  7],
       [ 0,  0,  3, 12]]), array([[ 6,  3,  0,  2],
       [ 4,  5,  0,  0],
       [ 0,  0,  3,  7],
       [ 1,  0,  1, 13]])]"
6,"[0.8074398249452954, 0.8358862144420132, 0.851528384279476, 0.8187772925764192, 0.8260869565217391, 0.8017429193899782, 0.8427947598253275, 0.8013100436681223, 0.8165938864628821, 0.8034934497816594]","[0.8074398249452954, 0.8358862144420132, 0.851528384279476, 0.8187772925764192, 0.8260869565217391, 0.8017429193899782, 0.8427947598253275, 0.8013100436681223, 0.8165938864628821, 0.8034934497816594]","[0.8074398249452954, 0.8358862144420132, 0.851528384279476, 0.8187772925764192, 0.8260869565217391, 0.8017429193899782, 0.8427947598253275, 0.8013100436681223, 0.8165938864628821, 0.8034934497816594]","[0.8074398249452954, 0.8358862144420132, 0.851528384279476, 0.8187772925764192, 0.8260869565217391, 0.8017429193899782, 0.8427947598253275, 0.8013100436681223, 0.8165938864628821, 0.8034934497816594]","[0.8133918426552647, 0.8314228372699608, 0.8472782458549168, 0.8165395210849757, 0.8261261461815259, 0.812949835379742, 0.8499289954740267, 0.799470947978125, 0.8275427069232064, 0.8324890200925731]","[0.7998767398960255, 0.8357592654704007, 0.8551670947742099, 0.8244099753762061, 0.8183269263255913, 0.7985439961906639, 0.8419286922822753, 0.8047680166306083, 0.8068416538953912, 0.7832244800029223]","[0.803342051452237, 0.8330662400316007, 0.8499662102603279, 0.8177544177928834, 0.8212010172119981, 0.7941272959954777, 0.8392893456157418, 0.799178683954797, 0.8105741265957984, 0.7936371373077016]","[0.8126386954633518, 0.8378660321641775, 0.8548606550936014, 0.8264592361456197, 0.8279714984382706, 0.8186021983896274, 0.8566086645204267, 0.8101056546697882, 0.8273019500947019, 0.8203027311181079]","[0.8074398249452954, 0.8358862144420132, 0.851528384279476, 0.8187772925764192, 0.8260869565217391, 0.8017429193899782, 0.8427947598253275, 0.8013100436681223, 0.8165938864628821, 0.8034934497816594]","[0.8073860740099135, 0.8363601459241823, 0.85200358336757, 0.8199667024989522, 0.8261308891876801, 0.7986198613678905, 0.8432676068903897, 0.8027953709337723, 0.8161539325024392, 0.800007623604616]","[array([[ 82,  18,   0,   0],
       [ 24, 108,   1,   1],
       [  4,   1,  63,  21],
       [  3,   8,   7, 116]]), array([[ 81,  17,   0,   2],
       [ 18, 113,   0,   3],
       [  3,   2,  76,   8],
       [  1,   2,  19, 112]]), array([[ 87,  11,   2,   1],
       [ 16, 113,   0,   5],
       [  1,   1,  79,   8],
       [  5,   1,  17, 111]]), array([[ 84,  16,   0,   1],
       [ 28, 103,   0,   3],
       [  4,   0,  78,   7],
       [  1,   2,  21, 110]]), array([[ 81,  19,   1,   0],
       [ 17, 115,   2,   1],
       [  4,   4,  67,  14],
       [  3,   6,   9, 117]]), array([[ 61,  39,   0,   1],
       [  6, 124,   2,   2],
       [  4,   1,  82,   3],
       [  3,   4,  26, 101]]), array([[ 93,   6,   2,   0],
       [ 33, 101,   0,   0],
       [  3,   0,  69,  17],
       [  2,   2,   7, 123]]), array([[ 84,  14,   1,   2],
       [ 24, 109,   0,   1],
       [  3,   0,  73,  13],
       [ 10,   2,  21, 101]]), array([[ 83,  15,   2,   1],
       [ 26, 104,   0,   4],
       [  6,   0,  62,  21],
       [  4,   2,   3, 125]]), array([[ 75,  25,   0,   1],
       [ 16, 114,   0,   4],
       [  4,   1,  54,  30],
       [  2,   7,   0, 125]])]","[0.5869565217391305, 0.6521739130434783, 0.4782608695652174, 0.6739130434782609, 0.7111111111111111, 0.7111111111111111, 0.6666666666666666, 0.6666666666666666, 0.6, 0.6444444444444445]","[0.5869565217391305, 0.6521739130434783, 0.4782608695652174, 0.6739130434782609, 0.7111111111111111, 0.7111111111111111, 0.6666666666666666, 0.6666666666666666, 0.6, 0.6444444444444445]","[0.5869565217391305, 0.6521739130434783, 0.4782608695652174, 0.6739130434782609, 0.7111111111111111, 0.7111111111111111, 0.6666666666666666, 0.6666666666666666, 0.6, 0.6444444444444445]","[0.5869565217391305, 0.6521739130434783, 0.4782608695652174, 0.6739130434782609, 0.7111111111111111, 0.7111111111111111, 0.6666666666666666, 0.6666666666666666, 0.6, 0.6444444444444445]","[0.5816964285714286, 0.6458333333333334, 0.45113636363636367, 0.6742424242424242, 0.7055194805194804, 0.734981684981685, 0.6659722222222222, 0.7155483405483405, 0.5796218487394957, 0.6555555555555556]","[0.5541666666666667, 0.6347222222222222, 0.47045454545454546, 0.6757575757575757, 0.7055194805194804, 0.7303030303030303, 0.6391414141414141, 0.689141414141414, 0.5818181818181818, 0.6123737373737375]","[0.5602941176470588, 0.6376273344651953, 0.4580428343586238, 0.6741285030758715, 0.7055194805194804, 0.7034343434343435, 0.6466772993088783, 0.6756715506715507, 0.5611983082706766, 0.6056590752242926]","[0.6036490683229814, 0.657608695652174, 0.4629446640316206, 0.6725955204216073, 0.7111111111111111, 0.7649165649165648, 0.6781481481481482, 0.7186147186147186, 0.5864799253034547, 0.6574074074074073]","[0.5869565217391305, 0.6521739130434783, 0.4782608695652174, 0.6739130434782609, 0.7111111111111111, 0.7111111111111111, 0.6666666666666666, 0.6666666666666666, 0.6, 0.6444444444444445]","[0.5882352941176471, 0.6525306956029625, 0.4680921671768353, 0.6724964585376485, 0.7111111111111111, 0.7083277216610551, 0.6663429617815583, 0.6665038665038665, 0.5754189640768589, 0.6240165631469979]","[array([[ 7,  5,  0,  0],
       [ 6,  3,  0,  0],
       [ 2,  0,  5,  3],
       [ 1,  0,  2, 12]]), array([[ 7,  4,  0,  1],
       [ 4,  5,  0,  0],
       [ 1,  0,  6,  3],
       [ 0,  1,  2, 12]]), array([[2, 6, 2, 1],
       [3, 6, 0, 1],
       [1, 0, 5, 4],
       [2, 0, 4, 9]]), array([[ 7,  2,  0,  2],
       [ 3,  6,  0,  1],
       [ 0,  0,  8,  2],
       [ 1,  1,  3, 10]]), array([[ 7,  3,  1,  0],
       [ 3,  7,  0,  0],
       [ 0,  0,  7,  3],
       [ 1,  0,  2, 11]]), array([[ 5,  6,  0,  0],
       [ 2,  8,  0,  0],
       [ 0,  0,  9,  0],
       [ 0,  1,  4, 10]]), array([[ 6,  4,  1,  0],
       [ 3,  4,  0,  2],
       [ 0,  0,  7,  3],
       [ 0,  2,  0, 13]]), array([[6, 2, 2, 1],
       [1, 7, 0, 1],
       [0, 0, 9, 1],
       [0, 0, 7, 8]]), array([[ 8,  3,  0,  0],
       [ 3,  6,  0,  0],
       [ 2,  0,  2,  6],
       [ 1,  1,  2, 11]]), array([[ 8,  3,  0,  0],
       [ 4,  5,  0,  0],
       [ 0,  0,  3,  7],
       [ 0,  1,  1, 13]])]"
8,"[0.8183807439824945, 0.8183807439824945, 0.8493449781659389, 0.8318777292576419, 0.8347826086956521, 0.8300653594771242, 0.8318777292576419, 0.7903930131004366, 0.8056768558951966, 0.7838427947598253]","[0.8183807439824945, 0.8183807439824945, 0.8493449781659389, 0.8318777292576419, 0.8347826086956521, 0.8300653594771242, 0.8318777292576419, 0.7903930131004366, 0.8056768558951966, 0.7838427947598253]","[0.8183807439824945, 0.8183807439824945, 0.8493449781659389, 0.8318777292576419, 0.8347826086956521, 0.8300653594771242, 0.8318777292576419, 0.7903930131004366, 0.8056768558951966, 0.7838427947598253]","[0.8183807439824945, 0.8183807439824945, 0.8493449781659389, 0.8318777292576419, 0.8347826086956521, 0.8300653594771242, 0.8318777292576419, 0.7903930131004366, 0.8056768558951966, 0.7838427947598253]","[0.8331353572312098, 0.8142172384942349, 0.8467862388078321, 0.834089724315108, 0.8394339484996572, 0.8355621007159536, 0.8300408456486043, 0.7865160438879505, 0.8202386604772199, 0.8117199060670399]","[0.7990558443736373, 0.8211265302699983, 0.8557397266642646, 0.821178413749475, 0.828070522408046, 0.8288980017404726, 0.8381002153544216, 0.7862960201772315, 0.7841026262612845, 0.7633855558119957]","[0.8079368900873138, 0.816504841467599, 0.8483878037985402, 0.825632881136803, 0.8312933943554641, 0.8258242383615898, 0.829738450004577, 0.784357122328724, 0.7928052503052503, 0.773678118693473]","[0.8260133848321282, 0.8202477307268131, 0.8562287363636322, 0.8332396540377142, 0.8384629864741557, 0.842238510805973, 0.8437448569851069, 0.7926315089582725, 0.813373620770275, 0.800760996328821]","[0.8183807439824945, 0.8183807439824945, 0.8493449781659389, 0.8318777292576419, 0.8347826086956521, 0.8300653594771242, 0.8318777292576419, 0.7903930131004366, 0.8056768558951966, 0.7838427947598253]","[0.8145749253466309, 0.818330458844937, 0.8499777618503044, 0.830877079594488, 0.8340634753673564, 0.8294073155075776, 0.8335674073763877, 0.7892449824268878, 0.8008902111958881, 0.780797942431632]","[array([[ 66,  32,   0,   2],
       [  4, 126,   1,   3],
       [  4,   0,  63,  22],
       [  3,   5,   7, 119]]), array([[ 77,  21,   0,   2],
       [ 17, 107,   2,   8],
       [  3,   0,  79,   7],
       [  1,   1,  21, 111]]), array([[ 91,   7,   2,   1],
       [ 20, 111,   0,   3],
       [  2,   0,  79,   8],
       [  5,   4,  17, 108]]), array([[ 82,  18,   0,   1],
       [ 16, 117,   0,   1],
       [  3,   4,  64,  18],
       [  1,   5,  10, 118]]), array([[ 74,  25,   0,   2],
       [  8, 123,   0,   4],
       [  4,   2,  74,   9],
       [  1,   7,  14, 113]]), array([[ 74,  26,   0,   1],
       [  7, 125,   1,   1],
       [  4,   3,  80,   3],
       [  3,   5,  24, 102]]), array([[ 85,   6,   4,   6],
       [ 28, 105,   0,   1],
       [  2,   0,  80,   7],
       [  1,   1,  21, 111]]), array([[ 69,  29,   1,   2],
       [ 14, 119,   0,   1],
       [  3,   0,  73,  13],
       [  9,   3,  21, 101]]), array([[ 61,  36,   2,   2],
       [  9, 123,   0,   2],
       [  6,   2,  62,  19],
       [  3,   5,   3, 123]]), array([[ 70,  30,   0,   1],
       [ 21, 111,   0,   2],
       [  4,   1,  54,  30],
       [  4,   6,   0, 124]])]","[0.717391304347826, 0.6521739130434783, 0.5217391304347826, 0.6739130434782609, 0.6888888888888889, 0.7111111111111111, 0.6, 0.6, 0.5555555555555556, 0.6222222222222222]","[0.717391304347826, 0.6521739130434783, 0.5217391304347826, 0.6739130434782609, 0.6888888888888889, 0.7111111111111111, 0.6, 0.6, 0.5555555555555556, 0.6222222222222222]","[0.717391304347826, 0.6521739130434783, 0.5217391304347826, 0.6739130434782609, 0.6888888888888889, 0.7111111111111111, 0.6, 0.6, 0.5555555555555556, 0.6222222222222222]","[0.717391304347826, 0.6521739130434783, 0.5217391304347826, 0.6739130434782609, 0.6888888888888889, 0.7111111111111111, 0.6, 0.6, 0.5555555555555556, 0.6222222222222222]","[0.7202380952380952, 0.6454545454545454, 0.528128121878122, 0.6696969696969697, 0.6878205128205128, 0.7410714285714286, 0.5784186401833461, 0.6234848484848485, 0.5416666666666667, 0.6505681818181818]","[0.7, 0.6458333333333334, 0.5196969696969697, 0.6613636363636364, 0.689935064935065, 0.7303030303030303, 0.577020202020202, 0.6159090909090909, 0.5414141414141413, 0.5896464646464648]","[0.7022629840466652, 0.6434019832189168, 0.5208675424192666, 0.6621212121212121, 0.684098228663446, 0.707020757020757, 0.5705409356725146, 0.5901022352260742, 0.5152691511387163, 0.5889682654388537]","[0.7204968944099378, 0.6567852437417655, 0.5313870911696998, 0.6811594202898551, 0.6945868945868946, 0.7690476190476191, 0.5963907987437399, 0.6364983164983166, 0.5506172839506173, 0.6441919191919192]","[0.717391304347826, 0.6521739130434783, 0.5217391304347826, 0.6739130434782609, 0.6888888888888889, 0.7111111111111111, 0.6, 0.6, 0.5555555555555556, 0.6222222222222222]","[0.7116757876596175, 0.6526116804298079, 0.523767877965779, 0.6745718050065876, 0.6872642691000179, 0.7106498439831773, 0.5910006497725796, 0.5893338171975944, 0.5296756383712906, 0.6026749438514144]","[array([[10,  2,  0,  0],
       [ 2,  6,  0,  1],
       [ 2,  0,  5,  3],
       [ 1,  0,  2, 12]]), array([[ 7,  4,  0,  1],
       [ 3,  6,  0,  0],
       [ 1,  0,  6,  3],
       [ 0,  1,  3, 11]]), array([[6, 2, 2, 1],
       [4, 5, 0, 1],
       [1, 0, 5, 4],
       [2, 1, 4, 8]]), array([[ 6,  2,  3,  0],
       [ 3,  6,  0,  1],
       [ 1,  0,  7,  2],
       [ 1,  0,  2, 12]]), array([[ 6,  4,  1,  0],
       [ 2,  8,  0,  0],
       [ 0,  0,  7,  3],
       [ 1,  1,  2, 10]]), array([[ 5,  6,  0,  0],
       [ 2,  8,  0,  0],
       [ 0,  0,  9,  0],
       [ 0,  2,  3, 10]]), array([[ 4,  5,  2,  0],
       [ 3,  4,  0,  2],
       [ 0,  0,  7,  3],
       [ 0,  1,  2, 12]]), array([[4, 4, 2, 1],
       [2, 6, 0, 1],
       [0, 0, 9, 1],
       [0, 0, 7, 8]]), array([[ 5,  6,  0,  0],
       [ 1,  7,  0,  1],
       [ 2,  0,  2,  6],
       [ 1,  1,  2, 11]]), array([[ 7,  2,  0,  2],
       [ 4,  5,  0,  0],
       [ 0,  0,  3,  7],
       [ 0,  1,  1, 13]])]"
