C value,Train_Accuracy,Train_Precision_micro,Train_Recall_micro,Train_f1_micro,Train_Precision_macro,Train_Recall_macro,Train_f1_macro,Train_Precision_weighted,Train_Recall_weighted,Train_f1_weighted,Train_Confusion_Matrix,Test_Accuracy,Test_Precision_micro,Test_Recall_micro,Test_f1_micro,Test_Precision_macro,Test_Recall_macro,Test_f1_macro,Test_Precision_weighted,Test_Recall_weighted,Test_f1_weighted,Test_Confusion_Matrix
0.001,"[0.7425373134328358, 0.75, 0.7294776119402985, 0.7705223880597015, 0.7648148148148148, 0.753731343283582, 0.8003731343283582, 0.7630597014925373, 0.7220149253731343, 0.7444029850746269]","[0.7425373134328358, 0.75, 0.7294776119402985, 0.7705223880597015, 0.7648148148148148, 0.753731343283582, 0.8003731343283582, 0.7630597014925373, 0.7220149253731343, 0.7444029850746269]","[0.7425373134328358, 0.75, 0.7294776119402985, 0.7705223880597015, 0.7648148148148148, 0.753731343283582, 0.8003731343283582, 0.7630597014925373, 0.7220149253731343, 0.7444029850746269]","[0.7425373134328358, 0.75, 0.7294776119402985, 0.7705223880597015, 0.7648148148148148, 0.753731343283582, 0.8003731343283582, 0.7630597014925373, 0.7220149253731343, 0.7444029850746269]","[0.7972211110738258, 0.7959692423738336, 0.7742204011648649, 0.8087830467036852, 0.8009505281762789, 0.7748805256869773, 0.8135254611713106, 0.8046134217288348, 0.774086973893118, 0.7911719615064685]","[0.7425373134328359, 0.75, 0.7294776119402985, 0.7705223880597015, 0.7648148148148148, 0.753731343283582, 0.8003731343283582, 0.7630597014925373, 0.7220149253731343, 0.7444029850746269]","[0.7487266132946377, 0.7550712446420768, 0.7354700795504963, 0.7738325327029892, 0.7714679291154443, 0.757751631938621, 0.8014147058280924, 0.7659024430634864, 0.7276965179349243, 0.7513826823033976]","[0.7972211110738257, 0.7959692423738336, 0.774220401164865, 0.8087830467036852, 0.8009505281762788, 0.7748805256869773, 0.8135254611713106, 0.8046134217288348, 0.7740869738931181, 0.7911719615064685]","[0.7425373134328358, 0.75, 0.7294776119402985, 0.7705223880597015, 0.7648148148148148, 0.753731343283582, 0.8003731343283582, 0.7630597014925373, 0.7220149253731343, 0.7444029850746269]","[0.7487266132946377, 0.7550712446420769, 0.7354700795504964, 0.7738325327029894, 0.7714679291154443, 0.757751631938621, 0.8014147058280924, 0.7659024430634865, 0.7276965179349243, 0.7513826823033974]","[array([[ 85,  45,   0,   4],
       [  9, 122,   0,   3],
       [  0,  38,  89,   7],
       [  0,  17,  15, 102]]), array([[ 92,  40,   0,   2],
       [ 10, 121,   0,   3],
       [  0,  38,  85,  11],
       [  1,  15,  14, 104]]), array([[ 88,  43,   0,   3],
       [ 12, 117,   0,   5],
       [  0,  38,  90,   6],
       [  1,  15,  22,  96]]), array([[ 91,  39,   0,   4],
       [  6, 125,   0,   3],
       [  0,  30,  94,  10],
       [  0,  12,  19, 103]]), array([[100,  32,   0,   3],
       [ 16, 115,   0,   4],
       [  0,  37,  94,   4],
       [  0,  16,  15, 104]]), array([[101,  27,   0,   6],
       [ 23, 107,   0,   4],
       [  0,  32,  92,  10],
       [  0,  14,  16, 104]]), array([[111,  20,   0,   3],
       [ 13, 119,   0,   2],
       [  2,  29,  94,   9],
       [  2,   7,  20, 105]]), array([[ 85,  46,   0,   3],
       [  7, 125,   0,   2],
       [  0,  23, 102,   9],
       [  0,  15,  22,  97]]), array([[ 81,  50,   0,   3],
       [ 13, 119,   0,   2],
       [  0,  36,  88,  10],
       [  0,  17,  18,  99]]), array([[ 93,  40,   0,   1],
       [ 11, 118,   0,   5],
       [  0,  35,  91,   8],
       [  0,  20,  17,  97]])]","[0.6739130434782609, 0.6956521739130435, 0.6086956521739131, 0.6521739130434783, 0.6222222222222222, 0.7111111111111111, 0.6888888888888889, 0.6666666666666666, 0.6888888888888889, 0.6666666666666666]","[0.6739130434782609, 0.6956521739130435, 0.6086956521739131, 0.6521739130434783, 0.6222222222222222, 0.7111111111111111, 0.6888888888888889, 0.6666666666666666, 0.6888888888888889, 0.6666666666666666]","[0.6739130434782609, 0.6956521739130435, 0.6086956521739131, 0.6521739130434783, 0.6222222222222222, 0.7111111111111111, 0.6888888888888889, 0.6666666666666666, 0.6888888888888889, 0.6666666666666666]","[0.6739130434782609, 0.6956521739130435, 0.6086956521739131, 0.6521739130434783, 0.6222222222222222, 0.7111111111111111, 0.6888888888888889, 0.6666666666666666, 0.6888888888888889, 0.6666666666666666]","[0.7068376068376068, 0.7138888888888888, 0.6950757575757576, 0.7987012987012987, 0.6837121212121212, 0.7847222222222222, 0.7119047619047619, 0.6984848484848485, 0.7943181818181818, 0.7553571428571428]","[0.6861111111111111, 0.6888888888888889, 0.5992424242424242, 0.646969696969697, 0.6266233766233766, 0.7012626262626263, 0.6808080808080808, 0.6696969696969696, 0.7136363636363637, 0.665909090909091]","[0.674824016563147, 0.6754761904761906, 0.6026007625272332, 0.6531968390804597, 0.6128947368421053, 0.7043956043956043, 0.6772912885662432, 0.6654761904761906, 0.6893986042692939, 0.6424611223799864]","[0.7402452619843924, 0.7355072463768115, 0.7185441370223979, 0.8016657255787689, 0.6982491582491582, 0.8106172839506172, 0.7367195767195767, 0.7379124579124579, 0.8293939393939395, 0.7788888888888889]","[0.6739130434782609, 0.6956521739130435, 0.6086956521739131, 0.6521739130434783, 0.6222222222222222, 0.7111111111111111, 0.6888888888888889, 0.6666666666666666, 0.6888888888888889, 0.6666666666666666]","[0.6849581420469889, 0.6935403726708075, 0.6227976697925547, 0.6640429785107446, 0.619906432748538, 0.7252258852258853, 0.6958425757881292, 0.6826455026455026, 0.6962278781244299, 0.6610893246187364]","[array([[8, 4, 0, 0],
       [1, 7, 0, 1],
       [0, 3, 7, 0],
       [0, 0, 6, 9]]), array([[ 8,  3,  0,  1],
       [ 1,  8,  0,  0],
       [ 0,  4,  4,  2],
       [ 0,  1,  2, 12]]), array([[ 4,  7,  0,  0],
       [ 2,  8,  0,  0],
       [ 0,  4,  5,  1],
       [ 0,  3,  1, 11]]), array([[ 5,  6,  0,  0],
       [ 0,  9,  0,  1],
       [ 0,  3,  5,  2],
       [ 0,  4,  0, 11]]), array([[4, 7, 0, 0],
       [1, 9, 0, 0],
       [0, 2, 6, 2],
       [0, 2, 3, 9]]), array([[ 8,  3,  0,  0],
       [ 1,  9,  0,  0],
       [ 0,  5,  4,  0],
       [ 0,  3,  1, 11]]), array([[ 6,  5,  0,  0],
       [ 1,  7,  0,  1],
       [ 0,  3,  6,  1],
       [ 0,  0,  3, 12]]), array([[ 6,  5,  0,  0],
       [ 3,  6,  0,  0],
       [ 0,  2,  8,  0],
       [ 0,  2,  3, 10]]), array([[5, 6, 0, 0],
       [0, 9, 0, 0],
       [0, 2, 8, 0],
       [0, 3, 3, 9]]), array([[ 4,  5,  0,  2],
       [ 0,  9,  0,  0],
       [ 0,  5,  5,  0],
       [ 0,  1,  2, 12]])]"
0.005,"[0.7313432835820896, 0.7369402985074627, 0.7444029850746269, 0.7332089552238806, 0.7703703703703704, 0.7593283582089553, 0.7817164179104478, 0.7667910447761194, 0.7406716417910447, 0.7761194029850746]","[0.7313432835820896, 0.7369402985074627, 0.7444029850746269, 0.7332089552238806, 0.7703703703703704, 0.7593283582089553, 0.7817164179104478, 0.7667910447761194, 0.7406716417910447, 0.7761194029850746]","[0.7313432835820896, 0.7369402985074627, 0.7444029850746269, 0.7332089552238806, 0.7703703703703704, 0.7593283582089553, 0.7817164179104478, 0.7667910447761194, 0.7406716417910447, 0.7761194029850746]","[0.7313432835820896, 0.7369402985074627, 0.7444029850746269, 0.7332089552238806, 0.7703703703703704, 0.7593283582089553, 0.7817164179104478, 0.7667910447761194, 0.7406716417910447, 0.7761194029850746]","[0.7905317383731877, 0.8070123490726385, 0.8001147338178034, 0.7633104189261792, 0.8083904706847099, 0.7765801417495348, 0.8059601932756952, 0.7834050225929787, 0.7801025685702706, 0.7976570870281902]","[0.7313432835820896, 0.7369402985074627, 0.7444029850746269, 0.7332089552238806, 0.7703703703703704, 0.7593283582089552, 0.7817164179104478, 0.7667910447761194, 0.7406716417910448, 0.7761194029850746]","[0.7376116136226679, 0.741147157126251, 0.7480190609571005, 0.7374371292412096, 0.7759873836009816, 0.7617540934593106, 0.7850097497721945, 0.7682315083964683, 0.7458003598085522, 0.7790384325513079]","[0.7905317383731877, 0.8070123490726385, 0.8001147338178034, 0.7633104189261793, 0.8083904706847099, 0.7765801417495349, 0.8059601932756952, 0.7834050225929788, 0.7801025685702705, 0.7976570870281902]","[0.7313432835820896, 0.7369402985074627, 0.7444029850746269, 0.7332089552238806, 0.7703703703703704, 0.7593283582089553, 0.7817164179104478, 0.7667910447761194, 0.7406716417910447, 0.7761194029850746]","[0.7376116136226679, 0.7411471571262509, 0.7480190609571006, 0.7374371292412096, 0.7759873836009816, 0.7617540934593106, 0.7850097497721945, 0.7682315083964684, 0.7458003598085521, 0.7790384325513079]","[array([[ 83,  48,   0,   3],
       [ 11, 121,   0,   2],
       [  0,  37,  85,  12],
       [  0,  20,  11, 103]]), array([[ 73,  59,   0,   2],
       [  4, 125,   0,   5],
       [  0,  36,  89,   9],
       [  0,  13,  13, 108]]), array([[ 82,  49,   0,   3],
       [  4, 127,   0,   3],
       [  0,  34,  89,  11],
       [  0,  14,  19, 101]]), array([[ 99,  30,   0,   5],
       [ 19, 112,   0,   3],
       [  0,  38,  85,  11],
       [  0,  17,  20,  97]]), array([[ 98,  34,   0,   3],
       [ 10, 121,   0,   4],
       [  0,  34,  96,   5],
       [  0,  16,  18, 101]]), array([[107,  23,   0,   4],
       [ 21, 109,   0,   4],
       [  1,  31,  89,  13],
       [  0,  14,  18, 102]]), array([[105,  26,   0,   3],
       [ 15, 117,   0,   2],
       [  0,  33,  91,  10],
       [  0,  12,  16, 106]]), array([[116,  15,   0,   3],
       [ 18, 110,   0,   6],
       [  0,  36,  94,   4],
       [  3,  14,  26,  91]]), array([[ 95,  35,   0,   4],
       [ 12, 116,   0,   6],
       [  0,  38,  85,  11],
       [  0,  17,  16, 101]]), array([[111,  22,   0,   1],
       [ 13, 115,   0,   6],
       [  0,  31,  91,  12],
       [  0,  17,  18,  99]])]","[0.6086956521739131, 0.6521739130434783, 0.5869565217391305, 0.6956521739130435, 0.5777777777777777, 0.7111111111111111, 0.7333333333333333, 0.6888888888888889, 0.7333333333333333, 0.6222222222222222]","[0.6086956521739131, 0.6521739130434783, 0.5869565217391305, 0.6956521739130435, 0.5777777777777777, 0.7111111111111111, 0.7333333333333333, 0.6888888888888889, 0.7333333333333333, 0.6222222222222222]","[0.6086956521739131, 0.6521739130434783, 0.5869565217391305, 0.6956521739130435, 0.5777777777777777, 0.7111111111111111, 0.7333333333333333, 0.6888888888888889, 0.7333333333333333, 0.6222222222222222]","[0.6086956521739131, 0.6521739130434783, 0.5869565217391305, 0.6956521739130435, 0.5777777777777777, 0.7111111111111111, 0.7333333333333333, 0.6888888888888889, 0.7333333333333333, 0.6222222222222222]","[0.6740644975939093, 0.692063492063492, 0.6691142191142191, 0.760349025974026, 0.6238095238095238, 0.7684210526315789, 0.7385340354090354, 0.7207792207792207, 0.7689393939393939, 0.6322916666666667]","[0.6277777777777778, 0.6472222222222221, 0.5742424242424242, 0.6878787878787879, 0.5860389610389611, 0.7012626262626263, 0.717929292929293, 0.6984848484848486, 0.7457070707070707, 0.6103535353535354]","[0.6113507011676348, 0.6310428849902534, 0.5724089635854341, 0.6954826782412988, 0.5634726938313526, 0.7000442086648982, 0.7158271519751597, 0.6902291549030679, 0.7365182186234818, 0.5965359477124184]","[0.7110770729696562, 0.7163561076604554, 0.6883044491740143, 0.7643633540372671, 0.6389417989417989, 0.7941520467836257, 0.7545397503730836, 0.7584415584415584, 0.7931537598204265, 0.6560185185185184]","[0.6086956521739131, 0.6521739130434783, 0.5869565217391305, 0.6956521739130435, 0.5777777777777777, 0.7111111111111111, 0.7333333333333333, 0.6888888888888889, 0.7333333333333333, 0.6222222222222222]","[0.6198273420937832, 0.6502669717772692, 0.5933808305931068, 0.7050128781762964, 0.5684572093315726, 0.7205114170631413, 0.7331171295497672, 0.7014377731769036, 0.7437085020242915, 0.6171561365286856]","[array([[6, 6, 0, 0],
       [1, 7, 0, 1],
       [0, 3, 7, 0],
       [0, 1, 6, 8]]), array([[ 6,  5,  0,  1],
       [ 1,  8,  0,  0],
       [ 0,  4,  4,  2],
       [ 0,  1,  2, 12]]), array([[ 4,  7,  0,  0],
       [ 2,  8,  0,  0],
       [ 0,  4,  4,  2],
       [ 0,  3,  1, 11]]), array([[ 9,  2,  0,  0],
       [ 2,  7,  0,  1],
       [ 0,  3,  5,  2],
       [ 0,  4,  0, 11]]), array([[3, 8, 0, 0],
       [1, 9, 0, 0],
       [0, 2, 6, 2],
       [1, 2, 3, 8]]), array([[ 8,  3,  0,  0],
       [ 1,  9,  0,  0],
       [ 0,  5,  4,  0],
       [ 1,  2,  1, 11]]), array([[ 8,  3,  0,  0],
       [ 1,  7,  0,  1],
       [ 0,  3,  5,  2],
       [ 0,  0,  2, 13]]), array([[8, 3, 0, 0],
       [3, 6, 0, 0],
       [0, 2, 8, 0],
       [0, 3, 3, 9]]), array([[ 8,  3,  0,  0],
       [ 1,  8,  0,  0],
       [ 0,  2,  7,  1],
       [ 0,  3,  2, 10]]), array([[ 4,  4,  0,  3],
       [ 2,  7,  0,  0],
       [ 0,  5,  5,  0],
       [ 0,  0,  3, 12]])]"
0.01,"[0.7444029850746269, 0.7854477611940298, 0.7817164179104478, 0.7835820895522388, 0.7425925925925926, 0.75, 0.7313432835820896, 0.7574626865671642, 0.7518656716417911, 0.7705223880597015]","[0.7444029850746269, 0.7854477611940298, 0.7817164179104478, 0.7835820895522388, 0.7425925925925926, 0.75, 0.7313432835820896, 0.7574626865671642, 0.7518656716417911, 0.7705223880597015]","[0.7444029850746269, 0.7854477611940298, 0.7817164179104478, 0.7835820895522388, 0.7425925925925926, 0.75, 0.7313432835820896, 0.7574626865671642, 0.7518656716417911, 0.7705223880597015]","[0.7444029850746269, 0.7854477611940298, 0.7817164179104478, 0.7835820895522388, 0.7425925925925926, 0.75, 0.7313432835820896, 0.7574626865671642, 0.7518656716417911, 0.7705223880597015]","[0.7965847596662842, 0.8154587836406018, 0.8052664703360886, 0.8093748097064912, 0.7924872545343701, 0.7787256200857899, 0.7787136812218824, 0.800241311453888, 0.7926663829051259, 0.8073647215895704]","[0.7444029850746269, 0.7854477611940299, 0.7817164179104477, 0.7835820895522387, 0.7425925925925926, 0.75, 0.7313432835820896, 0.7574626865671642, 0.7518656716417911, 0.7705223880597015]","[0.7511417991970174, 0.7894514903973449, 0.7848887876624226, 0.786504298727711, 0.7491165904786732, 0.754150997572734, 0.7335027731560866, 0.7600229557790522, 0.7570124878437317, 0.7748312828114913]","[0.7965847596662843, 0.815458783640602, 0.8052664703360886, 0.8093748097064913, 0.7924872545343701, 0.7787256200857899, 0.7787136812218824, 0.800241311453888, 0.7926663829051259, 0.8073647215895705]","[0.7444029850746269, 0.7854477611940298, 0.7817164179104478, 0.7835820895522388, 0.7425925925925926, 0.75, 0.7313432835820896, 0.7574626865671642, 0.7518656716417911, 0.7705223880597015]","[0.7511417991970176, 0.789451490397345, 0.7848887876624228, 0.7865042987277111, 0.7491165904786732, 0.754150997572734, 0.7335027731560864, 0.7600229557790522, 0.7570124878437318, 0.7748312828114914]","[array([[ 87,  44,   0,   3],
       [ 10, 121,   0,   3],
       [  0,  36,  93,   5],
       [  0,  18,  18,  98]]), array([[101,  31,   0,   2],
       [  9, 121,   0,   4],
       [  0,  28,  95,  11],
       [  0,  15,  15, 104]]), array([[105,  25,   0,   4],
       [ 11, 119,   0,   4],
       [  0,  33,  96,   5],
       [  1,  11,  23,  99]]), array([[ 99,  32,   0,   3],
       [  9, 122,   0,   3],
       [  2,  28,  97,   7],
       [  0,  10,  22, 102]]), array([[ 89,  43,   0,   3],
       [ 10, 120,   0,   5],
       [  0,  39,  89,   7],
       [  0,  16,  16, 103]]), array([[ 97,  33,   0,   4],
       [ 15, 114,   0,   5],
       [  0,  32,  90,  12],
       [  0,  15,  18, 101]]), array([[ 75,  56,   0,   3],
       [  8, 122,   0,   4],
       [  0,  29,  95,  10],
       [  1,  10,  23, 100]]), array([[ 85,  44,   0,   5],
       [  5, 126,   0,   3],
       [  0,  28,  99,   7],
       [  1,  13,  24,  96]]), array([[ 92,  38,   0,   4],
       [ 10, 120,   0,   4],
       [  0,  32,  97,   5],
       [  1,  18,  21,  94]]), array([[ 96,  37,   0,   1],
       [  9, 122,   0,   3],
       [  0,  31,  91,  12],
       [  0,  14,  16, 104]])]","[0.6739130434782609, 0.717391304347826, 0.6521739130434783, 0.6739130434782609, 0.6, 0.7111111111111111, 0.6222222222222222, 0.6444444444444445, 0.6888888888888889, 0.6666666666666666]","[0.6739130434782609, 0.717391304347826, 0.6521739130434783, 0.6739130434782609, 0.6, 0.7111111111111111, 0.6222222222222222, 0.6444444444444445, 0.6888888888888889, 0.6666666666666666]","[0.6739130434782609, 0.717391304347826, 0.6521739130434783, 0.6739130434782609, 0.6, 0.7111111111111111, 0.6222222222222222, 0.6444444444444445, 0.6888888888888889, 0.6666666666666666]","[0.6739130434782609, 0.717391304347826, 0.6521739130434783, 0.6739130434782609, 0.6, 0.7111111111111111, 0.6222222222222222, 0.6444444444444445, 0.6888888888888889, 0.6666666666666666]","[0.7068376068376068, 0.7250000000000001, 0.7220238095238095, 0.7282467532467533, 0.6658549783549784, 0.7847222222222222, 0.6591911764705882, 0.6880681818181819, 0.7572150072150072, 0.7063492063492064]","[0.6861111111111111, 0.7097222222222221, 0.646969696969697, 0.6651515151515152, 0.6038961038961039, 0.7012626262626263, 0.6103535353535354, 0.653030303030303, 0.7085858585858585, 0.6547979797979798]","[0.674824016563147, 0.6962121212121213, 0.6523965141612201, 0.6789733542319749, 0.5830560271646859, 0.7043956043956043, 0.5985042735042735, 0.6483709273182957, 0.6927910052910052, 0.6368736383442266]","[0.7402452619843924, 0.744927536231884, 0.7430124223602484, 0.734472049689441, 0.6812650312650311, 0.8106172839506172, 0.6834640522875818, 0.719949494949495, 0.7933621933621934, 0.7320634920634921]","[0.6739130434782609, 0.717391304347826, 0.6521739130434783, 0.6739130434782609, 0.6, 0.7111111111111111, 0.6222222222222222, 0.6444444444444445, 0.6888888888888889, 0.6666666666666666]","[0.6849581420469889, 0.7134387351778656, 0.6679454390451833, 0.6886806596701649, 0.5911609130352763, 0.7252258852258853, 0.6200379867046534, 0.65969813422445, 0.7007936507936507, 0.6603485838779957]","[array([[8, 4, 0, 0],
       [1, 7, 0, 1],
       [0, 3, 7, 0],
       [0, 0, 6, 9]]), array([[ 9,  2,  0,  1],
       [ 1,  8,  0,  0],
       [ 0,  4,  4,  2],
       [ 0,  1,  2, 12]]), array([[ 5,  6,  0,  0],
       [ 2,  8,  0,  0],
       [ 0,  3,  6,  1],
       [ 0,  3,  1, 11]]), array([[ 8,  3,  0,  0],
       [ 3,  6,  0,  1],
       [ 0,  2,  6,  2],
       [ 0,  4,  0, 11]]), array([[3, 8, 0, 0],
       [1, 9, 0, 0],
       [0, 2, 6, 2],
       [0, 2, 3, 9]]), array([[ 8,  3,  0,  0],
       [ 1,  9,  0,  0],
       [ 0,  5,  4,  0],
       [ 0,  3,  1, 11]]), array([[ 4,  7,  0,  0],
       [ 1,  7,  0,  1],
       [ 0,  3,  5,  2],
       [ 0,  0,  3, 12]]), array([[6, 5, 0, 0],
       [2, 6, 0, 1],
       [0, 2, 8, 0],
       [0, 3, 3, 9]]), array([[6, 5, 0, 0],
       [1, 8, 0, 0],
       [0, 2, 8, 0],
       [0, 3, 3, 9]]), array([[ 4,  5,  0,  2],
       [ 1,  8,  0,  0],
       [ 0,  5,  5,  0],
       [ 0,  0,  2, 13]])]"
0.05,"[0.7593283582089553, 0.7630597014925373, 0.7481343283582089, 0.7555970149253731, 0.7574074074074074, 0.7593283582089553, 0.7033582089552238, 0.7425373134328358, 0.7667910447761194, 0.7705223880597015]","[0.7593283582089553, 0.7630597014925373, 0.7481343283582089, 0.7555970149253731, 0.7574074074074074, 0.7593283582089553, 0.7033582089552238, 0.7425373134328358, 0.7667910447761194, 0.7705223880597015]","[0.7593283582089553, 0.7630597014925373, 0.7481343283582089, 0.7555970149253731, 0.7574074074074074, 0.7593283582089553, 0.7033582089552238, 0.7425373134328358, 0.7667910447761194, 0.7705223880597015]","[0.7593283582089553, 0.7630597014925373, 0.7481343283582089, 0.7555970149253731, 0.7574074074074074, 0.7593283582089553, 0.7033582089552238, 0.7425373134328358, 0.7667910447761194, 0.7705223880597015]","[0.8067513373828573, 0.8083591349846391, 0.7989256247047706, 0.7813789655485864, 0.7924533009030126, 0.7898164800165419, 0.789539849813845, 0.7844166182504403, 0.8022568769183908, 0.8017925404106596]","[0.7593283582089553, 0.7630597014925373, 0.748134328358209, 0.7555970149253731, 0.7574074074074074, 0.7593283582089553, 0.7033582089552239, 0.7425373134328358, 0.7667910447761195, 0.7705223880597015]","[0.7644350204988365, 0.7672367805931136, 0.7524421147363685, 0.758799328714681, 0.7627449907909132, 0.7634355146973179, 0.7042973558808097, 0.7469303740133258, 0.7691357587225459, 0.7754699334141403]","[0.8067513373828573, 0.808359134984639, 0.7989256247047705, 0.7813789655485867, 0.7924533009030126, 0.7898164800165419, 0.789539849813845, 0.7844166182504404, 0.8022568769183908, 0.8017925404106596]","[0.7593283582089553, 0.7630597014925373, 0.7481343283582089, 0.7555970149253731, 0.7574074074074074, 0.7593283582089553, 0.7033582089552238, 0.7425373134328358, 0.7667910447761194, 0.7705223880597015]","[0.7644350204988365, 0.7672367805931137, 0.7524421147363684, 0.7587993287146811, 0.7627449907909131, 0.7634355146973179, 0.7042973558808097, 0.7469303740133257, 0.7691357587225459, 0.7754699334141402]","[array([[ 92,  39,   0,   3],
       [  9, 123,   0,   2],
       [  0,  33,  88,  13],
       [  0,  19,  11, 104]]), array([[ 86,  46,   0,   2],
       [  7, 122,   0,   5],
       [  0,  30,  92,  12],
       [  0,  12,  13, 109]]), array([[ 86,  46,   0,   2],
       [  5, 126,   0,   3],
       [  0,  35,  91,   8],
       [  1,  13,  22,  98]]), array([[ 98,  32,   0,   4],
       [ 15, 117,   0,   2],
       [  0,  32,  92,  10],
       [  1,  12,  23,  98]]), array([[ 98,  34,   0,   3],
       [ 15, 117,   0,   3],
       [  0,  35,  91,   9],
       [  0,  16,  16, 103]]), array([[ 97,  30,   0,   7],
       [ 12, 118,   0,   4],
       [  0,  34,  95,   5],
       [  0,  15,  22,  97]]), array([[ 63,  68,   0,   3],
       [  2, 129,   0,   3],
       [  0,  36,  87,  11],
       [  0,  17,  19,  98]]), array([[ 88,  42,   0,   4],
       [  9, 120,   0,   5],
       [  0,  33,  90,  11],
       [  0,  15,  19, 100]]), array([[ 90,  40,   0,   4],
       [  8, 123,   0,   3],
       [  0,  23, 106,   5],
       [  0,  14,  28,  92]]), array([[ 99,  34,   0,   1],
       [ 12, 117,   0,   5],
       [  0,  28, 100,   6],
       [  1,  16,  20,  97]])]","[0.7391304347826086, 0.6739130434782609, 0.6304347826086957, 0.6739130434782609, 0.6, 0.6888888888888889, 0.6, 0.6888888888888889, 0.7111111111111111, 0.6]","[0.7391304347826086, 0.6739130434782609, 0.6304347826086957, 0.6739130434782609, 0.6, 0.6888888888888889, 0.6, 0.6888888888888889, 0.7111111111111111, 0.6]","[0.7391304347826086, 0.6739130434782609, 0.6304347826086957, 0.6739130434782609, 0.6, 0.6888888888888889, 0.6, 0.6888888888888889, 0.7111111111111111, 0.6]","[0.7391304347826086, 0.6739130434782609, 0.6304347826086957, 0.6739130434782609, 0.6, 0.6888888888888889, 0.6, 0.6888888888888889, 0.7111111111111111, 0.6]","[0.7462121212121212, 0.7030637254901961, 0.7155969030969032, 0.7493697478991597, 0.6658549783549784, 0.7758928571428572, 0.6409722222222223, 0.7166666666666667, 0.7694327731092436, 0.6091911764705882]","[0.7444444444444444, 0.6680555555555556, 0.6265151515151516, 0.6651515151515152, 0.6038961038961039, 0.6785353535353535, 0.5876262626262627, 0.6863636363636363, 0.7335858585858586, 0.5876262626262627]","[0.7354565724130941, 0.6538461538461539, 0.6135241596638655, 0.6764276591862799, 0.5830560271646859, 0.6837674210339745, 0.5685185185185185, 0.686598440545809, 0.7125582750582751, 0.5672542735042736]","[0.7745388669301712, 0.7261295822676896, 0.7305357685792468, 0.7544208987943002, 0.6812650312650311, 0.8024603174603173, 0.6666666666666666, 0.7466666666666667, 0.8036414565826331, 0.6345751633986928]","[0.7391304347826086, 0.6739130434782609, 0.6304347826086957, 0.6739130434782609, 0.6, 0.6888888888888889, 0.6, 0.6888888888888889, 0.7111111111111111, 0.6]","[0.746453924147686, 0.6725752508361204, 0.6275986481549142, 0.6872198821224308, 0.5911609130352763, 0.70548621346584, 0.5916049382716049, 0.7037686809616633, 0.7178580678580679, 0.5894824311490978]","[array([[10,  2,  0,  0],
       [ 1,  7,  0,  1],
       [ 0,  3,  7,  0],
       [ 0,  0,  5, 10]]), array([[ 7,  4,  0,  1],
       [ 1,  8,  0,  0],
       [ 0,  4,  4,  2],
       [ 0,  1,  2, 12]]), array([[ 3,  8,  0,  0],
       [ 1,  9,  0,  0],
       [ 0,  2,  6,  2],
       [ 0,  3,  1, 11]]), array([[ 8,  3,  0,  0],
       [ 2,  7,  0,  1],
       [ 0,  3,  5,  2],
       [ 0,  4,  0, 11]]), array([[3, 8, 0, 0],
       [1, 9, 0, 0],
       [0, 2, 6, 2],
       [0, 2, 3, 9]]), array([[ 7,  4,  0,  0],
       [ 1,  9,  0,  0],
       [ 0,  5,  4,  0],
       [ 0,  3,  1, 11]]), array([[ 3,  8,  0,  0],
       [ 1,  7,  0,  1],
       [ 0,  3,  5,  2],
       [ 0,  0,  3, 12]]), array([[ 6,  5,  0,  0],
       [ 2,  6,  0,  1],
       [ 0,  2,  8,  0],
       [ 0,  2,  2, 11]]), array([[6, 5, 0, 0],
       [1, 8, 0, 0],
       [0, 1, 9, 0],
       [0, 3, 3, 9]]), array([[ 3,  5,  0,  3],
       [ 2,  7,  0,  0],
       [ 0,  5,  5,  0],
       [ 0,  0,  3, 12]])]"
