min_samples_split value,Train_Accuracy,Train_Precision_micro,Train_Recall_micro,Train_f1_micro,Train_Precision_macro,Train_Recall_macro,Train_f1_macro,Train_Precision_weighted,Train_Recall_weighted,Train_f1_weighted,Train_Confusion_Matrix,Test_Accuracy,Test_Precision_micro,Test_Recall_micro,Test_f1_micro,Test_Precision_macro,Test_Recall_macro,Test_f1_macro,Test_Precision_weighted,Test_Recall_weighted,Test_f1_weighted,Test_Confusion_Matrix
2,"[0.899343544857768, 0.9102844638949672, 0.9148471615720524, 0.9279475982532751, 0.9043478260869565, 0.9215686274509803, 0.9323144104803494, 0.9039301310043668, 0.9279475982532751, 0.9126637554585153]","[0.899343544857768, 0.9102844638949672, 0.9148471615720524, 0.9279475982532751, 0.9043478260869565, 0.9215686274509803, 0.9323144104803494, 0.9039301310043668, 0.9279475982532751, 0.9126637554585153]","[0.899343544857768, 0.9102844638949672, 0.9148471615720524, 0.9279475982532751, 0.9043478260869565, 0.9215686274509803, 0.9323144104803494, 0.9039301310043668, 0.9279475982532751, 0.9126637554585153]","[0.899343544857768, 0.9102844638949672, 0.9148471615720524, 0.9279475982532751, 0.9043478260869565, 0.9215686274509803, 0.9323144104803494, 0.9039301310043668, 0.9279475982532751, 0.9126637554585153]","[0.902311107785178, 0.9083078811707432, 0.9140239711194935, 0.9307359307359307, 0.9010940129702744, 0.9185379893584228, 0.9272885197071137, 0.9013707204354527, 0.9270850164573645, 0.9104001733033991]","[0.8943040415898038, 0.9109026496729834, 0.9125952864446263, 0.9215689408115724, 0.9036703295797746, 0.9249248805477562, 0.9337901381954395, 0.908868924373571, 0.9281721606673496, 0.9145028832918509]","[0.8977869241398817, 0.9081190152281288, 0.9129768253522798, 0.924827513298162, 0.9016984512924966, 0.9203346022843716, 0.9297135546031294, 0.9030945143508815, 0.927599691562018, 0.9118236024709977]","[0.8999283759936112, 0.9139116455331898, 0.9156300871825185, 0.9295809721573914, 0.9061047118856496, 0.9244686255734638, 0.9346641372596065, 0.9087634356371698, 0.9279912695632326, 0.9141982972029458]","[0.899343544857768, 0.9102844638949672, 0.9148471615720524, 0.9279475982532751, 0.9043478260869565, 0.9215686274509803, 0.9323144104803494, 0.9039301310043668, 0.9279475982532751, 0.9126637554585153]","[0.8991591624367911, 0.9106502166339151, 0.9149339220739333, 0.927623345518089, 0.9044889589057367, 0.9215715857084494, 0.9326894002837309, 0.9043083402922534, 0.9279420663805485, 0.9127800008692991]","[array([[ 88,  10,   0,   2],
       [  3, 125,   1,   5],
       [  4,   0,  76,   9],
       [  1,   5,   6, 122]]), array([[ 95,   5,   0,   0],
       [ 13, 117,   2,   2],
       [  3,   0,  79,   7],
       [  3,   0,   6, 125]]), array([[ 94,   4,   2,   1],
       [  7, 124,   0,   3],
       [  1,   0,  78,  10],
       [  4,   2,   5, 123]]), array([[ 95,   3,   0,   3],
       [  5, 126,   0,   3],
       [  4,   2,  75,   8],
       [  1,   1,   3, 129]]), array([[ 91,   8,   2,   0],
       [  3, 127,   0,   5],
       [  6,   2,  80,   1],
       [  1,   4,  12, 118]]), array([[ 97,   3,   1,   0],
       [  6, 126,   1,   1],
       [  4,   0,  84,   2],
       [  3,   6,   9, 116]]), array([[ 95,   4,   2,   0],
       [  5, 127,   2,   0],
       [  2,   0,  84,   3],
       [  4,   1,   8, 121]]), array([[ 97,   0,   2,   2],
       [ 12, 116,   1,   5],
       [  2,   0,  82,   5],
       [  3,   2,  10, 119]]), array([[ 95,   4,   0,   2],
       [  5, 124,   2,   3],
       [  3,   0,  82,   4],
       [  0,   5,   5, 124]]), array([[ 94,   6,   0,   1],
       [  7, 124,   0,   3],
       [  4,   1,  82,   2],
       [  3,   4,   9, 118]])]","[0.6086956521739131, 0.6086956521739131, 0.5652173913043478, 0.6739130434782609, 0.6, 0.7777777777777778, 0.6666666666666666, 0.8444444444444444, 0.7777777777777778, 0.6222222222222222]","[0.6086956521739131, 0.6086956521739131, 0.5652173913043478, 0.6739130434782609, 0.6, 0.7777777777777778, 0.6666666666666666, 0.8444444444444444, 0.7777777777777778, 0.6222222222222222]","[0.6086956521739131, 0.6086956521739131, 0.5652173913043478, 0.6739130434782609, 0.6, 0.7777777777777778, 0.6666666666666666, 0.8444444444444444, 0.7777777777777778, 0.6222222222222222]","[0.6086956521739131, 0.6086956521739131, 0.5652173913043478, 0.6739130434782609, 0.6, 0.7777777777777778, 0.6666666666666666, 0.8444444444444444, 0.7777777777777778, 0.6222222222222222]","[0.608479020979021, 0.6041666666666666, 0.55625, 0.7559523809523809, 0.60506993006993, 0.7716783216783218, 0.648611111111111, 0.8456959706959706, 0.7732905982905983, 0.6064935064935065]","[0.6194444444444445, 0.5847222222222221, 0.5553030303030303, 0.6484848484848484, 0.6113636363636363, 0.779040404040404, 0.6474747474747475, 0.8295454545454546, 0.7800505050505051, 0.6131313131313132]","[0.604978354978355, 0.5842304625199362, 0.5553379416282641, 0.6634722222222222, 0.6010375494071146, 0.7732968785600365, 0.6475166410650282, 0.8333333333333333, 0.7731829573934836, 0.6012626262626263]","[0.6250152021891152, 0.6123188405797101, 0.5625, 0.7370600414078675, 0.612183372183372, 0.7868842268842269, 0.6633333333333333, 0.8517704517704517, 0.7829249762583095, 0.6231842231842232]","[0.6086956521739131, 0.6086956521739131, 0.5652173913043478, 0.6739130434782609, 0.6, 0.7777777777777778, 0.6666666666666666, 0.8444444444444444, 0.7777777777777778, 0.6222222222222222]","[0.6084133258046301, 0.6009985437903058, 0.5633807520203031, 0.6693478260869565, 0.5982286634460547, 0.7800612642717906, 0.6644137224782386, 0.8444444444444444, 0.7767195767195767, 0.614702581369248]","[array([[6, 6, 0, 0],
       [1, 7, 0, 1],
       [2, 0, 6, 2],
       [1, 0, 5, 9]]), array([[ 7,  4,  0,  1],
       [ 4,  5,  0,  0],
       [ 1,  0,  4,  5],
       [ 0,  1,  2, 12]]), array([[ 5,  3,  3,  0],
       [ 2,  7,  0,  1],
       [ 1,  0,  4,  5],
       [ 2,  0,  3, 10]]), array([[ 8,  1,  0,  2],
       [ 4,  5,  0,  1],
       [ 0,  0,  5,  5],
       [ 2,  0,  0, 13]]), array([[6, 4, 1, 0],
       [2, 7, 0, 1],
       [1, 0, 7, 2],
       [2, 0, 5, 7]]), array([[ 8,  3,  0,  0],
       [ 3,  7,  0,  0],
       [ 0,  0,  8,  1],
       [ 0,  1,  2, 12]]), array([[ 6,  4,  1,  0],
       [ 3,  4,  0,  2],
       [ 0,  0,  8,  2],
       [ 1,  1,  1, 12]]), array([[ 9,  1,  1,  0],
       [ 3,  6,  0,  0],
       [ 0,  0,  9,  1],
       [ 1,  0,  0, 14]]), array([[10,  1,  0,  0],
       [ 2,  7,  0,  0],
       [ 1,  0,  7,  2],
       [ 0,  2,  2, 11]]), array([[ 4,  5,  1,  1],
       [ 3,  5,  0,  1],
       [ 0,  0,  8,  2],
       [ 0,  1,  3, 11]])]"
4,"[0.9015317286652079, 0.9321663019693655, 0.9192139737991266, 0.9213973799126638, 0.9152173913043479, 0.9019607843137255, 0.9323144104803494, 0.9192139737991266, 0.9061135371179039, 0.9082969432314411]","[0.9015317286652079, 0.9321663019693655, 0.9192139737991266, 0.9213973799126638, 0.9152173913043479, 0.9019607843137255, 0.9323144104803494, 0.9192139737991266, 0.9061135371179039, 0.9082969432314411]","[0.9015317286652079, 0.9321663019693655, 0.9192139737991266, 0.9213973799126638, 0.9152173913043479, 0.9019607843137255, 0.9323144104803494, 0.9192139737991266, 0.9061135371179039, 0.9082969432314411]","[0.9015317286652079, 0.9321663019693655, 0.9192139737991266, 0.9213973799126638, 0.9152173913043479, 0.9019607843137255, 0.9323144104803494, 0.9192139737991266, 0.9061135371179039, 0.9082969432314411]","[0.899416373015987, 0.92937864976703, 0.9185603074181617, 0.9185517632468809, 0.9111165156108977, 0.8995969446245078, 0.9288650618161614, 0.9161352668966694, 0.9051289384880876, 0.906085552981652]","[0.9002683213147745, 0.9308280228073117, 0.915717053845247, 0.9245196865821078, 0.9147556890520513, 0.9035733050917032, 0.9306843521850089, 0.91915658109497, 0.9075709034093079, 0.9113811158912302]","[0.8996526410466357, 0.9298200908520066, 0.916960507566064, 0.9197215319771403, 0.9122411912657253, 0.8999764216525871, 0.9295576438698991, 0.9173389515497491, 0.9053439426966676, 0.9074650475039545]","[0.9018454173125819, 0.9325419688456039, 0.9191396764955421, 0.9252775280656754, 0.9167532467532468, 0.9058143969160805, 0.9333147790119647, 0.9198348299415253, 0.9076761757962756, 0.9118174800190283]","[0.9015317286652079, 0.9321663019693655, 0.9192139737991266, 0.9213973799126638, 0.9152173913043479, 0.9019607843137255, 0.9323144104803494, 0.9192139737991266, 0.9061135371179039, 0.9082969432314411]","[0.9014725725892939, 0.9320928313965428, 0.9190164874830413, 0.921475594959469, 0.9152934196408904, 0.9023581714638492, 0.9325983603579021, 0.9192061278486282, 0.905951459619449, 0.908817630490055]","[array([[ 90,   8,   1,   1],
       [  5, 125,   1,   3],
       [  4,   0,  79,   6],
       [  3,   5,   8, 118]]), array([[ 97,   3,   0,   0],
       [  5, 125,   2,   2],
       [  3,   0,  79,   7],
       [  1,   2,   6, 125]]), array([[ 93,   5,   2,   1],
       [  4, 128,   0,   2],
       [  1,   2,  78,   8],
       [  4,   3,   5, 122]]), array([[ 92,   6,   2,   1],
       [  5, 128,   1,   0],
       [  2,   1,  86,   0],
       [  4,   4,  10, 116]]), array([[ 97,   3,   0,   1],
       [  6, 125,   2,   2],
       [  6,   3,  78,   2],
       [  1,   4,   9, 121]]), array([[ 97,   3,   0,   1],
       [ 11, 119,   2,   2],
       [  4,   1,  79,   6],
       [  5,   2,   8, 119]]), array([[ 93,   6,   2,   0],
       [  7, 127,   0,   0],
       [  3,   0,  82,   4],
       [  3,   1,   5, 125]]), array([[ 94,   5,   1,   1],
       [  5, 127,   0,   2],
       [  3,   0,  81,   5],
       [  4,   3,   8, 119]]), array([[ 98,   2,   0,   1],
       [ 10, 121,   1,   2],
       [  2,   4,  78,   5],
       [  3,   6,   7, 118]]), array([[ 95,   5,   0,   1],
       [ 12, 120,   0,   2],
       [  4,   1,  82,   2],
       [  3,   3,   9, 119]])]","[0.6521739130434783, 0.6739130434782609, 0.5869565217391305, 0.6304347826086957, 0.6666666666666666, 0.6888888888888889, 0.6666666666666666, 0.7111111111111111, 0.6666666666666666, 0.6666666666666666]","[0.6521739130434783, 0.6739130434782609, 0.5869565217391305, 0.6304347826086957, 0.6666666666666666, 0.6888888888888889, 0.6666666666666666, 0.7111111111111111, 0.6666666666666666, 0.6666666666666666]","[0.6521739130434783, 0.6739130434782609, 0.5869565217391305, 0.6304347826086957, 0.6666666666666666, 0.6888888888888889, 0.6666666666666666, 0.7111111111111111, 0.6666666666666666, 0.6666666666666666]","[0.6521739130434783, 0.6739130434782609, 0.5869565217391305, 0.6304347826086957, 0.6666666666666666, 0.6888888888888889, 0.6666666666666666, 0.7111111111111111, 0.6666666666666666, 0.6666666666666666]","[0.6548951048951048, 0.6785714285714285, 0.5836309523809524, 0.6452380952380953, 0.6721611721611721, 0.693070818070818, 0.6570261437908497, 0.7154304029304029, 0.6562791783380018, 0.6519841269841269]","[0.6652777777777777, 0.6472222222222221, 0.5825757575757575, 0.6174242424242424, 0.6626623376623377, 0.6853535353535354, 0.6452020202020202, 0.704040404040404, 0.6308080808080807, 0.6585858585858586]","[0.6544203165255796, 0.648253367003367, 0.5664373814041745, 0.6229022783202349, 0.6598955238661122, 0.6736874236874237, 0.6494883040935673, 0.7005334138486312, 0.6367664819551009, 0.6532193859780067]","[0.6634083307996351, 0.6759834368530021, 0.589932712215321, 0.6509316770186335, 0.6778184778184778, 0.7140415140415141, 0.6681336238198984, 0.7355921855921855, 0.6760971055088701, 0.6678306878306878]","[0.6521739130434783, 0.6739130434782609, 0.5869565217391305, 0.6304347826086957, 0.6666666666666666, 0.6888888888888889, 0.6666666666666666, 0.7111111111111111, 0.6666666666666666, 0.6666666666666666]","[0.6512368181018067, 0.6613691260430391, 0.5729106509363914, 0.6330699856073392, 0.6653803833542397, 0.68666395333062, 0.6655945419103314, 0.7141572732152441, 0.6649545325376528, 0.6652833756282033]","[array([[9, 3, 0, 0],
       [1, 7, 0, 1],
       [2, 0, 6, 2],
       [1, 0, 6, 8]]), array([[10,  1,  0,  1],
       [ 4,  5,  0,  0],
       [ 1,  0,  4,  5],
       [ 0,  1,  2, 12]]), array([[ 4,  4,  3,  0],
       [ 0,  9,  0,  1],
       [ 0,  1,  4,  5],
       [ 2,  0,  3, 10]]), array([[ 7,  2,  1,  1],
       [ 4,  5,  0,  1],
       [ 2,  0,  6,  2],
       [ 2,  0,  2, 11]]), array([[ 7,  3,  1,  0],
       [ 2,  8,  0,  0],
       [ 2,  0,  5,  3],
       [ 2,  1,  1, 10]]), array([[ 4,  7,  0,  0],
       [ 2,  8,  0,  0],
       [ 1,  0,  7,  1],
       [ 0,  1,  2, 12]]), array([[ 7,  3,  1,  0],
       [ 3,  4,  0,  2],
       [ 0,  0,  7,  3],
       [ 0,  2,  1, 12]]), array([[ 8,  2,  1,  0],
       [ 4,  5,  0,  0],
       [ 1,  0,  8,  1],
       [ 0,  0,  4, 11]]), array([[ 6,  5,  0,  0],
       [ 5,  4,  0,  0],
       [ 1,  0,  6,  3],
       [ 0,  0,  1, 14]]), array([[ 6,  3,  1,  1],
       [ 4,  5,  0,  0],
       [ 0,  0,  8,  2],
       [ 0,  1,  3, 11]])]"
6,"[0.9146608315098468, 0.9234135667396062, 0.9279475982532751, 0.9301310043668122, 0.9260869565217391, 0.9106753812636166, 0.9279475982532751, 0.9126637554585153, 0.9082969432314411, 0.9170305676855895]","[0.9146608315098468, 0.9234135667396062, 0.9279475982532751, 0.9301310043668122, 0.9260869565217391, 0.9106753812636166, 0.9279475982532751, 0.9126637554585153, 0.9082969432314411, 0.9170305676855895]","[0.9146608315098468, 0.9234135667396062, 0.9279475982532751, 0.9301310043668122, 0.9260869565217391, 0.9106753812636166, 0.9279475982532751, 0.9126637554585153, 0.9082969432314411, 0.9170305676855895]","[0.9146608315098468, 0.9234135667396062, 0.9279475982532751, 0.9301310043668122, 0.9260869565217391, 0.9106753812636166, 0.9279475982532751, 0.9126637554585153, 0.9082969432314411, 0.9170305676855895]","[0.9159307736154808, 0.9218999507602159, 0.9285350964515666, 0.925919125551632, 0.9248719250359885, 0.9080139327153394, 0.9277742814184399, 0.9105312265304984, 0.9036647992530346, 0.9167374503044761]","[0.9114787019956397, 0.9208280228073118, 0.9256759505398805, 0.9297040910698483, 0.9259733089413811, 0.9104264157759059, 0.9253422093005879, 0.9147787179355199, 0.9048358026310765, 0.9176246506924717]","[0.9129417599345802, 0.9213260644227326, 0.9268987313618732, 0.9269287135983341, 0.9249458874458873, 0.908788082866256, 0.9263070470167949, 0.9117216739559423, 0.9042316005837572, 0.9159665919153586]","[0.9159950000239849, 0.9233465513104796, 0.9284396630288214, 0.9323915539476986, 0.9277248190498307, 0.9113419495137423, 0.9280056598791171, 0.9148563250650801, 0.9085144683783266, 0.9192701011111228]","[0.9146608315098468, 0.9234135667396062, 0.9279475982532751, 0.9301310043668122, 0.9260869565217391, 0.9106753812636166, 0.9279475982532751, 0.9126637554585153, 0.9082969432314411, 0.9170305676855895]","[0.9147075553717743, 0.9233487017301821, 0.9280057750202054, 0.930388327602421, 0.9264544513457557, 0.910580902213101, 0.9277362753664579, 0.9128160869089839, 0.9083880438094979, 0.9167464147871496]","[array([[ 93,   5,   0,   2],
       [  6, 125,   1,   2],
       [  4,   0,  77,   8],
       [  4,   4,   3, 123]]), array([[ 93,   7,   0,   0],
       [  4, 125,   2,   3],
       [  3,   0,  79,   7],
       [  1,   2,   6, 125]]), array([[ 94,   4,   2,   1],
       [  4, 126,   0,   4],
       [  1,   0,  80,   8],
       [  4,   2,   3, 125]]), array([[ 96,   3,   2,   0],
       [  2, 131,   0,   1],
       [  2,   2,  81,   4],
       [  0,   2,  14, 118]]), array([[ 94,   3,   1,   3],
       [  8, 124,   0,   3],
       [  4,   0,  82,   3],
       [  3,   2,   4, 126]]), array([[ 96,   4,   0,   1],
       [  7, 124,   2,   1],
       [  2,   3,  79,   6],
       [  3,   4,   8, 119]]), array([[ 95,   2,   2,   2],
       [  5, 129,   0,   0],
       [  1,   2,  79,   7],
       [  2,   6,   4, 122]]), array([[ 96,   3,   1,   1],
       [ 10, 123,   0,   1],
       [  2,   3,  81,   3],
       [  3,   5,   8, 118]]), array([[ 92,   6,   3,   0],
       [  7, 125,   0,   2],
       [  3,   0,  77,   9],
       [  0,   2,  10, 122]]), array([[ 93,   7,   0,   1],
       [  3, 130,   0,   1],
       [  4,   1,  82,   2],
       [  3,   7,   9, 115]])]","[0.6739130434782609, 0.6521739130434783, 0.6086956521739131, 0.6304347826086957, 0.6888888888888889, 0.7333333333333333, 0.7555555555555555, 0.6666666666666666, 0.6222222222222222, 0.7111111111111111]","[0.6739130434782609, 0.6521739130434783, 0.6086956521739131, 0.6304347826086957, 0.6888888888888889, 0.7333333333333333, 0.7555555555555555, 0.6666666666666666, 0.6222222222222222, 0.7111111111111111]","[0.6739130434782609, 0.6521739130434783, 0.6086956521739131, 0.6304347826086957, 0.6888888888888889, 0.7333333333333333, 0.7555555555555555, 0.6666666666666666, 0.6222222222222222, 0.7111111111111111]","[0.6739130434782609, 0.6521739130434783, 0.6086956521739131, 0.6304347826086957, 0.6888888888888889, 0.7333333333333333, 0.7555555555555555, 0.6666666666666666, 0.6222222222222222, 0.7111111111111111]","[0.6862179487179487, 0.6515151515151515, 0.5833333333333334, 0.627105614973262, 0.7035714285714286, 0.736698717948718, 0.7576388888888889, 0.660485347985348, 0.6215909090909091, 0.7083333333333333]","[0.6791666666666666, 0.6333333333333333, 0.5992424242424242, 0.621969696969697, 0.6831168831168831, 0.7224747474747475, 0.7340909090909091, 0.6535353535353535, 0.6257575757575757, 0.704040404040404]","[0.6706090745476935, 0.6307312252964428, 0.5797076023391813, 0.6201206140350877, 0.6850420168067227, 0.7247229326513215, 0.7394603934077618, 0.648450080515298, 0.6200159489633174, 0.7016363977102358]","[0.6992474916387958, 0.6587615283267457, 0.5978260869565217, 0.6292286677516856, 0.7031746031746031, 0.7465099715099714, 0.7638271604938272, 0.6882173382173382, 0.6366666666666666, 0.7158730158730159]","[0.6739130434782609, 0.6521739130434783, 0.6086956521739131, 0.6304347826086957, 0.6888888888888889, 0.7333333333333333, 0.7555555555555555, 0.6666666666666666, 0.6222222222222222, 0.7111111111111111]","[0.6727850056216564, 0.6447155868705964, 0.5929570302568014, 0.6254052250190694, 0.6884183006535948, 0.7355271383915885, 0.7530946895859176, 0.6687869028448739, 0.6253056884635833, 0.7095380340132964]","[array([[11,  1,  0,  0],
       [ 2,  6,  1,  0],
       [ 1,  1,  6,  2],
       [ 1,  0,  6,  8]]), array([[ 8,  3,  0,  1],
       [ 3,  6,  0,  0],
       [ 0,  1,  4,  5],
       [ 0,  1,  2, 12]]), array([[ 4,  5,  2,  0],
       [ 1,  9,  0,  0],
       [ 1,  1,  4,  4],
       [ 2,  0,  2, 11]]), array([[ 5,  3,  1,  2],
       [ 3,  6,  0,  1],
       [ 0,  0,  7,  3],
       [ 0,  1,  3, 11]]), array([[ 9,  1,  1,  0],
       [ 4,  6,  0,  0],
       [ 0,  0,  6,  4],
       [ 1,  0,  3, 10]]), array([[ 6,  5,  0,  0],
       [ 3,  7,  0,  0],
       [ 0,  0,  7,  2],
       [ 0,  1,  1, 13]]), array([[ 7,  3,  1,  0],
       [ 1,  6,  0,  2],
       [ 1,  0,  7,  2],
       [ 0,  1,  0, 14]]), array([[ 7,  3,  1,  0],
       [ 5,  4,  0,  0],
       [ 1,  0,  8,  1],
       [ 0,  0,  4, 11]]), array([[7, 3, 1, 0],
       [3, 6, 0, 0],
       [1, 0, 6, 3],
       [0, 1, 5, 9]]), array([[ 8,  1,  1,  1],
       [ 4,  5,  0,  0],
       [ 0,  0,  8,  2],
       [ 0,  1,  3, 11]])]"
8,"[0.8949671772428884, 0.9234135667396062, 0.9279475982532751, 0.9170305676855895, 0.8978260869565218, 0.9106753812636166, 0.9279475982532751, 0.9170305676855895, 0.9039301310043668, 0.9082969432314411]","[0.8949671772428884, 0.9234135667396062, 0.9279475982532751, 0.9170305676855895, 0.8978260869565218, 0.9106753812636166, 0.9279475982532751, 0.9170305676855895, 0.9039301310043668, 0.9082969432314411]","[0.8949671772428884, 0.9234135667396062, 0.9279475982532751, 0.9170305676855895, 0.8978260869565218, 0.9106753812636166, 0.9279475982532751, 0.9170305676855895, 0.9039301310043668, 0.9082969432314411]","[0.8949671772428884, 0.9234135667396062, 0.9279475982532751, 0.9170305676855895, 0.8978260869565218, 0.9106753812636166, 0.9279475982532751, 0.9170305676855895, 0.9039301310043668, 0.9082969432314411]","[0.894695002454964, 0.922433855116411, 0.9297830468688124, 0.9168537139984982, 0.8934741297090081, 0.9093443005323527, 0.9230239480083176, 0.9159631262649525, 0.9027206205275259, 0.9074935633769945]","[0.8927846721448935, 0.9201936944491028, 0.9244567987739576, 0.9129659716768256, 0.9025226305402075, 0.9061638999720868, 0.9266771742577578, 0.9170150748095101, 0.8983324145763562, 0.9111052812475613]","[0.893136834766674, 0.9212629378445681, 0.9266993071817746, 0.9146742417231931, 0.8957095521770833, 0.907374742064811, 0.9246303539309779, 0.9161304734111516, 0.9003270791075051, 0.9084436321741142]","[0.8965172658090574, 0.9233403014899769, 0.9286989198221532, 0.9172453350010212, 0.9033385526686273, 0.9110259826529892, 0.928873812235922, 0.917683896258605, 0.9038346982935375, 0.9099249874735219]","[0.8949671772428884, 0.9234135667396062, 0.9279475982532751, 0.9170305676855895, 0.8978260869565218, 0.9106753812636166, 0.9279475982532751, 0.9170305676855895, 0.9039301310043668, 0.9082969432314411]","[0.8951823251103388, 0.9233304627621729, 0.9278854111454226, 0.9169074623891887, 0.8983192610945744, 0.9105329081824982, 0.9282024829529693, 0.9169954593555815, 0.9037008069302107, 0.9081667410190721]","[array([[ 90,   8,   0,   2],
       [  9, 123,   1,   1],
       [  4,   2,  77,   6],
       [  4,   5,   6, 119]]), array([[ 92,   8,   0,   0],
       [  3, 126,   2,   3],
       [  2,   1,  79,   7],
       [  2,   1,   6, 125]]), array([[ 92,   5,   2,   2],
       [  4, 129,   0,   1],
       [  2,   3,  80,   4],
       [  1,   6,   3, 124]]), array([[ 90,   9,   1,   1],
       [  3, 127,   1,   3],
       [  3,   0,  79,   7],
       [  0,   3,   7, 124]]), array([[ 95,   4,   2,   0],
       [  9, 122,   1,   3],
       [  5,   1,  82,   1],
       [  3,   4,  14, 114]]), array([[ 92,   6,   0,   3],
       [  6, 126,   1,   1],
       [  4,   3,  77,   6],
       [  3,   2,   6, 123]]), array([[ 91,   4,   4,   2],
       [  8, 124,   2,   0],
       [  2,   0,  83,   4],
       [  2,   1,   4, 127]]), array([[ 92,   7,   0,   2],
       [  3, 127,   1,   3],
       [  3,   0,  82,   4],
       [  0,   5,  10, 119]]), array([[ 89,   9,   2,   1],
       [  3, 126,   0,   5],
       [  4,   0,  76,   9],
       [  3,   1,   7, 123]]), array([[ 93,   7,   0,   1],
       [  6, 125,   0,   3],
       [  2,   2,  83,   2],
       [  3,   6,  10, 115]])]","[0.6304347826086957, 0.7391304347826086, 0.5, 0.7391304347826086, 0.5555555555555556, 0.7111111111111111, 0.6222222222222222, 0.5777777777777777, 0.7555555555555555, 0.7111111111111111]","[0.6304347826086957, 0.7391304347826086, 0.5, 0.7391304347826086, 0.5555555555555556, 0.7111111111111111, 0.6222222222222222, 0.5777777777777777, 0.7555555555555555, 0.7111111111111111]","[0.6304347826086957, 0.7391304347826086, 0.5, 0.7391304347826086, 0.5555555555555556, 0.7111111111111111, 0.6222222222222222, 0.5777777777777777, 0.7555555555555555, 0.7111111111111111]","[0.6304347826086957, 0.7391304347826086, 0.5, 0.7391304347826086, 0.5555555555555556, 0.7111111111111111, 0.6222222222222222, 0.5777777777777777, 0.7555555555555555, 0.7111111111111111]","[0.6561004784688995, 0.7458333333333332, 0.4757518796992481, 0.7539321789321789, 0.5695901320901321, 0.7007211538461539, 0.60625, 0.5795454545454546, 0.7523809523809524, 0.7125097125097125]","[0.6125, 0.7375, 0.4659090909090909, 0.7257575757575757, 0.5636363636363636, 0.692929292929293, 0.6080808080808081, 0.5863636363636363, 0.7378787878787879, 0.7202020202020202]","[0.6023277797471346, 0.7256493506493507, 0.4643557422969188, 0.7325311942959003, 0.5559006211180124, 0.6933375500737929, 0.6019936204146731, 0.5771380793119923, 0.7398039215686274, 0.7103896103896103]","[0.6609111712086541, 0.743840579710145, 0.4910428244524354, 0.7479296066252588, 0.584697401364068, 0.7073717948717949, 0.6253703703703704, 0.594949494949495, 0.7626984126984127, 0.7219545886212553]","[0.6304347826086957, 0.7391304347826086, 0.5, 0.7391304347826086, 0.5555555555555556, 0.7111111111111111, 0.6222222222222222, 0.5777777777777777, 0.7555555555555555, 0.7111111111111111]","[0.6170491500084768, 0.7269904009034444, 0.48879551820728295, 0.7364566379911648, 0.5579020013802622, 0.7060041698877879, 0.6189261031366294, 0.5796485639963902, 0.7542135076252723, 0.7108225108225109]","[array([[11,  1,  0,  0],
       [ 5,  3,  0,  1],
       [ 2,  0,  6,  2],
       [ 1,  0,  5,  9]]), array([[ 9,  2,  0,  1],
       [ 0,  9,  0,  0],
       [ 1,  0,  4,  5],
       [ 0,  1,  2, 12]]), array([[ 4,  5,  1,  1],
       [ 5,  3,  0,  2],
       [ 1,  1,  4,  4],
       [ 0,  1,  2, 12]]), array([[ 7,  1,  1,  2],
       [ 3,  6,  0,  1],
       [ 0,  0,  8,  2],
       [ 1,  0,  1, 13]]), array([[5, 5, 1, 0],
       [4, 6, 0, 0],
       [1, 0, 7, 2],
       [2, 0, 5, 7]]), array([[ 8,  3,  0,  0],
       [ 5,  4,  0,  1],
       [ 0,  0,  7,  2],
       [ 0,  1,  1, 13]]), array([[ 5,  4,  2,  0],
       [ 3,  4,  0,  2],
       [ 0,  0,  8,  2],
       [ 0,  2,  2, 11]]), array([[6, 5, 0, 0],
       [2, 6, 1, 0],
       [1, 0, 6, 3],
       [3, 0, 4, 8]]), array([[ 9,  2,  0,  0],
       [ 3,  6,  0,  0],
       [ 2,  0,  6,  2],
       [ 0,  0,  2, 13]]), array([[ 7,  3,  1,  0],
       [ 1,  7,  0,  1],
       [ 0,  0,  8,  2],
       [ 1,  1,  3, 10]])]"
