min_samples_split value,Train_Accuracy,Train_Precision_micro,Train_Recall_micro,Train_f1_micro,Train_Precision_macro,Train_Recall_macro,Train_f1_macro,Train_Precision_weighted,Train_Recall_weighted,Train_f1_weighted,Train_Confusion_Matrix,Test_Accuracy,Test_Precision_micro,Test_Recall_micro,Test_f1_micro,Test_Precision_macro,Test_Recall_macro,Test_f1_macro,Test_Precision_weighted,Test_Recall_weighted,Test_f1_weighted,Test_Confusion_Matrix
2,"[0.9061135371179039, 0.9194630872483222, 0.915948275862069, 0.922077922077922, 0.9122807017543859, 0.9067245119305857, 0.9285714285714286, 0.9130434782608695, 0.8913043478260869, 0.9168539325842696]","[0.9061135371179039, 0.9194630872483222, 0.915948275862069, 0.922077922077922, 0.9122807017543859, 0.9067245119305857, 0.9285714285714286, 0.9130434782608695, 0.8913043478260869, 0.9168539325842696]","[0.9061135371179039, 0.9194630872483222, 0.915948275862069, 0.922077922077922, 0.9122807017543859, 0.9067245119305857, 0.9285714285714286, 0.9130434782608695, 0.8913043478260869, 0.9168539325842696]","[0.9061135371179039, 0.9194630872483222, 0.915948275862069, 0.922077922077922, 0.9122807017543859, 0.9067245119305857, 0.9285714285714286, 0.9130434782608695, 0.8913043478260869, 0.9168539325842696]","[0.9101479461986293, 0.9205732026695953, 0.9185711756491264, 0.9213145123015448, 0.9092264446346595, 0.9023504791128337, 0.9277381756898564, 0.9092568458976651, 0.8951138482764911, 0.9167092681501174]","[0.9003947646287912, 0.9178927986021325, 0.9103829431660255, 0.9185244243168165, 0.911444723395632, 0.9092059238847501, 0.9224565622024583, 0.913558095002662, 0.8844151448492651, 0.9206081551396035]","[0.9035703906068355, 0.9189493599384779, 0.9139459691707701, 0.91910573178241, 0.9089356523278457, 0.9049991823050819, 0.9248371521323594, 0.9110825261599165, 0.88777515983195, 0.9170822611411965]","[0.9082299619472297, 0.9200484432557905, 0.9164449842204317, 0.9233065179449735, 0.9148986480254077, 0.9087960861027501, 0.9283857880632954, 0.9141131768042124, 0.893684966897919, 0.9203906352184604]","[0.9061135371179039, 0.9194630872483222, 0.915948275862069, 0.922077922077922, 0.9122807017543859, 0.9067245119305857, 0.9285714285714286, 0.9130434782608695, 0.8913043478260869, 0.9168539325842696]","[0.9058004096403565, 0.9194733488533259, 0.9157309122122386, 0.9218928157246672, 0.9122588029864003, 0.9070116000852009, 0.9282355296891307, 0.9132610580262285, 0.8906296267410139, 0.917076452280024]","[array([[ 93,   5,   1,   1],
       [  7, 124,   2,   2],
       [  4,   2,  73,  10],
       [  3,   6,   0, 125]]), array([[ 90,   7,   2,   1],
       [  4, 117,   0,   3],
       [  1,   1,  81,   6],
       [  0,   5,   6, 123]]), array([[ 91,   7,   2,   1],
       [  4, 133,   0,   3],
       [  1,   2,  77,   9],
       [  3,   4,   3, 124]]), array([[ 88,  11,   1,   1],
       [  2, 134,   0,   2],
       [  3,   0,  82,   4],
       [  0,   2,  10, 122]]), array([[ 99,   1,   0,   1],
       [  9, 117,   2,   3],
       [  7,   0,  76,   6],
       [  0,   3,   8, 124]]), array([[ 95,   3,   2,   1],
       [ 10, 122,   2,   2],
       [  1,   0,  82,   7],
       [  2,   3,  10, 119]]), array([[ 90,   7,   2,   2],
       [  2, 135,   0,   1],
       [  2,   0,  79,   8],
       [  4,   1,   4, 125]]), array([[ 92,   6,   1,   2],
       [  9, 126,   0,   1],
       [  2,   0,  82,   5],
       [  3,   2,   9, 120]]), array([[ 92,   7,   0,   2],
       [  6, 130,   0,   0],
       [  4,   6,  71,   8],
       [  3,   8,   6, 117]]), array([[ 97,   1,   2,   1],
       [ 14, 105,   0,   2],
       [  1,   0,  84,   4],
       [  3,   4,   5, 122]])]","[0.6521739130434783, 0.717391304347826, 0.5652173913043478, 0.6739130434782609, 0.7333333333333333, 0.6666666666666666, 0.6222222222222222, 0.6888888888888889, 0.6888888888888889, 0.5777777777777777]","[0.6521739130434783, 0.717391304347826, 0.5652173913043478, 0.6739130434782609, 0.7333333333333333, 0.6666666666666666, 0.6222222222222222, 0.6888888888888889, 0.6888888888888889, 0.5777777777777777]","[0.6521739130434783, 0.717391304347826, 0.5652173913043478, 0.6739130434782609, 0.7333333333333333, 0.6666666666666666, 0.6222222222222222, 0.6888888888888889, 0.6888888888888889, 0.5777777777777777]","[0.6521739130434783, 0.717391304347826, 0.5652173913043478, 0.6739130434782609, 0.7333333333333333, 0.6666666666666666, 0.6222222222222222, 0.6888888888888889, 0.6888888888888889, 0.5777777777777777]","[0.6465773809523809, 0.7371794871794872, 0.5260504201680672, 0.6722222222222222, 0.7336344211344211, 0.6682692307692308, 0.6079861111111111, 0.6879370629370629, 0.6879273504273504, 0.5957767722473605]","[0.6319444444444444, 0.7097222222222223, 0.5515151515151515, 0.6530303030303031, 0.7305194805194806, 0.6530303030303031, 0.6058080808080808, 0.6813131313131313, 0.6767676767676768, 0.5742424242424242]","[0.633264194970184, 0.7017045454545454, 0.5234436274509804, 0.6524044795783926, 0.730564333539162, 0.6575547214933405, 0.6063876088069636, 0.6789091249829631, 0.67506105006105, 0.5709985080988917]","[0.6596790890269151, 0.7399665551839465, 0.5370843989769821, 0.6739130434782609, 0.740296123629457, 0.691025641025641, 0.6202777777777778, 0.697069597069597, 0.7064957264957266, 0.5949388302329479]","[0.6521739130434783, 0.717391304347826, 0.5652173913043478, 0.6739130434782609, 0.7333333333333333, 0.6666666666666666, 0.6222222222222222, 0.6888888888888889, 0.6888888888888889, 0.5777777777777777]","[0.6502040333216851, 0.7089920948616601, 0.5371430093776641, 0.6642893968035746, 0.735345072288881, 0.6756391093987001, 0.6206861239119305, 0.6880184907546226, 0.6903947903947903, 0.572641375390736]","[array([[ 9,  3,  0,  0],
       [ 4,  4,  0,  1],
       [ 2,  0,  6,  2],
       [ 1,  0,  3, 11]]), array([[ 7,  4,  0,  1],
       [ 1,  8,  0,  0],
       [ 1,  0,  5,  4],
       [ 0,  1,  1, 13]]), array([[ 3,  6,  2,  0],
       [ 0,  9,  0,  1],
       [ 2,  0,  3,  5],
       [ 2,  0,  2, 11]]), array([[ 6,  2,  1,  2],
       [ 5,  4,  0,  1],
       [ 0,  0,  8,  2],
       [ 1,  0,  1, 13]]), array([[ 7,  3,  1,  0],
       [ 2,  8,  0,  0],
       [ 1,  0,  7,  2],
       [ 2,  0,  1, 11]]), array([[ 6,  5,  0,  0],
       [ 4,  6,  0,  0],
       [ 2,  0,  6,  1],
       [ 0,  1,  2, 12]]), array([[ 6,  4,  1,  0],
       [ 3,  4,  0,  2],
       [ 0,  0,  7,  3],
       [ 1,  1,  2, 11]]), array([[ 7,  2,  1,  1],
       [ 3,  5,  0,  1],
       [ 1,  0,  8,  1],
       [ 0,  0,  4, 11]]), array([[ 9,  2,  0,  0],
       [ 4,  5,  0,  0],
       [ 2,  0,  6,  2],
       [ 0,  2,  2, 11]]), array([[ 4,  2,  3,  2],
       [ 2,  6,  0,  1],
       [ 0,  0,  6,  4],
       [ 0,  1,  4, 10]])]"
4,"[0.9126637554585153, 0.9261744966442953, 0.9137931034482759, 0.9285714285714286, 0.8991228070175439, 0.9154013015184381, 0.9264069264069265, 0.9195652173913044, 0.9130434782608695, 0.9191011235955057]","[0.9126637554585153, 0.9261744966442953, 0.9137931034482759, 0.9285714285714286, 0.8991228070175439, 0.9154013015184381, 0.9264069264069265, 0.9195652173913044, 0.9130434782608695, 0.9191011235955057]","[0.9126637554585153, 0.9261744966442953, 0.9137931034482759, 0.9285714285714286, 0.8991228070175439, 0.9154013015184381, 0.9264069264069265, 0.9195652173913044, 0.9130434782608695, 0.9191011235955057]","[0.9126637554585153, 0.9261744966442953, 0.9137931034482759, 0.9285714285714286, 0.8991228070175439, 0.9154013015184381, 0.9264069264069265, 0.9195652173913044, 0.9130434782608695, 0.9191011235955057]","[0.9221885239506944, 0.9271484964657299, 0.9167815437727174, 0.9355338665363417, 0.8961521636525648, 0.9150599065558221, 0.9233522658156046, 0.9193995300292577, 0.915537070695735, 0.9191233528202004]","[0.9059917795541643, 0.9225872720486008, 0.9094026820508648, 0.9195648750833421, 0.901901686580586, 0.9118337162952468, 0.9260716260581137, 0.9164942817145255, 0.9105330553019099, 0.9215140222573475]","[0.9114227872723593, 0.923969928466868, 0.9120532128861959, 0.9253131878203463, 0.8976462342741411, 0.9123544761656015, 0.9237948600610641, 0.9175294078907106, 0.9116459947396507, 0.9193649541819293]","[0.9165959986672673, 0.927881024485326, 0.9152042687127788, 0.9307754421390785, 0.9022659602563937, 0.9168067903212772, 0.9287676786124314, 0.9200231231782813, 0.915573477184214, 0.9220005483823898]","[0.9126637554585153, 0.9261744966442953, 0.9137931034482759, 0.9285714285714286, 0.8991228070175439, 0.9154013015184381, 0.9264069264069265, 0.9195652173913044, 0.9130434782608695, 0.9191011235955057]","[0.9124065230867261, 0.9261962061941019, 0.9136617060897658, 0.9278102797635599, 0.899318217938169, 0.914983904870784, 0.9267372200106857, 0.9193304231577374, 0.9128267324452142, 0.9195819911415394]","[array([[ 93,   5,   0,   2],
       [  6, 124,   0,   5],
       [  4,   2,  73,  10],
       [  1,   5,   0, 128]]), array([[ 95,   3,   0,   2],
       [  7, 115,   0,   2],
       [  3,   0,  77,   9],
       [  2,   0,   5, 127]]), array([[ 94,   7,   0,   0],
       [  4, 133,   0,   3],
       [  3,   0,  76,  10],
       [  6,   4,   3, 121]]), array([[ 96,   4,   0,   1],
       [  2, 134,   0,   2],
       [  2,   2,  72,  13],
       [  1,   4,   2, 127]]), array([[ 97,   2,   1,   1],
       [ 12, 116,   3,   0],
       [  4,   2,  79,   4],
       [  1,   8,   8, 118]]), array([[ 95,   5,   0,   1],
       [  2, 132,   2,   0],
       [  5,   3,  77,   5],
       [  5,   6,   5, 118]]), array([[ 97,   2,   2,   0],
       [  8, 130,   0,   0],
       [  2,   0,  80,   7],
       [  6,   2,   5, 121]]), array([[ 91,   6,   1,   3],
       [  3, 132,   0,   1],
       [  2,   2,  80,   5],
       [  1,   5,   8, 120]]), array([[ 95,   6,   0,   0],
       [  4, 131,   0,   1],
       [  5,   3,  77,   4],
       [  2,   9,   6, 117]]), array([[ 95,   5,   0,   1],
       [  9, 111,   0,   1],
       [  4,   0,  83,   2],
       [  4,   5,   5, 120]])]","[0.6304347826086957, 0.6739130434782609, 0.6956521739130435, 0.6304347826086957, 0.4666666666666667, 0.6666666666666666, 0.5555555555555556, 0.6444444444444445, 0.6, 0.5555555555555556]","[0.6304347826086957, 0.6739130434782609, 0.6956521739130435, 0.6304347826086957, 0.4666666666666667, 0.6666666666666666, 0.5555555555555556, 0.6444444444444445, 0.6, 0.5555555555555556]","[0.6304347826086957, 0.6739130434782609, 0.6956521739130435, 0.6304347826086957, 0.4666666666666667, 0.6666666666666666, 0.5555555555555556, 0.6444444444444445, 0.6, 0.5555555555555556]","[0.6304347826086957, 0.6739130434782609, 0.6956521739130435, 0.6304347826086957, 0.4666666666666667, 0.6666666666666666, 0.5555555555555556, 0.6444444444444445, 0.6, 0.5555555555555556]","[0.6186813186813187, 0.693969298245614, 0.6923076923076923, 0.678030303030303, 0.4714646464646465, 0.6799242424242424, 0.5596153846153846, 0.6863970588235294, 0.600503663003663, 0.553409090909091]","[0.6083333333333333, 0.6361111111111111, 0.703030303030303, 0.6068181818181818, 0.47337662337662334, 0.647979797979798, 0.5674242424242424, 0.6702020202020202, 0.5752525252525253, 0.5469696969696969]","[0.6080357142857142, 0.6364145658263305, 0.6864661654135338, 0.6098847294499468, 0.46354913202739284, 0.6556695992179862, 0.5595238095238095, 0.6511992541740825, 0.575944170771757, 0.5460021020292667]","[0.6423793597706641, 0.6905034324942791, 0.7001114827201783, 0.663372859025033, 0.47883277216610554, 0.6833333333333333, 0.5617094017094016, 0.7073529411764706, 0.63001628001628, 0.5619191919191919]","[0.6304347826086957, 0.6739130434782609, 0.6956521739130435, 0.6304347826086957, 0.4666666666666667, 0.6666666666666666, 0.5555555555555556, 0.6444444444444445, 0.6, 0.5555555555555556]","[0.6308229813664596, 0.6559858726099135, 0.6876103301732592, 0.6159627085903078, 0.4626568278742192, 0.6681655262300423, 0.555026455026455, 0.644917177538586, 0.6044334975369459, 0.5546806083308631]","[array([[ 8,  4,  0,  0],
       [ 5,  3,  0,  1],
       [ 2,  0,  7,  1],
       [ 1,  0,  3, 11]]), array([[10,  1,  0,  1],
       [ 5,  4,  0,  0],
       [ 1,  0,  4,  5],
       [ 0,  1,  1, 13]]), array([[ 6,  5,  0,  0],
       [ 0, 10,  0,  0],
       [ 1,  0,  6,  3],
       [ 2,  0,  3, 10]]), array([[ 8,  1,  0,  2],
       [ 3,  6,  0,  1],
       [ 0,  0,  3,  7],
       [ 1,  1,  1, 12]]), array([[7, 2, 2, 0],
       [5, 5, 0, 0],
       [2, 0, 4, 4],
       [1, 3, 5, 5]]), array([[ 7,  4,  0,  0],
       [ 4,  6,  0,  0],
       [ 0,  0,  5,  4],
       [ 0,  2,  1, 12]]), array([[7, 3, 1, 0],
       [1, 6, 0, 2],
       [1, 0, 5, 4],
       [1, 3, 4, 7]]), array([[7, 3, 1, 0],
       [2, 7, 0, 0],
       [1, 0, 8, 1],
       [0, 0, 8, 7]]), array([[ 6,  4,  0,  1],
       [ 4,  5,  0,  0],
       [ 3,  2,  4,  1],
       [ 0,  1,  2, 12]]), array([[ 5,  3,  3,  0],
       [ 3,  6,  0,  0],
       [ 0,  0,  4,  6],
       [ 0,  1,  4, 10]])]"
6,"[0.9082969432314411, 0.9284116331096197, 0.9181034482758621, 0.9329004329004329, 0.918859649122807, 0.911062906724512, 0.9242424242424242, 0.9260869565217391, 0.9043478260869565, 0.9056179775280899]","[0.9082969432314411, 0.9284116331096197, 0.9181034482758621, 0.9329004329004329, 0.918859649122807, 0.911062906724512, 0.9242424242424242, 0.9260869565217391, 0.9043478260869565, 0.9056179775280899]","[0.9082969432314411, 0.9284116331096197, 0.9181034482758621, 0.9329004329004329, 0.918859649122807, 0.911062906724512, 0.9242424242424242, 0.9260869565217391, 0.9043478260869565, 0.9056179775280899]","[0.9082969432314411, 0.9284116331096197, 0.9181034482758621, 0.9329004329004329, 0.918859649122807, 0.911062906724512, 0.9242424242424242, 0.9260869565217391, 0.9043478260869565, 0.9056179775280899]","[0.9149664865946379, 0.9316353581059463, 0.9210035537279582, 0.9319573544060997, 0.9185969597164938, 0.9074833755916656, 0.9241526851290345, 0.9232884963295411, 0.9111195681717301, 0.9040837795845871]","[0.9000346426419712, 0.9226842680400102, 0.913249838525694, 0.9280166331349247, 0.9191282748653972, 0.9113377914832748, 0.9181697204748073, 0.9256375353800387, 0.8968892669618345, 0.9127572993528829]","[0.9053975085124517, 0.925726502453715, 0.916645915660694, 0.9297857256696607, 0.91791982625017, 0.9084875387251107, 0.9208291029640994, 0.9243803404136448, 0.9022000513131502, 0.9063832803753351]","[0.9109195512266042, 0.9303469775242378, 0.9186206699244515, 0.9327747460158959, 0.9213010632623584, 0.9130929996965255, 0.9241692240782597, 0.9263456527789753, 0.9076152840403385, 0.9096118877886017]","[0.9082969432314411, 0.9284116331096197, 0.9181034482758621, 0.9329004329004329, 0.918859649122807, 0.911062906724512, 0.9242424242424242, 0.9260869565217391, 0.9043478260869565, 0.9056179775280899]","[0.9077803027637885, 0.928099038066442, 0.9179100159225859, 0.932632824165388, 0.9192250416592526, 0.9112106361288642, 0.9238897878707568, 0.9261367528075685, 0.9041373103390927, 0.9055558796331163]","[array([[ 91,   7,   0,   2],
       [  5, 125,   1,   4],
       [  3,   1,  72,  13],
       [  1,   3,   2, 128]]), array([[ 94,   5,   0,   1],
       [  3, 120,   0,   1],
       [  5,   5,  75,   4],
       [  0,   5,   3, 126]]), array([[ 88,  10,   2,   1],
       [  2, 133,   0,   5],
       [  1,   0,  80,   8],
       [  4,   2,   3, 125]]), array([[ 93,   6,   1,   1],
       [  2, 135,   0,   1],
       [  3,   0,  79,   7],
       [  1,   3,   6, 124]]), array([[ 96,   4,   1,   0],
       [  9, 120,   0,   2],
       [  4,   0,  80,   5],
       [  4,   4,   4, 123]]), array([[ 97,   3,   0,   1],
       [  7, 125,   2,   2],
       [  5,   0,  79,   6],
       [  4,   3,   8, 119]]), array([[ 89,   8,   2,   2],
       [  3, 134,   0,   1],
       [  2,   0,  79,   8],
       [  3,   2,   4, 125]]), array([[ 95,   3,   1,   2],
       [  6, 126,   2,   2],
       [  2,   2,  81,   4],
       [  1,   3,   6, 124]]), array([[ 88,  10,   2,   1],
       [  3, 132,   0,   1],
       [  1,   6,  75,   7],
       [  2,   7,   4, 121]]), array([[ 96,   4,   1,   0],
       [ 11, 106,   0,   4],
       [  3,   0,  86,   0],
       [  3,   6,  10, 115]])]","[0.6304347826086957, 0.782608695652174, 0.6086956521739131, 0.717391304347826, 0.5555555555555556, 0.6888888888888889, 0.5777777777777777, 0.6444444444444445, 0.6, 0.6444444444444445]","[0.6304347826086957, 0.782608695652174, 0.6086956521739131, 0.717391304347826, 0.5555555555555556, 0.6888888888888889, 0.5777777777777777, 0.6444444444444445, 0.6, 0.6444444444444445]","[0.6304347826086957, 0.782608695652174, 0.6086956521739131, 0.717391304347826, 0.5555555555555556, 0.6888888888888889, 0.5777777777777777, 0.6444444444444445, 0.6, 0.6444444444444445]","[0.6304347826086957, 0.782608695652174, 0.6086956521739131, 0.717391304347826, 0.5555555555555556, 0.6888888888888889, 0.5777777777777777, 0.6444444444444445, 0.6, 0.6444444444444445]","[0.6178571428571429, 0.7867288961038961, 0.5833333333333334, 0.7266081871345029, 0.5436577311577311, 0.6869047619047619, 0.5552083333333333, 0.6463744588744589, 0.6113095238095237, 0.6411713286713286]","[0.6111111111111112, 0.7763888888888889, 0.5992424242424242, 0.703030303030303, 0.5493506493506494, 0.672979797979798, 0.5553030303030303, 0.6401515151515151, 0.603030303030303, 0.6446969696969697]","[0.6127212828451218, 0.7736480075901329, 0.5797076023391813, 0.7095975232198142, 0.5446570972886762, 0.6755559628543499, 0.5548003072196621, 0.6418450438646224, 0.5978533289746104, 0.6376623376623377]","[0.630952380952381, 0.7892257199322417, 0.5978260869565217, 0.7206966692092551, 0.5548907882241216, 0.6935978835978835, 0.5736111111111111, 0.652068302068302, 0.6305291005291005, 0.6580937580937581]","[0.6304347826086957, 0.782608695652174, 0.6086956521739131, 0.717391304347826, 0.5555555555555556, 0.6888888888888889, 0.5777777777777777, 0.6444444444444445, 0.6, 0.6444444444444445]","[0.62903693425971, 0.7791188845804803, 0.5929570302568014, 0.713205007403419, 0.5534999113946482, 0.6874416205061367, 0.5751834784092849, 0.6469299430583495, 0.6066034651847008, 0.6461760461760462]","[array([[ 8,  4,  0,  0],
       [ 3,  4,  0,  2],
       [ 2,  0,  6,  2],
       [ 1,  0,  3, 11]]), array([[ 9,  2,  0,  1],
       [ 1,  8,  0,  0],
       [ 2,  0,  6,  2],
       [ 0,  1,  1, 13]]), array([[ 4,  5,  2,  0],
       [ 1,  9,  0,  0],
       [ 1,  1,  4,  4],
       [ 2,  0,  2, 11]]), array([[ 6,  2,  1,  2],
       [ 2,  7,  0,  1],
       [ 0,  0,  7,  3],
       [ 1,  0,  1, 13]]), array([[5, 4, 1, 1],
       [6, 4, 0, 0],
       [0, 0, 7, 3],
       [0, 1, 4, 9]]), array([[ 7,  4,  0,  0],
       [ 3,  7,  0,  0],
       [ 0,  0,  5,  4],
       [ 0,  1,  2, 12]]), array([[ 5,  5,  1,  0],
       [ 4,  3,  0,  2],
       [ 0,  0,  7,  3],
       [ 1,  1,  2, 11]]), array([[ 8,  2,  1,  0],
       [ 3,  6,  0,  0],
       [ 1,  0,  5,  4],
       [ 0,  0,  5, 10]]), array([[6, 5, 0, 0],
       [2, 6, 0, 1],
       [1, 1, 6, 2],
       [1, 2, 3, 9]]), array([[ 6,  3,  2,  0],
       [ 2,  6,  0,  1],
       [ 0,  1,  7,  2],
       [ 1,  1,  3, 10]])]"
8,"[0.9082969432314411, 0.9239373601789709, 0.9202586206896551, 0.9242424242424242, 0.9122807017543859, 0.9023861171366594, 0.9155844155844156, 0.9217391304347826, 0.9195652173913044, 0.9213483146067416]","[0.9082969432314411, 0.9239373601789709, 0.9202586206896551, 0.9242424242424242, 0.9122807017543859, 0.9023861171366594, 0.9155844155844156, 0.9217391304347826, 0.9195652173913044, 0.9213483146067416]","[0.9082969432314411, 0.9239373601789709, 0.9202586206896551, 0.9242424242424242, 0.9122807017543859, 0.9023861171366594, 0.9155844155844156, 0.9217391304347826, 0.9195652173913044, 0.9213483146067416]","[0.9082969432314411, 0.9239373601789709, 0.9202586206896551, 0.9242424242424242, 0.9122807017543859, 0.9023861171366594, 0.9155844155844156, 0.9217391304347826, 0.9195652173913044, 0.9213483146067416]","[0.9045400428481235, 0.9208920819948576, 0.9156320161652447, 0.9221101964825121, 0.9104584574124914, 0.8989404003734499, 0.9142060958750424, 0.9177749060150375, 0.9192913720599938, 0.9198987842559705]","[0.9095256240644467, 0.9264140019366739, 0.9234396766860989, 0.9232664664507997, 0.9091773210828816, 0.900529210625189, 0.9135238795117363, 0.9244298385715991, 0.9169042641962848, 0.9262014015650036]","[0.9067076301736696, 0.9229219694052535, 0.9184795606979523, 0.9219942740697156, 0.9090224276061217, 0.8986556127644094, 0.9136728032844538, 0.9204452712663636, 0.9175757537795634, 0.9218255767571281]","[0.9092373511720937, 0.9255647962354839, 0.9228696502949693, 0.9263413216311241, 0.9137632631391212, 0.9047330518629134, 0.9160425316473781, 0.9233247180451127, 0.9201421958368602, 0.9235846554537487]","[0.9082969432314411, 0.9239373601789709, 0.9202586206896551, 0.9242424242424242, 0.9122807017543859, 0.9023861171366594, 0.9155844155844156, 0.9217391304347826, 0.9195652173913044, 0.9213483146067416]","[0.9084655031153789, 0.9240402369471656, 0.9206287427786627, 0.9245378550026347, 0.9123380988603588, 0.9025799137700288, 0.9156397107113705, 0.921916829405378, 0.9194067477160184, 0.9211775945198526]","[array([[ 94,   3,   3,   0],
       [  6, 122,   5,   2],
       [  2,   0,  80,   7],
       [  1,   7,   6, 120]]), array([[ 96,   1,   2,   1],
       [ 10, 111,   2,   1],
       [  2,   0,  83,   4],
       [  0,   5,   6, 123]]), array([[ 93,   2,   4,   2],
       [  8, 126,   3,   3],
       [  0,   1,  85,   3],
       [  1,   2,   8, 123]]), array([[ 94,   6,   0,   1],
       [  6, 131,   0,   1],
       [  5,   3,  81,   0],
       [  2,   3,   8, 121]]), array([[ 95,   5,   0,   1],
       [  6, 121,   1,   3],
       [  6,   2,  76,   5],
       [  4,   1,   6, 124]]), array([[ 96,   4,   1,   0],
       [  9, 125,   0,   2],
       [  4,   0,  76,  10],
       [  5,   1,   9, 119]]), array([[ 93,   5,   3,   0],
       [  7, 127,   0,   4],
       [  2,   0,  79,   8],
       [  3,   3,   4, 124]]), array([[ 96,   2,   2,   1],
       [  6, 125,   2,   3],
       [  2,   2,  83,   2],
       [  1,   4,   9, 120]]), array([[ 96,   2,   2,   1],
       [  8, 125,   0,   3],
       [  2,   2,  77,   8],
       [  1,   4,   4, 125]]), array([[ 94,   6,   1,   0],
       [  3, 114,   0,   4],
       [  3,   0,  86,   0],
       [  2,   6,  10, 116]])]","[0.7391304347826086, 0.7608695652173914, 0.5652173913043478, 0.5434782608695652, 0.5777777777777777, 0.6444444444444445, 0.5777777777777777, 0.6444444444444445, 0.6, 0.6444444444444445]","[0.7391304347826086, 0.7608695652173914, 0.5652173913043478, 0.5434782608695652, 0.5777777777777777, 0.6444444444444445, 0.5777777777777777, 0.6444444444444445, 0.6, 0.6444444444444445]","[0.7391304347826086, 0.7608695652173914, 0.5652173913043478, 0.5434782608695652, 0.5777777777777777, 0.6444444444444445, 0.5777777777777777, 0.6444444444444445, 0.6, 0.6444444444444445]","[0.7391304347826086, 0.7608695652173914, 0.5652173913043478, 0.5434782608695652, 0.5777777777777777, 0.6444444444444445, 0.5777777777777777, 0.6444444444444445, 0.6, 0.6444444444444445]","[0.7548076923076923, 0.7721288515406163, 0.5625, 0.5444444444444445, 0.5772283272283272, 0.653814935064935, 0.5825746965452848, 0.672979797979798, 0.5848039215686275, 0.6382936507936509]","[0.75, 0.7555555555555555, 0.5515151515151515, 0.5174242424242425, 0.564935064935065, 0.6414141414141414, 0.5664141414141414, 0.6590909090909091, 0.567929292929293, 0.6396464646464647]","[0.736470588235294, 0.7518899605296664, 0.5365530303030303, 0.5123931623931623, 0.5683430799220273, 0.6455375253549696, 0.5653409090909091, 0.6462703962703963, 0.5589932126696833, 0.6370602577499129]","[0.7713210702341138, 0.7748264523200584, 0.5818840579710145, 0.55, 0.5909917243250576, 0.6591269841269841, 0.5892001244942422, 0.6962962962962963, 0.5989978213507625, 0.6499470899470899]","[0.7391304347826086, 0.7608695652173914, 0.5652173913043478, 0.5434782608695652, 0.5777777777777777, 0.6444444444444445, 0.5777777777777777, 0.6444444444444445, 0.6, 0.6444444444444445]","[0.7381074168797954, 0.7571899807353771, 0.5544301712779973, 0.5297287253808992, 0.5817041368854234, 0.6499026778945642, 0.5744388327721661, 0.6478632478632479, 0.5834338863750629, 0.6453732729594799]","[array([[10,  2,  0,  0],
       [ 2,  6,  0,  1],
       [ 1,  0,  9,  0],
       [ 0,  0,  6,  9]]), array([[ 8,  3,  0,  1],
       [ 1,  8,  0,  0],
       [ 1,  0,  6,  3],
       [ 0,  1,  1, 13]]), array([[ 3,  6,  2,  0],
       [ 1,  7,  1,  1],
       [ 1,  1,  5,  3],
       [ 0,  0,  4, 11]]), array([[ 7,  2,  1,  1],
       [ 5,  4,  0,  1],
       [ 2,  0,  3,  5],
       [ 1,  2,  1, 11]]), array([[ 6,  4,  1,  0],
       [ 6,  4,  0,  0],
       [ 1,  0,  6,  3],
       [ 1,  1,  2, 10]]), array([[ 5,  5,  0,  1],
       [ 4,  6,  0,  0],
       [ 0,  0,  7,  2],
       [ 2,  1,  1, 11]]), array([[ 5,  4,  1,  1],
       [ 2,  4,  0,  3],
       [ 0,  0,  7,  3],
       [ 0,  1,  4, 10]]), array([[7, 3, 1, 0],
       [3, 6, 0, 0],
       [1, 0, 8, 1],
       [0, 0, 7, 8]]), array([[ 8,  3,  0,  0],
       [ 5,  4,  0,  0],
       [ 2,  0,  3,  5],
       [ 0,  1,  2, 12]]), array([[ 7,  2,  2,  0],
       [ 2,  5,  0,  2],
       [ 0,  1,  7,  2],
       [ 1,  1,  3, 10]])]"
