Algorithm,Train_Accuracy,Train_Precision_micro,Train_Recall_micro,Train_f1_micro,Train_Precision_macro,Train_Recall_macro,Train_f1_macro,Train_Precision_weighted,Train_Recall_weighted,Train_f1_weighted,Train_Confusion_Matrix,Test_Accuracy,Test_Precision_micro,Test_Recall_micro,Test_f1_micro,Test_Precision_macro,Test_Recall_macro,Test_f1_macro,Test_Precision_weighted,Test_Recall_weighted,Test_f1_weighted,Test_Confusion_Matrix
"KNN ({'metric': 'euclidean', 'n_neighbors': 28, 'weights': 'distance'}):","[1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0]","[1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0]","[1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0]","[1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0]","[1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0]","[1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0]","[1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0]","[1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0]","[1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0]","[1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0]","[array([[100,   0,   0,   0],
       [  0, 134,   0,   0],
       [  0,   0,  89,   0],
       [  0,   0,   0, 134]]), array([[100,   0,   0,   0],
       [  0, 134,   0,   0],
       [  0,   0,  89,   0],
       [  0,   0,   0, 134]]), array([[101,   0,   0,   0],
       [  0, 134,   0,   0],
       [  0,   0,  89,   0],
       [  0,   0,   0, 134]]), array([[101,   0,   0,   0],
       [  0, 134,   0,   0],
       [  0,   0,  89,   0],
       [  0,   0,   0, 134]]), array([[101,   0,   0,   0],
       [  0, 135,   0,   0],
       [  0,   0,  89,   0],
       [  0,   0,   0, 135]]), array([[101,   0,   0,   0],
       [  0, 134,   0,   0],
       [  0,   0,  90,   0],
       [  0,   0,   0, 134]]), array([[101,   0,   0,   0],
       [  0, 134,   0,   0],
       [  0,   0,  89,   0],
       [  0,   0,   0, 134]]), array([[101,   0,   0,   0],
       [  0, 134,   0,   0],
       [  0,   0,  89,   0],
       [  0,   0,   0, 134]]), array([[101,   0,   0,   0],
       [  0, 134,   0,   0],
       [  0,   0,  89,   0],
       [  0,   0,   0, 134]]), array([[101,   0,   0,   0],
       [  0, 134,   0,   0],
       [  0,   0,  89,   0],
       [  0,   0,   0, 134]])]","[0.782608695652174, 0.8478260869565217, 0.717391304347826, 0.7391304347826086, 0.7777777777777778, 0.8444444444444444, 0.7555555555555555, 0.8222222222222222, 0.7555555555555555, 0.8]","[0.782608695652174, 0.8478260869565217, 0.717391304347826, 0.7391304347826086, 0.7777777777777778, 0.8444444444444444, 0.7555555555555555, 0.8222222222222222, 0.7555555555555555, 0.8]","[0.782608695652174, 0.8478260869565217, 0.717391304347826, 0.7391304347826086, 0.7777777777777778, 0.8444444444444444, 0.7555555555555555, 0.8222222222222222, 0.7555555555555555, 0.8]","[0.782608695652174, 0.8478260869565217, 0.717391304347826, 0.7391304347826086, 0.7777777777777778, 0.8444444444444444, 0.7555555555555555, 0.8222222222222222, 0.7555555555555555, 0.8]","[0.790340909090909, 0.8646634615384616, 0.7404970760233918, 0.7381944444444444, 0.7862713675213675, 0.8479166666666667, 0.7652777777777777, 0.8201500297088533, 0.7445887445887446, 0.7934027777777778]","[0.7819444444444444, 0.8402777777777778, 0.7007575757575758, 0.7174242424242424, 0.7733766233766234, 0.8406565656565657, 0.7401515151515151, 0.8045454545454547, 0.7484848484848485, 0.7924242424242424]","[0.7850490196078431, 0.8484274193548387, 0.7042446524064171, 0.7232323232323232, 0.7709697782687603, 0.841380188439012, 0.7484402852049912, 0.8102923585702224, 0.7458575906851769, 0.7884207348628601]","[0.787796442687747, 0.8552466555183946, 0.7351894228324435, 0.7416666666666667, 0.7894634377967711, 0.8505555555555555, 0.7635802469135803, 0.8220406681190996, 0.7584415584415584, 0.796141975308642]","[0.782608695652174, 0.8478260869565217, 0.717391304347826, 0.7391304347826086, 0.7777777777777778, 0.8444444444444444, 0.7555555555555555, 0.8222222222222222, 0.7555555555555555, 0.8]","[0.7843137254901961, 0.8481661991584852, 0.7107242501743779, 0.7356170399648662, 0.775243956968884, 0.8449367625838214, 0.7549138443256092, 0.8199776401788786, 0.7562853493887978, 0.7938776761926666]","[array([[11,  1,  0,  0],
       [ 1,  7,  0,  1],
       [ 0,  0,  7,  3],
       [ 0,  0,  4, 11]]), array([[11,  0,  0,  1],
       [ 2,  7,  0,  0],
       [ 0,  0,  8,  2],
       [ 0,  0,  2, 13]]), array([[ 7,  4,  0,  0],
       [ 1,  8,  0,  1],
       [ 0,  0,  5,  5],
       [ 1,  0,  1, 13]]), array([[ 7,  3,  1,  0],
       [ 3,  6,  0,  1],
       [ 0,  0,  7,  3],
       [ 0,  1,  0, 14]]), array([[ 7,  4,  0,  0],
       [ 1,  9,  0,  0],
       [ 0,  0,  7,  3],
       [ 0,  0,  2, 12]]), array([[ 9,  2,  0,  0],
       [ 1,  9,  0,  0],
       [ 0,  0,  7,  2],
       [ 0,  1,  1, 13]]), array([[ 8,  2,  1,  0],
       [ 1,  6,  0,  2],
       [ 0,  0,  7,  3],
       [ 0,  0,  2, 13]]), array([[ 9,  2,  0,  0],
       [ 2,  6,  0,  1],
       [ 0,  0,  8,  2],
       [ 0,  0,  1, 14]]), array([[ 8,  3,  0,  0],
       [ 3,  6,  0,  0],
       [ 0,  0,  8,  2],
       [ 0,  0,  3, 12]]), array([[ 7,  2,  0,  2],
       [ 2,  6,  0,  1],
       [ 0,  0, 10,  0],
       [ 0,  0,  2, 13]])]"
"NLSVM ({'C': 10, 'degree': 1}):","[0.9277899343544858, 0.9212253829321663, 0.9235807860262009, 0.9279475982532751, 0.9369565217391305, 0.9150326797385621, 0.925764192139738, 0.9170305676855895, 0.9279475982532751, 0.925764192139738]","[0.9277899343544858, 0.9212253829321663, 0.9235807860262009, 0.9279475982532751, 0.9369565217391305, 0.9150326797385621, 0.925764192139738, 0.9170305676855895, 0.9279475982532751, 0.925764192139738]","[0.9277899343544858, 0.9212253829321663, 0.9235807860262009, 0.9279475982532751, 0.9369565217391305, 0.9150326797385621, 0.925764192139738, 0.9170305676855895, 0.9279475982532751, 0.925764192139738]","[0.9277899343544858, 0.9212253829321663, 0.9235807860262009, 0.9279475982532751, 0.9369565217391305, 0.9150326797385621, 0.925764192139738, 0.9170305676855895, 0.9279475982532751, 0.925764192139738]","[0.9264799058033482, 0.918543686534204, 0.9217324378122002, 0.9265637006123869, 0.9346886833873004, 0.9158939112209835, 0.92331338006113, 0.9168439534087016, 0.9295878109130666, 0.9298846834999294]","[0.9245593660908938, 0.9208489854100285, 0.9207254554903754, 0.9231797404124112, 0.9348988269613477, 0.9089786217427713, 0.9244198547810508, 0.9119647479589482, 0.9232376470080348, 0.9192095064780668]","[0.9254357135107055, 0.919606232174919, 0.9209978700544739, 0.9247481123547341, 0.9347549346595972, 0.9118693930595183, 0.9237424442116404, 0.9141349352049937, 0.9259207459207459, 0.9233201276737355]","[0.9279025626729663, 0.921532575177505, 0.9239938385037877, 0.927897356793494, 0.9370258457155265, 0.9155254459723625, 0.9260474627653533, 0.9170831295038828, 0.9285677109688321, 0.9275421711505893]","[0.9277899343544858, 0.9212253829321663, 0.9235807860262009, 0.9279475982532751, 0.9369565217391305, 0.9150326797385621, 0.925764192139738, 0.9170305676855895, 0.9279475982532751, 0.925764192139738]","[0.9277641124165854, 0.9212909717787975, 0.923555003673649, 0.9278043744110178, 0.9369501659073789, 0.914726049542213, 0.925788407842491, 0.9168153702679162, 0.9277792367748701, 0.9254642795659389]","[array([[ 93,   7,   0,   0],
       [  4, 129,   0,   1],
       [  0,   0,  79,  10],
       [  0,   1,  10, 123]]), array([[ 93,   7,   0,   0],
       [ 10, 124,   0,   0],
       [  0,   0,  81,   8],
       [  0,   2,   9, 123]]), array([[ 92,   9,   0,   0],
       [  5, 129,   0,   0],
       [  0,   0,  80,   9],
       [  0,   1,  11, 122]]), array([[ 93,   8,   0,   0],
       [  5, 129,   0,   0],
       [  0,   0,  78,  11],
       [  0,   0,   9, 125]]), array([[ 95,   6,   0,   0],
       [  5, 130,   0,   0],
       [  0,   0,  81,   8],
       [  0,   1,   9, 125]]), array([[ 89,  12,   0,   0],
       [  5, 129,   0,   0],
       [  0,   0,  78,  12],
       [  0,   1,   9, 124]]), array([[ 95,   6,   0,   0],
       [ 10, 124,   0,   0],
       [  0,   0,  80,   9],
       [  0,   1,   8, 125]]), array([[ 93,   8,   0,   0],
       [  7, 126,   0,   1],
       [  0,   0,  76,  13],
       [  0,   1,   8, 125]]), array([[ 90,  11,   0,   0],
       [  4, 129,   0,   1],
       [  0,   0,  80,   9],
       [  0,   1,   7, 126]]), array([[ 88,  13,   0,   0],
       [  2, 131,   0,   1],
       [  0,   0,  79,  10],
       [  0,   1,   7, 126]])]","[0.8043478260869565, 0.8043478260869565, 0.7608695652173914, 0.8043478260869565, 0.7333333333333333, 0.8888888888888888, 0.8, 0.8666666666666667, 0.7555555555555555, 0.8888888888888888]","[0.8043478260869565, 0.8043478260869565, 0.7608695652173914, 0.8043478260869565, 0.7333333333333333, 0.8888888888888888, 0.8, 0.8666666666666667, 0.7555555555555555, 0.8888888888888888]","[0.8043478260869565, 0.8043478260869565, 0.7608695652173914, 0.8043478260869565, 0.7333333333333333, 0.8888888888888888, 0.8, 0.8666666666666667, 0.7555555555555555, 0.8888888888888888]","[0.8043478260869565, 0.8043478260869565, 0.7608695652173914, 0.8043478260869565, 0.7333333333333333, 0.8888888888888888, 0.8, 0.8666666666666667, 0.7555555555555555, 0.8888888888888888]","[0.8269230769230769, 0.8092171717171717, 0.8159722222222222, 0.795541958041958, 0.7392628205128204, 0.8861832611832612, 0.8123885918003565, 0.859375, 0.775, 0.8892857142857143]","[0.811111111111111, 0.8055555555555556, 0.7553030303030303, 0.8045454545454545, 0.7256493506493507, 0.8911616161616162, 0.7901515151515152, 0.8512626262626263, 0.7611111111111111, 0.8999999999999999]","[0.8112344720496895, 0.8056765335498635, 0.7495306582212355, 0.7980331262939958, 0.7252540396468432, 0.8879185948151466, 0.7946036967418546, 0.8534643059261056, 0.7611637931034483, 0.8937386569872958]","[0.8210702341137123, 0.8073232323232323, 0.8195954106280192, 0.8084144116752812, 0.7430484330484332, 0.8913419913419913, 0.8144979203802732, 0.8702777777777778, 0.7634920634920636, 0.8879365079365079]","[0.8043478260869565, 0.8043478260869565, 0.7608695652173914, 0.8043478260869565, 0.7333333333333333, 0.8888888888888888, 0.8, 0.8666666666666667, 0.7555555555555555, 0.8888888888888888]","[0.8057784229003511, 0.8042403099033638, 0.7565168416510043, 0.8041227833288325, 0.7315668091879987, 0.8893267651888341, 0.8004908103592314, 0.8667187682467818, 0.7533295019157088, 0.8875579753982659]","[array([[12,  0,  0,  0],
       [ 1,  7,  0,  1],
       [ 0,  0,  8,  2],
       [ 0,  0,  5, 10]]), array([[10,  1,  0,  1],
       [ 1,  8,  0,  0],
       [ 0,  0,  7,  3],
       [ 0,  1,  2, 12]]), array([[ 5,  6,  0,  0],
       [ 0,  9,  0,  1],
       [ 0,  0,  8,  2],
       [ 0,  1,  1, 13]]), array([[ 9,  2,  0,  0],
       [ 3,  6,  0,  1],
       [ 0,  0, 10,  0],
       [ 0,  2,  1, 12]]), array([[ 6,  5,  0,  0],
       [ 2,  8,  0,  0],
       [ 0,  0,  7,  3],
       [ 1,  0,  1, 12]]), array([[10,  1,  0,  0],
       [ 1,  9,  0,  0],
       [ 0,  0,  8,  1],
       [ 0,  1,  1, 13]]), array([[ 8,  3,  0,  0],
       [ 0,  6,  0,  3],
       [ 0,  0,  9,  1],
       [ 0,  0,  2, 13]]), array([[ 8,  3,  0,  0],
       [ 2,  7,  0,  0],
       [ 0,  0,  9,  1],
       [ 0,  0,  0, 15]]), array([[11,  0,  0,  0],
       [ 2,  7,  0,  0],
       [ 0,  0,  6,  4],
       [ 1,  0,  4, 10]]), array([[11,  0,  0,  0],
       [ 0,  9,  0,  0],
       [ 0,  0,  8,  2],
       [ 0,  1,  2, 12]])]"
"GSVM ({'C': 10, 'gamma': 0.005}):","[0.973741794310722, 0.9715536105032823, 0.962882096069869, 0.9672489082969432, 0.9695652173913043, 0.9607843137254902, 0.9672489082969432, 0.9606986899563319, 0.9716157205240175, 0.9672489082969432]","[0.973741794310722, 0.9715536105032823, 0.962882096069869, 0.9672489082969432, 0.9695652173913043, 0.9607843137254902, 0.9672489082969432, 0.9606986899563319, 0.9716157205240175, 0.9672489082969432]","[0.973741794310722, 0.9715536105032823, 0.962882096069869, 0.9672489082969432, 0.9695652173913043, 0.9607843137254902, 0.9672489082969432, 0.9606986899563319, 0.9716157205240175, 0.9672489082969432]","[0.973741794310722, 0.9715536105032823, 0.962882096069869, 0.9672489082969432, 0.9695652173913043, 0.9607843137254902, 0.9672489082969432, 0.9606986899563319, 0.9716157205240175, 0.9672489082969432]","[0.9704564144736842, 0.968718884832393, 0.9591392317520916, 0.9640930965814803, 0.9677210994921329, 0.9579667644183774, 0.9650424142441577, 0.9576762303506059, 0.9711402413649605, 0.9646366663484702]","[0.9747819889317458, 0.971029683045447, 0.9639007377175751, 0.9663550226396109, 0.9680415981673074, 0.9600331674958541, 0.9660791879959421, 0.9592051147090225, 0.969810531279524, 0.9672983397618649]","[0.9722452704945238, 0.9697800479516314, 0.9610209944712321, 0.9651308245595747, 0.9678010681884694, 0.9589223334630552, 0.9654281960997795, 0.9583992646262718, 0.9704439037634185, 0.9658798796177365]","[0.9746778907059772, 0.9718738856639464, 0.9641519888480097, 0.9675896805255827, 0.9697996853569855, 0.961223025106643, 0.9676327019937323, 0.9608989991086062, 0.971745107552968, 0.9675711098763046]","[0.973741794310722, 0.9715536105032823, 0.962882096069869, 0.9672489082969432, 0.9695652173913043, 0.9607843137254902, 0.9672489082969432, 0.9606986899563319, 0.9716157205240175, 0.9672489082969432]","[0.9738692507522109, 0.9716283367636093, 0.9630625204333984, 0.9673349426460435, 0.9696070510618263, 0.9609363887367901, 0.9673178107169801, 0.9607614378011988, 0.9716507037223421, 0.9673256438577978]","[array([[100,   0,   0,   0],
       [  0, 134,   0,   0],
       [  0,   0,  86,   3],
       [  0,   0,   9, 125]]), array([[100,   0,   0,   0],
       [  0, 134,   0,   0],
       [  0,   0,  84,   5],
       [  0,   0,   8, 126]]), array([[100,   1,   0,   0],
       [  1, 133,   0,   0],
       [  0,   0,  85,   4],
       [  0,   0,  11, 123]]), array([[101,   0,   0,   0],
       [  0, 134,   0,   0],
       [  0,   0,  83,   6],
       [  0,   0,   9, 125]]), array([[ 99,   2,   0,   0],
       [  0, 135,   0,   0],
       [  0,   0,  84,   5],
       [  0,   0,   7, 128]]), array([[101,   0,   0,   0],
       [  0, 133,   0,   1],
       [  0,   0,  83,   7],
       [  0,   0,  10, 124]]), array([[ 99,   2,   0,   0],
       [  0, 134,   0,   0],
       [  0,   0,  84,   5],
       [  0,   0,   8, 126]]), array([[100,   1,   0,   0],
       [  1, 133,   0,   0],
       [  0,   0,  82,   7],
       [  0,   0,   9, 125]]), array([[ 99,   2,   0,   0],
       [  0, 133,   0,   1],
       [  0,   0,  84,   5],
       [  0,   0,   5, 129]]), array([[101,   0,   0,   0],
       [  2, 131,   0,   1],
       [  0,   0,  84,   5],
       [  0,   0,   7, 127]])]","[0.7391304347826086, 0.8913043478260869, 0.8260869565217391, 0.8695652173913043, 0.8222222222222222, 0.9111111111111111, 0.7555555555555555, 0.8222222222222222, 0.7777777777777778, 0.8444444444444444]","[0.7391304347826086, 0.8913043478260869, 0.8260869565217391, 0.8695652173913043, 0.8222222222222222, 0.9111111111111111, 0.7555555555555555, 0.8222222222222222, 0.7777777777777778, 0.8444444444444444]","[0.7391304347826086, 0.8913043478260869, 0.8260869565217391, 0.8695652173913043, 0.8222222222222222, 0.9111111111111111, 0.7555555555555555, 0.8222222222222222, 0.7777777777777778, 0.8444444444444444]","[0.7391304347826086, 0.8913043478260869, 0.8260869565217391, 0.8695652173913043, 0.8222222222222222, 0.9111111111111111, 0.7555555555555555, 0.8222222222222222, 0.7777777777777778, 0.8444444444444444]","[0.7836538461538461, 0.8916666666666667, 0.8484241452991452, 0.8755681818181819, 0.823989898989899, 0.9138888888888889, 0.7645530939648586, 0.8156565656565656, 0.7948717948717949, 0.8455988455988456]","[0.7277777777777777, 0.8958333333333334, 0.8234848484848486, 0.8628787878787878, 0.8188311688311688, 0.9138888888888889, 0.7474747474747475, 0.8156565656565656, 0.7777777777777778, 0.8494949494949495]","[0.7206163401815576, 0.8926392067124332, 0.8263822248468295, 0.8674104616379659, 0.8196785066113559, 0.9138888888888889, 0.7447916666666667, 0.8156565656565656, 0.78125, 0.8468676916952779]","[0.7759197324414716, 0.8934782608695653, 0.8478144741731698, 0.8760375494071146, 0.8235465768799102, 0.9111111111111111, 0.7694762753586283, 0.8222222222222222, 0.7846153846153846, 0.8473304473304473]","[0.7391304347826086, 0.8913043478260869, 0.8260869565217391, 0.8695652173913043, 0.8222222222222222, 0.9111111111111111, 0.7555555555555555, 0.8222222222222222, 0.7777777777777778, 0.8444444444444444]","[0.7281518103824342, 0.8914038404138892, 0.8280639705245185, 0.8710802251069469, 0.8212139544262956, 0.9111111111111111, 0.7515740740740741, 0.8222222222222222, 0.7768518518518518, 0.8451742382776867]","[array([[12,  0,  0,  0],
       [ 4,  4,  0,  1],
       [ 0,  0,  8,  2],
       [ 0,  0,  5, 10]]), array([[11,  1,  0,  0],
       [ 0,  9,  0,  0],
       [ 0,  0,  8,  2],
       [ 0,  0,  2, 13]]), array([[ 8,  3,  0,  0],
       [ 0,  9,  0,  1],
       [ 0,  0,  8,  2],
       [ 0,  1,  1, 13]]), array([[ 9,  2,  0,  0],
       [ 1,  8,  0,  1],
       [ 0,  0,  9,  1],
       [ 0,  1,  0, 14]]), array([[ 9,  2,  0,  0],
       [ 1,  9,  0,  0],
       [ 0,  0,  7,  3],
       [ 0,  0,  2, 12]]), array([[11,  0,  0,  0],
       [ 0,  9,  0,  1],
       [ 0,  0,  8,  1],
       [ 0,  1,  1, 13]]), array([[ 6,  4,  0,  1],
       [ 0,  7,  0,  2],
       [ 1,  0,  8,  1],
       [ 0,  0,  2, 13]]), array([[ 9,  2,  0,  0],
       [ 2,  7,  0,  0],
       [ 0,  0,  8,  2],
       [ 0,  0,  2, 13]]), array([[11,  0,  0,  0],
       [ 2,  7,  0,  0],
       [ 0,  0,  6,  4],
       [ 0,  0,  4, 11]]), array([[10,  1,  0,  0],
       [ 1,  8,  0,  0],
       [ 0,  0,  8,  2],
       [ 0,  0,  3, 12]])]"
LSVM ({'C': 0.1}):,"[0.9168490153172867, 0.9234135667396062, 0.9301310043668122, 0.9344978165938864, 0.9304347826086956, 0.9150326797385621, 0.9235807860262009, 0.9170305676855895, 0.9301310043668122, 0.925764192139738]","[0.9168490153172867, 0.9234135667396062, 0.9301310043668122, 0.9344978165938864, 0.9304347826086956, 0.9150326797385621, 0.9235807860262009, 0.9170305676855895, 0.9301310043668122, 0.925764192139738]","[0.9168490153172867, 0.9234135667396062, 0.9301310043668122, 0.9344978165938864, 0.9304347826086956, 0.9150326797385621, 0.9235807860262009, 0.9170305676855895, 0.9301310043668122, 0.925764192139738]","[0.9168490153172867, 0.9234135667396062, 0.9301310043668122, 0.9344978165938864, 0.9304347826086956, 0.9150326797385621, 0.9235807860262009, 0.9170305676855895, 0.9301310043668122, 0.925764192139738]","[0.9175066305367138, 0.9212916619907978, 0.9281305013544515, 0.9343684706187375, 0.9276145496294751, 0.9141395526359183, 0.9220802680310416, 0.9168439534087016, 0.9336269044609135, 0.9250952732190054]","[0.9126936944491028, 0.9220803286936107, 0.9284849393039254, 0.9287767553377844, 0.9299666670786929, 0.9108073493916555, 0.9210012901340444, 0.9119647479589482, 0.9244937427668644, 0.9222573858928741]","[0.9146812381978305, 0.9216756762918195, 0.9281338699190449, 0.9311932009403334, 0.9287003883183577, 0.9123520234411875, 0.9215029388543906, 0.9141349352049937, 0.927966801544227, 0.923598484848485]","[0.9175100641889659, 0.9234843125318767, 0.9305793062971723, 0.9348720731605712, 0.9307113943810894, 0.9150309550677941, 0.9234960480201718, 0.9170831295038828, 0.9318121946975911, 0.9257401691700211]","[0.9168490153172867, 0.9234135667396062, 0.9301310043668122, 0.9344978165938864, 0.9304347826086956, 0.9150326797385621, 0.9235807860262009, 0.9170305676855895, 0.9301310043668122, 0.925764192139738]","[0.9167785787657554, 0.9234396181820022, 0.9301913357766386, 0.9343163002992202, 0.9304848311667121, 0.9149157385568566, 0.9235071432282671, 0.9168153702679162, 0.9298850758048356, 0.9256791716289532]","[array([[ 89,  11,   0,   0],
       [  4, 128,   0,   2],
       [  0,   0,  79,  10],
       [  0,   1,  10, 123]]), array([[ 92,   8,   0,   0],
       [  8, 125,   0,   1],
       [  0,   0,  81,   8],
       [  0,   1,   9, 124]]), array([[ 94,   7,   0,   0],
       [  4, 129,   0,   1],
       [  0,   0,  81,   8],
       [  0,   1,  11, 122]]), array([[ 93,   8,   0,   0],
       [  2, 132,   0,   0],
       [  0,   0,  78,  11],
       [  0,   0,   9, 125]]), array([[ 96,   5,   0,   0],
       [  8, 126,   0,   1],
       [  0,   0,  81,   8],
       [  0,   1,   9, 125]]), array([[ 92,   9,   0,   0],
       [  6, 127,   0,   1],
       [  0,   0,  78,  12],
       [  0,   1,  10, 123]]), array([[ 94,   7,   0,   0],
       [  8, 126,   0,   0],
       [  0,   0,  79,  10],
       [  0,   2,   8, 124]]), array([[ 93,   8,   0,   0],
       [  7, 126,   0,   1],
       [  0,   0,  76,  13],
       [  0,   1,   8, 125]]), array([[ 89,  12,   0,   0],
       [  2, 132,   0,   0],
       [  0,   0,  80,   9],
       [  0,   2,   7, 125]]), array([[ 93,   8,   0,   0],
       [  6, 127,   0,   1],
       [  0,   0,  79,  10],
       [  0,   1,   8, 125]])]","[0.782608695652174, 0.8043478260869565, 0.8043478260869565, 0.8043478260869565, 0.7777777777777778, 0.9333333333333333, 0.7777777777777778, 0.9111111111111111, 0.7555555555555555, 0.8666666666666667]","[0.782608695652174, 0.8043478260869565, 0.8043478260869565, 0.8043478260869565, 0.7777777777777778, 0.9333333333333333, 0.7777777777777778, 0.9111111111111111, 0.7555555555555555, 0.8666666666666667]","[0.782608695652174, 0.8043478260869565, 0.8043478260869565, 0.8043478260869565, 0.7777777777777778, 0.9333333333333333, 0.7777777777777778, 0.9111111111111111, 0.7555555555555555, 0.8666666666666667]","[0.782608695652174, 0.8043478260869565, 0.8043478260869565, 0.8043478260869565, 0.7777777777777778, 0.9333333333333333, 0.7777777777777778, 0.9111111111111111, 0.7555555555555555, 0.8666666666666667]","[0.8104395604395604, 0.8092171717171717, 0.8171741452991452, 0.795541958041958, 0.7823863636363637, 0.9316378066378066, 0.7751623376623377, 0.9114583333333334, 0.775, 0.8661616161616162]","[0.7833333333333333, 0.8055555555555556, 0.8007575757575758, 0.8045454545454545, 0.7711038961038962, 0.9388888888888889, 0.7684343434343435, 0.8967171717171717, 0.7611111111111111, 0.8661616161616162]","[0.7832537028189203, 0.8056765335498635, 0.8000664353731454, 0.7980331262939958, 0.7736353684629547, 0.934455391351943, 0.768629555927943, 0.9020512464231282, 0.7611637931034483, 0.8661616161616162]","[0.8038700430004778, 0.8073232323232323, 0.8179231698253437, 0.8084144116752812, 0.7827272727272728, 0.9337662337662337, 0.7746753246753246, 0.9134259259259261, 0.7634920634920636, 0.8666666666666667]","[0.782608695652174, 0.8043478260869565, 0.8043478260869565, 0.8043478260869565, 0.7777777777777778, 0.9333333333333333, 0.7777777777777778, 0.9111111111111111, 0.7555555555555555, 0.8666666666666667]","[0.7814724028334615, 0.8042403099033638, 0.8028923458105596, 0.8041227833288325, 0.7774007176306027, 0.9327130085750777, 0.7735407066052227, 0.9103732297771351, 0.7533295019157088, 0.8666666666666667]","[array([[12,  0,  0,  0],
       [ 2,  6,  0,  1],
       [ 0,  0,  8,  2],
       [ 0,  0,  5, 10]]), array([[10,  1,  0,  1],
       [ 1,  8,  0,  0],
       [ 0,  0,  7,  3],
       [ 0,  1,  2, 12]]), array([[ 7,  4,  0,  0],
       [ 0,  9,  0,  1],
       [ 0,  0,  8,  2],
       [ 1,  0,  1, 13]]), array([[ 9,  2,  0,  0],
       [ 3,  6,  0,  1],
       [ 0,  0, 10,  0],
       [ 0,  2,  1, 12]]), array([[ 8,  3,  0,  0],
       [ 2,  8,  0,  0],
       [ 0,  0,  7,  3],
       [ 1,  0,  1, 12]]), array([[11,  0,  0,  0],
       [ 0, 10,  0,  0],
       [ 0,  0,  8,  1],
       [ 0,  1,  1, 13]]), array([[ 9,  2,  0,  0],
       [ 1,  5,  0,  3],
       [ 0,  0,  9,  1],
       [ 1,  0,  2, 12]]), array([[10,  1,  0,  0],
       [ 2,  7,  0,  0],
       [ 0,  0,  9,  1],
       [ 0,  0,  0, 15]]), array([[11,  0,  0,  0],
       [ 2,  7,  0,  0],
       [ 0,  0,  6,  4],
       [ 1,  0,  4, 10]]), array([[10,  1,  0,  0],
       [ 1,  8,  0,  0],
       [ 0,  0,  8,  2],
       [ 0,  0,  2, 13]])]"
