max_features value,Train_Accuracy,Train_Precision_micro,Train_Recall_micro,Train_f1_micro,Train_Precision_macro,Train_Recall_macro,Train_f1_macro,Train_Precision_weighted,Train_Recall_weighted,Train_f1_weighted,Train_Confusion_Matrix,Test_Accuracy,Test_Precision_micro,Test_Recall_micro,Test_f1_micro,Test_Precision_macro,Test_Recall_macro,Test_f1_macro,Test_Precision_weighted,Test_Recall_weighted,Test_f1_weighted,Test_Confusion_Matrix
None,"[0.8293216630196937, 0.7899343544857768, 0.8296943231441049, 0.7991266375545851, 0.8043478260869565, 0.7864923747276689, 0.8034934497816594, 0.7925764192139738, 0.7882096069868996, 0.8165938864628821]","[0.8293216630196937, 0.7899343544857768, 0.8296943231441049, 0.7991266375545851, 0.8043478260869565, 0.7864923747276689, 0.8034934497816594, 0.7925764192139738, 0.7882096069868996, 0.8165938864628821]","[0.8293216630196937, 0.7899343544857768, 0.8296943231441049, 0.7991266375545851, 0.8043478260869565, 0.7864923747276689, 0.8034934497816594, 0.7925764192139738, 0.7882096069868996, 0.8165938864628821]","[0.8293216630196937, 0.7899343544857768, 0.8296943231441049, 0.7991266375545851, 0.8043478260869565, 0.7864923747276689, 0.8034934497816594, 0.7925764192139738, 0.7882096069868996, 0.8165938864628821]","[0.8439932997817123, 0.7905521860465973, 0.8300194061420927, 0.796131913446579, 0.8016157810812541, 0.7880415927839025, 0.7979768914488979, 0.7932490796026013, 0.7800262359319202, 0.8106006294806785]","[0.813393426127788, 0.7860892168371624, 0.8210972614953931, 0.8028002301320186, 0.7999406682241258, 0.7915935996584733, 0.7976058632192249, 0.779961370696855, 0.7821520664560166, 0.8151135799476308]","[0.8202498459751587, 0.7790480324494142, 0.8229995504158465, 0.7948358454057237, 0.7995954633005359, 0.7833708491622109, 0.7921866239295396, 0.7752161667261139, 0.7809230794483151, 0.8121560455275902]","[0.8366053019009018, 0.8017737438780478, 0.8326534701585394, 0.8060357671041525, 0.8048869970162156, 0.8068589911229829, 0.8094660290529421, 0.8002279985451113, 0.7889505491365564, 0.8200785425531942]","[0.8293216630196937, 0.7899343544857768, 0.8296943231441049, 0.7991266375545851, 0.8043478260869565, 0.7864923747276689, 0.8034934497816594, 0.7925764192139738, 0.7882096069868996, 0.8165938864628821]","[0.8250399705801119, 0.7880279814154079, 0.8284366722045684, 0.7980737451561607, 0.8034393405008191, 0.790365717341734, 0.8017578596793973, 0.786263665428411, 0.7884212048240359, 0.8176602822740324]","[array([[ 62,  25,   4,   9],
       [  6, 123,   1,   4],
       [  2,   0,  71,  16],
       [  0,   7,   4, 123]]), array([[ 60,  20,  13,   7],
       [ 10, 119,   1,   4],
       [  1,   0,  79,   9],
       [  2,   1,  28, 103]]), array([[ 71,  23,   5,   2],
       [  6, 124,   1,   3],
       [  6,   3,  73,   7],
       [  5,   7,  10, 112]]), array([[ 73,  21,   3,   4],
       [ 13, 117,   1,   3],
       [  3,   0,  80,   6],
       [  8,   4,  26,  96]]), array([[ 72,  24,   1,   4],
       [ 12, 118,   0,   5],
       [  4,   0,  73,  12],
       [  3,   5,  20, 107]]), array([[ 80,   5,  12,   4],
       [ 30, 102,   1,   1],
       [  3,   0,  76,  11],
       [  6,   2,  23, 103]]), array([[ 63,  17,  12,   9],
       [ 12, 121,   0,   1],
       [  2,   0,  77,  10],
       [  2,   1,  24, 107]]), array([[ 54,  26,  13,   8],
       [  6, 125,   1,   2],
       [  2,   0,  74,  13],
       [  2,   2,  20, 110]]), array([[ 73,  17,   6,   5],
       [ 15, 114,   1,   4],
       [  7,   0,  68,  14],
       [  6,   4,  18, 106]]), array([[ 78,  12,   5,   6],
       [ 19, 110,   2,   3],
       [  7,   0,  74,   8],
       [  4,   4,  14, 112]])]","[0.5652173913043478, 0.6304347826086957, 0.5869565217391305, 0.6521739130434783, 0.6888888888888889, 0.6222222222222222, 0.6, 0.6222222222222222, 0.6888888888888889, 0.6]","[0.5652173913043478, 0.6304347826086957, 0.5869565217391305, 0.6521739130434783, 0.6888888888888889, 0.6222222222222222, 0.6, 0.6222222222222222, 0.6888888888888889, 0.6]","[0.5652173913043478, 0.6304347826086957, 0.5869565217391305, 0.6521739130434783, 0.6888888888888889, 0.6222222222222222, 0.6, 0.6222222222222222, 0.6888888888888889, 0.6]","[0.5652173913043478, 0.6304347826086957, 0.5869565217391305, 0.6521739130434783, 0.6888888888888889, 0.6222222222222222, 0.6, 0.6222222222222222, 0.6888888888888889, 0.6]","[0.5646724598930482, 0.6381410256410256, 0.5815025252525252, 0.6531385281385281, 0.7071158008658008, 0.6071428571428572, 0.6059440559440559, 0.6503205128205128, 0.7157925407925407, 0.6126623376623377]","[0.5597222222222222, 0.6472222222222221, 0.578030303030303, 0.6590909090909091, 0.7090909090909091, 0.608080808080808, 0.5964646464646465, 0.6376262626262627, 0.6873737373737373, 0.5979797979797981]","[0.5556860902255638, 0.6154401154401155, 0.5785835556633518, 0.6539762415442997, 0.6892410126105778, 0.599905929388247, 0.581218487394958, 0.6021997929606625, 0.6895604395604396, 0.6017045454545454]","[0.5712624970936991, 0.6559085841694537, 0.5866326306543698, 0.6516563146997929, 0.7192881192881193, 0.6312169312169312, 0.6288008288008289, 0.6612820512820513, 0.7150634550634551, 0.6095238095238096]","[0.5652173913043478, 0.6304347826086957, 0.5869565217391305, 0.6521739130434783, 0.6888888888888889, 0.6222222222222222, 0.6, 0.6222222222222222, 0.6888888888888889, 0.6]","[0.5614375612945407, 0.6176359872012046, 0.5856647228168599, 0.6499752516086454, 0.682750904490035, 0.6200507589342583, 0.5953501400560225, 0.6026432022084197, 0.6911680911680912, 0.6017676767676767]","[array([[ 5,  5,  0,  2],
       [ 3,  5,  0,  1],
       [ 0,  0,  6,  4],
       [ 0,  0,  5, 10]]), array([[ 4,  6,  1,  1],
       [ 1,  8,  0,  0],
       [ 1,  0,  7,  2],
       [ 0,  1,  4, 10]]), array([[ 6,  5,  0,  0],
       [ 2,  6,  0,  2],
       [ 1,  0,  5,  4],
       [ 1,  0,  4, 10]]), array([[7, 2, 1, 1],
       [2, 6, 0, 2],
       [0, 0, 8, 2],
       [2, 1, 3, 9]]), array([[7, 3, 1, 0],
       [2, 8, 0, 0],
       [0, 0, 9, 1],
       [3, 0, 4, 7]]), array([[ 5,  3,  2,  1],
       [ 6,  4,  0,  0],
       [ 1,  0,  7,  1],
       [ 0,  0,  3, 12]]), array([[ 4,  5,  2,  0],
       [ 2,  5,  1,  1],
       [ 0,  0,  8,  2],
       [ 0,  1,  4, 10]]), array([[3, 5, 1, 2],
       [1, 7, 0, 1],
       [0, 0, 9, 1],
       [0, 3, 3, 9]]), array([[ 8,  1,  0,  2],
       [ 4,  5,  0,  0],
       [ 1,  0,  8,  1],
       [ 2,  0,  3, 10]]), array([[7, 1, 1, 2],
       [3, 5, 0, 1],
       [1, 0, 6, 3],
       [0, 1, 5, 9]])]"
sqrt,"[0.6936542669584245, 0.6717724288840262, 0.740174672489083, 0.6615720524017468, 0.6413043478260869, 0.6601307189542484, 0.6615720524017468, 0.6703056768558951, 0.7052401746724891, 0.7096069868995634]","[0.6936542669584245, 0.6717724288840262, 0.740174672489083, 0.6615720524017468, 0.6413043478260869, 0.6601307189542484, 0.6615720524017468, 0.6703056768558951, 0.7052401746724891, 0.7096069868995634]","[0.6936542669584245, 0.6717724288840262, 0.740174672489083, 0.6615720524017468, 0.6413043478260869, 0.6601307189542484, 0.6615720524017468, 0.6703056768558951, 0.7052401746724891, 0.7096069868995634]","[0.6936542669584245, 0.6717724288840262, 0.740174672489083, 0.6615720524017468, 0.6413043478260869, 0.6601307189542484, 0.6615720524017468, 0.6703056768558951, 0.7052401746724891, 0.7096069868995634]","[0.6902122845329455, 0.6638244428206064, 0.7355352100624626, 0.6591107591301623, 0.6421433521884014, 0.7134489778239778, 0.6707149175369514, 0.7119755932757136, 0.7401534093665745, 0.7136751711892728]","[0.6939812175079657, 0.6604423109173235, 0.7387847999960151, 0.6626949106951614, 0.5922450484748849, 0.6070070439879809, 0.6636382278174153, 0.6196680270911545, 0.6722025925550799, 0.6959615234540392]","[0.6892548813526542, 0.6566448961346179, 0.7344480185267193, 0.6536806086905592, 0.5792836445304883, 0.5901734065268718, 0.6547840968441827, 0.6094948656065577, 0.6770239631218038, 0.6986121207251185]","[0.7048660696242492, 0.6733067958417313, 0.743969842205145, 0.6790275689054922, 0.6438837275203231, 0.7002890862204588, 0.6937842703052531, 0.7040902273494556, 0.7282916883714902, 0.7192796669261277]","[0.6936542669584245, 0.6717724288840262, 0.740174672489083, 0.6615720524017468, 0.6413043478260869, 0.6601307189542484, 0.6615720524017468, 0.6703056768558951, 0.7052401746724891, 0.7096069868995634]","[0.6964764887997726, 0.6661704592913028, 0.7394236216286487, 0.6639489695867592, 0.6091343360248997, 0.6187639426376432, 0.6668509012906186, 0.6372225194383969, 0.6916498296153788, 0.7078305885278875]","[array([[68, 18,  7,  7],
       [40, 89,  2,  3],
       [ 6,  6, 63, 14],
       [ 3,  5, 29, 97]]), array([[ 49,  24,  12,  15],
       [ 37,  80,   6,  11],
       [  3,   0,  60,  26],
       [  3,   1,  12, 118]]), array([[ 63,  16,   5,  17],
       [ 28,  96,   5,   5],
       [  0,   2,  72,  15],
       [  2,   2,  22, 108]]), array([[53, 27, 13,  8],
       [38, 83, 13,  0],
       [ 4,  1, 69, 15],
       [ 2,  1, 33, 98]]), array([[ 43,  38,   6,  14],
       [ 14, 111,   5,   5],
       [  2,   2,  20,  65],
       [  8,   5,   1, 121]]), array([[ 37,  51,   1,  12],
       [  3, 124,   3,   4],
       [  4,   2,  21,  63],
       [  4,   8,   1, 121]]), array([[53, 25, 20,  3],
       [27, 92, 12,  3],
       [ 5,  0, 70, 14],
       [ 3,  1, 42, 88]]), array([[ 46,  35,   3,  17],
       [  7, 116,   1,  10],
       [  1,   5,  20,  63],
       [  0,   4,   5, 125]]), array([[ 60,  28,   1,  12],
       [ 18, 107,   3,   6],
       [  0,   9,  35,  45],
       [  2,   9,   2, 121]]), array([[ 65,  16,   5,  15],
       [ 32,  91,   4,   7],
       [  4,   0,  53,  32],
       [  4,   3,  11, 116]])]","[0.5434782608695652, 0.5217391304347826, 0.5217391304347826, 0.5434782608695652, 0.6444444444444445, 0.4888888888888889, 0.4666666666666667, 0.5777777777777777, 0.6222222222222222, 0.6666666666666666]","[0.5434782608695652, 0.5217391304347826, 0.5217391304347826, 0.5434782608695652, 0.6444444444444445, 0.4888888888888889, 0.4666666666666667, 0.5777777777777777, 0.6222222222222222, 0.6666666666666666]","[0.5434782608695652, 0.5217391304347826, 0.5217391304347826, 0.5434782608695652, 0.6444444444444445, 0.4888888888888889, 0.4666666666666667, 0.5777777777777777, 0.6222222222222222, 0.6666666666666666]","[0.5434782608695652, 0.5217391304347826, 0.5217391304347826, 0.5434782608695652, 0.6444444444444445, 0.4888888888888889, 0.4666666666666667, 0.5777777777777777, 0.6222222222222222, 0.6666666666666666]","[0.5428571428571429, 0.5565953654188949, 0.4703296703296703, 0.5454545454545454, 0.5102272727272728, 0.5593671679197996, 0.47916666666666663, 0.5491071428571428, 0.5824162679425837, 0.6709956709956709]","[0.5472222222222222, 0.5208333333333334, 0.509090909090909, 0.5492424242424242, 0.6116883116883116, 0.44217171717171716, 0.47651515151515156, 0.5325757575757576, 0.5924242424242424, 0.6330808080808081]","[0.5422372545784524, 0.517609126984127, 0.48067966016991504, 0.5320030846346636, 0.5512077294685991, 0.38457854406130265, 0.4607220666044196, 0.487942612942613, 0.5745098039215686, 0.6333333333333333]","[0.5493788819875777, 0.5669030458033015, 0.4897276636407071, 0.5642292490118577, 0.5227272727272727, 0.5493316624895572, 0.4907407407407407, 0.5591269841269841, 0.5971610845295056, 0.6715728715728716]","[0.5434782608695652, 0.5217391304347826, 0.5217391304347826, 0.5434782608695652, 0.6444444444444445, 0.4888888888888889, 0.4666666666666667, 0.5777777777777777, 0.6222222222222222, 0.6666666666666666]","[0.5437544385701886, 0.5229684265010353, 0.4976224931012755, 0.5386543281280124, 0.5715512614063338, 0.4206130268199234, 0.46228861915136427, 0.5163749830416496, 0.5971241830065359, 0.6498765432098764]","[array([[6, 4, 0, 2],
       [3, 5, 0, 1],
       [0, 1, 6, 3],
       [1, 0, 6, 8]]), array([[5, 5, 0, 2],
       [1, 6, 2, 0],
       [0, 0, 4, 6],
       [0, 1, 5, 9]]), array([[7, 3, 0, 1],
       [6, 1, 1, 2],
       [1, 0, 7, 2],
       [0, 1, 5, 9]]), array([[4, 5, 1, 1],
       [2, 5, 2, 1],
       [1, 0, 8, 1],
       [1, 1, 5, 8]]), array([[ 9,  2,  0,  0],
       [ 3,  7,  0,  0],
       [ 0,  1,  0,  9],
       [ 0,  0,  1, 13]]), array([[ 1,  8,  0,  2],
       [ 3,  7,  0,  0],
       [ 0,  2,  1,  6],
       [ 0,  2,  0, 13]]), array([[3, 5, 1, 2],
       [1, 6, 2, 0],
       [2, 0, 5, 3],
       [0, 1, 7, 7]]), array([[ 4,  5,  1,  1],
       [ 2,  6,  0,  1],
       [ 1,  1,  1,  7],
       [ 0,  0,  0, 15]]), array([[ 7,  2,  2,  0],
       [ 3,  6,  0,  0],
       [ 0,  2,  2,  6],
       [ 0,  1,  1, 13]]), array([[ 5,  2,  1,  3],
       [ 2,  4,  2,  1],
       [ 0,  0,  7,  3],
       [ 0,  0,  1, 14]])]"
log2,"[0.6827133479212254, 0.6761487964989059, 0.722707423580786, 0.6877729257641921, 0.7021739130434783, 0.7058823529411765, 0.6877729257641921, 0.6768558951965066, 0.6724890829694323, 0.6921397379912664]","[0.6827133479212254, 0.6761487964989059, 0.722707423580786, 0.6877729257641921, 0.7021739130434783, 0.7058823529411765, 0.6877729257641921, 0.6768558951965066, 0.6724890829694323, 0.6921397379912664]","[0.6827133479212254, 0.6761487964989059, 0.722707423580786, 0.6877729257641921, 0.7021739130434783, 0.7058823529411765, 0.6877729257641921, 0.6768558951965066, 0.6724890829694323, 0.6921397379912664]","[0.6827133479212254, 0.6761487964989059, 0.722707423580786, 0.6877729257641921, 0.7021739130434783, 0.7058823529411765, 0.6877729257641921, 0.6768558951965066, 0.6724890829694323, 0.6921397379912664]","[0.6823616777286516, 0.6939881215644153, 0.7305016140134183, 0.7010930906018943, 0.6980355503082776, 0.7193647891865718, 0.6863820030260017, 0.6663660969639135, 0.6844206110872778, 0.678985475743924]","[0.6713319637766225, 0.6524794566493376, 0.6950082439067318, 0.6643436920415168, 0.69605299481259, 0.6723527576638261, 0.6723702933768138, 0.6673226646830371, 0.6470611676294243, 0.6714429576447498]","[0.66718504450974, 0.6505232216190457, 0.7004482913709817, 0.6577833724783201, 0.6953205164412061, 0.6753452622517371, 0.6741284474921307, 0.6644434607782868, 0.6475247010532662, 0.6724876562416631]","[0.689993049426886, 0.692544068185837, 0.7297939751927283, 0.7015750664488714, 0.7112284619201615, 0.7143292473290265, 0.6905530625361239, 0.6756037431810213, 0.6841690994383862, 0.6889806730535669]","[0.6827133479212254, 0.6761487964989059, 0.722707423580786, 0.6877729257641921, 0.7021739130434783, 0.7058823529411765, 0.6877729257641921, 0.6768558951965066, 0.6724890829694323, 0.6921397379912664]","[0.6768527416010973, 0.6627787506488948, 0.7148577268417013, 0.6716519571273387, 0.7050566700679144, 0.6921457357325133, 0.6834989634828318, 0.6741058668980003, 0.6611842486345144, 0.6878729118947674]","[array([[ 47,  39,   6,   8],
       [ 13, 114,   1,   6],
       [  6,   8,  63,  12],
       [  3,   9,  34,  88]]), array([[ 38,  47,   1,  14],
       [  4, 120,   0,  10],
       [  6,  15,  55,  13],
       [  1,   8,  29,  96]]), array([[ 59,  22,   4,  16],
       [ 16, 109,   1,   8],
       [  5,   3,  44,  37],
       [  2,   3,  10, 119]]), array([[ 36,  46,   4,  15],
       [  5, 120,   2,   7],
       [  4,   3,  58,  24],
       [  0,   4,  29, 101]]), array([[ 68,  20,   4,   9],
       [ 27, 101,   0,   7],
       [ 16,   1,  58,  14],
       [ 10,   4,  25,  96]]), array([[ 50,  38,   5,   8],
       [ 12, 115,   0,   7],
       [ 10,   6,  41,  33],
       [  7,   6,   3, 118]]), array([[ 60,  33,   0,   8],
       [ 10, 116,   0,   8],
       [  7,  16,  51,  15],
       [  8,   8,  30,  88]]), array([[ 50,  30,   7,  14],
       [ 24,  97,   4,   9],
       [  6,   1,  62,  20],
       [  2,   3,  28, 101]]), array([[ 43,  42,   5,  11],
       [  8, 118,   1,   7],
       [  1,   7,  49,  32],
       [  2,   8,  26,  98]]), array([[ 57,  33,   3,   8],
       [ 15, 115,   0,   4],
       [ 18,   4,  48,  19],
       [  8,   6,  23,  97]])]","[0.5434782608695652, 0.6086956521739131, 0.5, 0.5869565217391305, 0.6, 0.6444444444444445, 0.5555555555555556, 0.6222222222222222, 0.6, 0.6]","[0.5434782608695652, 0.6086956521739131, 0.5, 0.5869565217391305, 0.6, 0.6444444444444445, 0.5555555555555556, 0.6222222222222222, 0.6, 0.6]","[0.5434782608695652, 0.6086956521739131, 0.5, 0.5869565217391305, 0.6, 0.6444444444444445, 0.5555555555555556, 0.6222222222222222, 0.6, 0.6]","[0.5434782608695652, 0.6086956521739131, 0.5, 0.5869565217391305, 0.6, 0.6444444444444445, 0.5555555555555556, 0.6222222222222222, 0.6, 0.6]","[0.5387445887445887, 0.6457720588235294, 0.48125, 0.630777665317139, 0.5692963286713286, 0.6262820512820513, 0.5409090909090909, 0.615613553113553, 0.5858718487394958, 0.5897435897435896]","[0.5569444444444445, 0.6138888888888888, 0.4696969696969697, 0.5803030303030303, 0.599025974025974, 0.6224747474747474, 0.5353535353535354, 0.627020202020202, 0.5941919191919192, 0.6131313131313132]","[0.527196223316913, 0.5878014563972819, 0.46466097308488613, 0.5851804489911907, 0.563619251119251, 0.6198209718670078, 0.5364661654135339, 0.6085231193926847, 0.5711169908466819, 0.5928172704488494]","[0.5499435347261433, 0.6608216112531969, 0.4891304347826087, 0.6238264976823329, 0.5833061383061383, 0.6492877492877492, 0.5630976430976431, 0.6324175824175823, 0.5938608776844071, 0.5974358974358975]","[0.5434782608695652, 0.6086956521739131, 0.5, 0.5869565217391305, 0.6, 0.6444444444444445, 0.5555555555555556, 0.6222222222222222, 0.6, 0.6]","[0.5277093596059114, 0.5953529827797628, 0.4837181564497254, 0.5855789070511633, 0.5723940668385114, 0.6427166808752486, 0.55791701475912, 0.6153362472203052, 0.5802854055428426, 0.5908027644869751]","[array([[3, 7, 1, 1],
       [1, 7, 0, 1],
       [1, 0, 6, 3],
       [1, 1, 4, 9]]), array([[ 4,  6,  0,  2],
       [ 1,  8,  0,  0],
       [ 0,  2,  5,  3],
       [ 0,  1,  3, 11]]), array([[ 6,  4,  0,  1],
       [ 4,  3,  0,  3],
       [ 2,  0,  3,  5],
       [ 0,  1,  3, 11]]), array([[ 5,  4,  0,  2],
       [ 1,  7,  0,  2],
       [ 0,  0,  5,  5],
       [ 0,  2,  3, 10]]), array([[ 2,  7,  2,  0],
       [ 1,  9,  0,  0],
       [ 1,  0,  6,  3],
       [ 1,  0,  3, 10]]), array([[ 6,  3,  1,  1],
       [ 2,  7,  1,  0],
       [ 1,  2,  4,  2],
       [ 0,  1,  2, 12]]), array([[ 4,  6,  0,  1],
       [ 4,  4,  0,  1],
       [ 1,  1,  6,  2],
       [ 1,  0,  3, 11]]), array([[ 4,  5,  1,  1],
       [ 1,  7,  0,  1],
       [ 2,  0,  7,  1],
       [ 0,  0,  5, 10]]), array([[ 5,  4,  0,  2],
       [ 1,  8,  0,  0],
       [ 1,  2,  3,  4],
       [ 1,  0,  3, 11]]), array([[4, 4, 1, 2],
       [0, 8, 0, 1],
       [3, 0, 6, 1],
       [1, 0, 5, 9]])]"
