min_samples_split value,Train_Accuracy,Train_Precision_micro,Train_Recall_micro,Train_f1_micro,Train_Precision_macro,Train_Recall_macro,Train_f1_macro,Train_Precision_weighted,Train_Recall_weighted,Train_f1_weighted,Train_Confusion_Matrix,Test_Accuracy,Test_Precision_micro,Test_Recall_micro,Test_f1_micro,Test_Precision_macro,Test_Recall_macro,Test_f1_macro,Test_Precision_weighted,Test_Recall_weighted,Test_f1_weighted,Test_Confusion_Matrix
2,"[0.7910447761194029, 0.7817164179104478, 0.8208955223880597, 0.7798507462686567, 0.7925925925925926, 0.8227611940298507, 0.835820895522388, 0.7966417910447762, 0.8041044776119403, 0.7910447761194029]","[0.7910447761194029, 0.7817164179104478, 0.8208955223880597, 0.7798507462686567, 0.7925925925925926, 0.8227611940298507, 0.835820895522388, 0.7966417910447762, 0.8041044776119403, 0.7910447761194029]","[0.7910447761194029, 0.7817164179104478, 0.8208955223880597, 0.7798507462686567, 0.7925925925925926, 0.8227611940298507, 0.835820895522388, 0.7966417910447762, 0.8041044776119403, 0.7910447761194029]","[0.7910447761194029, 0.7817164179104478, 0.8208955223880597, 0.7798507462686567, 0.7925925925925926, 0.8227611940298507, 0.835820895522388, 0.7966417910447762, 0.8041044776119403, 0.7910447761194029]","[0.8001965985595083, 0.7889225892538047, 0.826724616867439, 0.8037998489939912, 0.8009062902054142, 0.8302989459754074, 0.8379318142190222, 0.7970655686014458, 0.8045716097627862, 0.8019102267481015]","[0.7910447761194029, 0.7817164179104478, 0.8208955223880597, 0.7798507462686567, 0.7925925925925926, 0.8227611940298507, 0.8358208955223881, 0.7966417910447762, 0.8041044776119404, 0.791044776119403]","[0.7881288310492722, 0.7801905334894743, 0.8205535008972255, 0.7768099922004215, 0.7897968224838543, 0.8224254037408469, 0.835558272933345, 0.7945050841839469, 0.8038619874454949, 0.7890182537124026]","[0.8001965985595083, 0.7889225892538045, 0.826724616867439, 0.8037998489939912, 0.8009062902054142, 0.8302989459754074, 0.8379318142190221, 0.7970655686014458, 0.8045716097627862, 0.8019102267481014]","[0.7910447761194029, 0.7817164179104478, 0.8208955223880597, 0.7798507462686567, 0.7925925925925926, 0.8227611940298507, 0.835820895522388, 0.7966417910447762, 0.8041044776119403, 0.7910447761194029]","[0.7881288310492722, 0.7801905334894743, 0.8205535008972255, 0.7768099922004214, 0.7897968224838543, 0.8224254037408469, 0.8355582729333448, 0.7945050841839472, 0.803861987445495, 0.7890182537124026]","[array([[ 82,  48,   0,   4],
       [  7, 123,   0,   4],
       [  8,   0, 113,  13],
       [  3,   4,  21, 106]]), array([[119,  10,   0,   5],
       [ 36,  89,   5,   4],
       [  5,   0, 108,  21],
       [  2,   4,  25, 103]]), array([[117,  14,   3,   0],
       [ 28,  98,   2,   6],
       [  8,   1, 118,   7],
       [  2,   2,  23, 107]]), array([[126,   5,   2,   1],
       [ 54,  77,   0,   3],
       [  7,   0, 112,  15],
       [  5,   5,  21, 103]]), array([[118,  10,   6,   1],
       [ 50,  81,   1,   3],
       [  2,   2, 117,  14],
       [  0,   6,  17, 112]]), array([[118,  12,   3,   1],
       [ 21, 105,   0,   8],
       [  6,   0,  99,  29],
       [  3,   1,  11, 119]]), array([[105,  23,   5,   1],
       [ 16, 117,   0,   1],
       [  1,   2, 118,  13],
       [  2,   5,  19, 108]]), array([[ 95,  27,   2,  10],
       [ 15, 107,   0,  12],
       [  3,   0, 125,   6],
       [  3,   2,  29, 100]]), array([[109,  24,   0,   1],
       [ 17, 113,   1,   3],
       [  7,   1, 107,  19],
       [  3,   5,  24, 102]]), array([[116,   9,   8,   1],
       [ 38,  88,   0,   8],
       [  3,   0, 121,  10],
       [  6,   4,  25,  99]])]","[0.6521739130434783, 0.6739130434782609, 0.41304347826086957, 0.6521739130434783, 0.6222222222222222, 0.6, 0.6, 0.6, 0.8, 0.5111111111111111]","[0.6521739130434783, 0.6739130434782609, 0.41304347826086957, 0.6521739130434783, 0.6222222222222222, 0.6, 0.6, 0.6, 0.8, 0.5111111111111111]","[0.6521739130434783, 0.6739130434782609, 0.41304347826086957, 0.6521739130434783, 0.6222222222222222, 0.6, 0.6, 0.6, 0.8, 0.5111111111111111]","[0.6521739130434783, 0.6739130434782609, 0.41304347826086957, 0.6521739130434783, 0.6222222222222222, 0.6, 0.6, 0.6, 0.8, 0.5111111111111111]","[0.6860795454545454, 0.6910539215686275, 0.4134303196803196, 0.6662289915966386, 0.6230332167832168, 0.5696428571428571, 0.5895424836601307, 0.655448717948718, 0.8050213675213675, 0.5059523809523809]","[0.6708333333333333, 0.6513888888888889, 0.4098484848484849, 0.6401515151515151, 0.6149350649350649, 0.5696969696969697, 0.5808080808080808, 0.621969696969697, 0.8073232323232323, 0.5113636363636364]","[0.6491638795986623, 0.6574754901960784, 0.406328320802005, 0.6439665032679739, 0.6157407407407407, 0.5677331697054698, 0.5829861111111111, 0.6092436974789917, 0.797287253808993, 0.5024705387205387]","[0.7210968379446641, 0.6901427962489344, 0.42618522781566254, 0.6620843989769821, 0.6324397824397825, 0.5912698412698413, 0.6008714596949891, 0.6443019943019943, 0.826068376068376, 0.5145502645502645]","[0.6521739130434783, 0.6739130434782609, 0.41304347826086957, 0.6521739130434783, 0.6222222222222222, 0.6, 0.6, 0.6, 0.8, 0.5111111111111111]","[0.6535262469099898, 0.6694373401534527, 0.414541789255748, 0.6486121767547599, 0.6242798353909464, 0.5939340813464236, 0.5980555555555556, 0.5944911297852474, 0.8028242289111854, 0.5065869809203142]","[array([[7, 5, 0, 0],
       [2, 6, 1, 0],
       [1, 0, 9, 0],
       [1, 0, 6, 8]]), array([[ 9,  2,  0,  1],
       [ 4,  5,  0,  0],
       [ 1,  0,  5,  4],
       [ 1,  1,  1, 12]]), array([[3, 6, 2, 0],
       [3, 5, 0, 2],
       [2, 0, 4, 4],
       [0, 0, 8, 7]]), array([[ 8,  1,  0,  2],
       [ 5,  4,  0,  1],
       [ 0,  0,  7,  3],
       [ 1,  2,  1, 11]]), array([[ 6,  3,  2,  0],
       [ 5,  5,  0,  0],
       [ 0,  0,  7,  3],
       [ 2,  0,  2, 10]]), array([[ 6,  4,  1,  0],
       [ 4,  6,  0,  0],
       [ 2,  0,  3,  4],
       [ 0,  0,  3, 12]]), array([[ 6,  4,  1,  0],
       [ 3,  4,  0,  2],
       [ 0,  0,  6,  4],
       [ 0,  1,  3, 11]]), array([[5, 2, 1, 3],
       [1, 6, 0, 2],
       [0, 0, 9, 1],
       [0, 0, 8, 7]]), array([[ 9,  2,  0,  0],
       [ 2,  7,  0,  0],
       [ 1,  0,  9,  0],
       [ 0,  0,  4, 11]]), array([[6, 3, 1, 1],
       [5, 3, 0, 1],
       [0, 0, 7, 3],
       [3, 1, 4, 7]])]"
4,"[0.8339552238805971, 0.792910447761194, 0.8246268656716418, 0.7817164179104478, 0.8074074074074075, 0.7873134328358209, 0.8190298507462687, 0.8097014925373134, 0.8059701492537313, 0.8003731343283582]","[0.8339552238805971, 0.792910447761194, 0.8246268656716418, 0.7817164179104478, 0.8074074074074075, 0.7873134328358209, 0.8190298507462687, 0.8097014925373134, 0.8059701492537313, 0.8003731343283582]","[0.8339552238805971, 0.792910447761194, 0.8246268656716418, 0.7817164179104478, 0.8074074074074075, 0.7873134328358209, 0.8190298507462687, 0.8097014925373134, 0.8059701492537313, 0.8003731343283582]","[0.8339552238805971, 0.792910447761194, 0.8246268656716418, 0.7817164179104478, 0.8074074074074075, 0.7873134328358209, 0.8190298507462687, 0.8097014925373134, 0.8059701492537313, 0.8003731343283582]","[0.8358110026959424, 0.8222554853931735, 0.8249880473024225, 0.7960490423205075, 0.8095243006498976, 0.7914725479543403, 0.8253471585905326, 0.8115228854098717, 0.8169741240744219, 0.8027937169079472]","[0.833955223880597, 0.792910447761194, 0.8246268656716418, 0.7817164179104478, 0.8074074074074074, 0.7873134328358209, 0.8190298507462687, 0.8097014925373134, 0.8059701492537313, 0.8003731343283582]","[0.8340985551256954, 0.7901164161508989, 0.8244227447480919, 0.7798764048764049, 0.8071815056469678, 0.7869932122082488, 0.817548374779784, 0.8091933600303283, 0.8035446459713986, 0.800082675043447]","[0.8358110026959422, 0.8222554853931734, 0.8249880473024225, 0.7960490423205074, 0.8095243006498977, 0.7914725479543403, 0.8253471585905326, 0.8115228854098717, 0.8169741240744219, 0.8027937169079472]","[0.8339552238805971, 0.792910447761194, 0.8246268656716418, 0.7817164179104478, 0.8074074074074075, 0.7873134328358209, 0.8190298507462687, 0.8097014925373134, 0.8059701492537313, 0.8003731343283582]","[0.8340985551256955, 0.7901164161508989, 0.8244227447480919, 0.7798764048764049, 0.8071815056469679, 0.7869932122082488, 0.8175483747797839, 0.8091933600303283, 0.8035446459713985, 0.8000826750434471]","[array([[106,  26,   0,   2],
       [ 13, 118,   0,   3],
       [  9,   0, 113,  12],
       [  5,   4,  15, 110]]), array([[127,   3,   2,   2],
       [ 53,  78,   0,   3],
       [  4,   0, 114,  16],
       [  7,   1,  20, 106]]), array([[108,  20,   3,   3],
       [ 18, 109,   1,   6],
       [  5,   0, 117,  12],
       [  1,   2,  23, 108]]), array([[122,  11,   0,   1],
       [ 44,  84,   0,   6],
       [ 12,   0, 103,  19],
       [  0,   2,  22, 110]]), array([[ 99,  29,   1,   6],
       [ 17, 114,   0,   4],
       [  5,   0, 110,  20],
       [  1,   5,  16, 113]]), array([[ 95,  32,   2,   5],
       [ 19, 113,   0,   2],
       [  2,   5, 115,  12],
       [  8,   8,  19,  99]]), array([[ 95,  30,   6,   3],
       [ 11, 122,   0,   1],
       [  4,   1, 119,  10],
       [  2,   8,  21, 103]]), array([[112,  15,   6,   1],
       [ 32,  97,   0,   5],
       [  1,   2, 109,  22],
       [  1,   6,  11, 116]]), array([[ 90,  37,   4,   3],
       [  8, 124,   1,   1],
       [  3,   2, 120,   9],
       [  5,   8,  23,  98]]), array([[110,  18,   5,   1],
       [ 32,  97,   0,   5],
       [  3,   0, 115,  16],
       [  4,   3,  20, 107]])]","[0.6304347826086957, 0.6521739130434783, 0.5217391304347826, 0.5652173913043478, 0.6444444444444445, 0.6666666666666666, 0.7111111111111111, 0.6444444444444445, 0.7111111111111111, 0.5555555555555556]","[0.6304347826086957, 0.6521739130434783, 0.5217391304347826, 0.5652173913043478, 0.6444444444444445, 0.6666666666666666, 0.7111111111111111, 0.6444444444444445, 0.7111111111111111, 0.5555555555555556]","[0.6304347826086957, 0.6521739130434783, 0.5217391304347826, 0.5652173913043478, 0.6444444444444445, 0.6666666666666666, 0.7111111111111111, 0.6444444444444445, 0.7111111111111111, 0.5555555555555556]","[0.6304347826086957, 0.6521739130434783, 0.5217391304347826, 0.5652173913043478, 0.6444444444444445, 0.6666666666666666, 0.7111111111111111, 0.6444444444444445, 0.7111111111111111, 0.5555555555555556]","[0.6416666666666666, 0.6673202614379085, 0.525, 0.5975285947712419, 0.6376623376623376, 0.6785714285714286, 0.7147852147852148, 0.6122627372627373, 0.7512019230769231, 0.5449404761904761]","[0.6416666666666666, 0.6319444444444444, 0.5136363636363637, 0.5424242424242424, 0.6422077922077922, 0.6530303030303031, 0.7191919191919192, 0.632070707070707, 0.7446969696969696, 0.5436868686868687]","[0.6303947368421053, 0.6307579293060236, 0.5116946778711484, 0.5402264341409078, 0.6392857142857142, 0.6611949706964699, 0.6997066942719117, 0.6101190476190476, 0.7074599542334096, 0.5406193269096494]","[0.6608695652173913, 0.6634839443023586, 0.532608695652174, 0.5994334327934073, 0.6414141414141414, 0.6904761904761905, 0.7325563325563326, 0.6462204462204462, 0.7830128205128204, 0.5500264550264551]","[0.6304347826086957, 0.6521739130434783, 0.5217391304347826, 0.5652173913043478, 0.6444444444444445, 0.6666666666666666, 0.7111111111111111, 0.6444444444444445, 0.7111111111111111, 0.5555555555555556]","[0.6329900839054158, 0.6415100720316533, 0.5205212519790525, 0.5557625192207571, 0.6423280423280423, 0.6746104220616964, 0.7061498351353422, 0.6338624338624338, 0.704183066361556, 0.5495895979766947]","[array([[8, 4, 0, 0],
       [2, 6, 0, 1],
       [2, 0, 7, 1],
       [0, 0, 7, 8]]), array([[11,  0,  0,  1],
       [ 5,  4,  0,  0],
       [ 1,  0,  5,  4],
       [ 0,  1,  4, 10]]), array([[5, 3, 2, 1],
       [4, 4, 0, 2],
       [1, 0, 6, 3],
       [0, 0, 6, 9]]), array([[ 7,  1,  1,  2],
       [ 6,  3,  0,  1],
       [ 2,  0,  5,  3],
       [ 1,  0,  3, 11]]), array([[ 5,  4,  1,  1],
       [ 3,  7,  0,  0],
       [ 0,  0,  7,  3],
       [ 2,  0,  2, 10]]), array([[ 6,  5,  0,  0],
       [ 4,  6,  0,  0],
       [ 1,  0,  6,  2],
       [ 1,  1,  1, 12]]), array([[ 5,  5,  1,  0],
       [ 0,  8,  0,  1],
       [ 1,  0,  8,  1],
       [ 1,  1,  2, 11]]), array([[ 3,  6,  2,  0],
       [ 4,  5,  0,  0],
       [ 0,  0,  9,  1],
       [ 0,  0,  3, 12]]), array([[6, 5, 0, 0],
       [0, 9, 0, 0],
       [1, 0, 9, 0],
       [1, 2, 4, 8]]), array([[ 4,  3,  1,  3],
       [ 5,  4,  0,  0],
       [ 0,  0,  7,  3],
       [ 1,  0,  4, 10]])]"
6,"[0.792910447761194, 0.8059701492537313, 0.8488805970149254, 0.8115671641791045, 0.8222222222222222, 0.8003731343283582, 0.8432835820895522, 0.832089552238806, 0.8152985074626866, 0.792910447761194]","[0.792910447761194, 0.8059701492537313, 0.8488805970149254, 0.8115671641791045, 0.8222222222222222, 0.8003731343283582, 0.8432835820895522, 0.832089552238806, 0.8152985074626866, 0.792910447761194]","[0.792910447761194, 0.8059701492537313, 0.8488805970149254, 0.8115671641791045, 0.8222222222222222, 0.8003731343283582, 0.8432835820895522, 0.832089552238806, 0.8152985074626866, 0.792910447761194]","[0.792910447761194, 0.8059701492537313, 0.8488805970149254, 0.8115671641791045, 0.8222222222222222, 0.8003731343283582, 0.8432835820895522, 0.832089552238806, 0.8152985074626866, 0.792910447761194]","[0.7994089506968431, 0.8121358247940527, 0.8493852953977123, 0.8120240832537027, 0.8249353189140127, 0.8009709942010452, 0.8452198581560284, 0.8349159584718696, 0.8173632054216171, 0.800026294843368]","[0.792910447761194, 0.8059701492537312, 0.8488805970149255, 0.8115671641791045, 0.8222222222222222, 0.8003731343283582, 0.8432835820895522, 0.832089552238806, 0.8152985074626866, 0.792910447761194]","[0.7933534778456783, 0.8071654373024236, 0.8486453104632377, 0.8115002003323909, 0.8214120497495133, 0.8001324848850364, 0.8425707354070446, 0.8324504606107662, 0.8156045751633987, 0.7907752615385257]","[0.7994089506968431, 0.8121358247940527, 0.8493852953977123, 0.8120240832537028, 0.8249353189140128, 0.8009709942010451, 0.8452198581560284, 0.8349159584718695, 0.8173632054216172, 0.800026294843368]","[0.792910447761194, 0.8059701492537313, 0.8488805970149254, 0.8115671641791045, 0.8222222222222222, 0.8003731343283582, 0.8432835820895522, 0.832089552238806, 0.8152985074626866, 0.792910447761194]","[0.7933534778456783, 0.8071654373024236, 0.8486453104632374, 0.8115002003323908, 0.8214120497495133, 0.8001324848850364, 0.8425707354070446, 0.8324504606107662, 0.8156045751633988, 0.7907752615385258]","[array([[114,  16,   2,   2],
       [ 36,  94,   0,   4],
       [  5,   2, 112,  15],
       [  8,   7,  14, 105]]), array([[112,  21,   1,   0],
       [ 32,  98,   1,   3],
       [  5,   2, 113,  14],
       [  9,   5,  11, 109]]), array([[111,  22,   0,   1],
       [ 10, 121,   0,   3],
       [  8,   1, 112,  13],
       [  3,   1,  19, 111]]), array([[108,  18,   7,   1],
       [ 25, 106,   0,   3],
       [  5,   0, 107,  22],
       [  0,   4,  16, 114]]), array([[ 98,  31,   4,   2],
       [ 14, 117,   0,   4],
       [  1,   2, 120,  12],
       [  4,   3,  19, 109]]), array([[102,  25,   4,   3],
       [ 24, 106,   0,   4],
       [  4,   0, 117,  13],
       [  6,   2,  22, 104]]), array([[100,  28,   1,   5],
       [ 13, 121,   0,   0],
       [  3,   0, 113,  18],
       [  4,   1,  11, 118]]), array([[115,  16,   2,   1],
       [ 23, 107,   0,   4],
       [  7,   0, 110,  17],
       [  4,   4,  12, 114]]), array([[110,  22,   0,   2],
       [ 20, 110,   1,   3],
       [  6,   2, 106,  20],
       [  2,   7,  14, 111]]), array([[ 85,  44,   0,   5],
       [  6, 119,   0,   9],
       [ 11,   0, 107,  16],
       [  2,   2,  16, 114]])]","[0.7391304347826086, 0.6086956521739131, 0.4782608695652174, 0.6739130434782609, 0.6888888888888889, 0.7555555555555555, 0.6666666666666666, 0.6444444444444445, 0.7111111111111111, 0.7333333333333333]","[0.7391304347826086, 0.6086956521739131, 0.4782608695652174, 0.6739130434782609, 0.6888888888888889, 0.7555555555555555, 0.6666666666666666, 0.6444444444444445, 0.7111111111111111, 0.7333333333333333]","[0.7391304347826086, 0.6086956521739131, 0.4782608695652174, 0.6739130434782609, 0.6888888888888889, 0.7555555555555555, 0.6666666666666666, 0.6444444444444445, 0.7111111111111111, 0.7333333333333333]","[0.7391304347826086, 0.6086956521739131, 0.4782608695652174, 0.6739130434782609, 0.6888888888888889, 0.7555555555555555, 0.6666666666666666, 0.6444444444444445, 0.7111111111111111, 0.7333333333333333]","[0.8170955882352942, 0.6006868131868132, 0.4278846153846154, 0.704059829059829, 0.6902097902097902, 0.7556471306471306, 0.6848039215686275, 0.6292735042735043, 0.6958333333333333, 0.7318181818181818]","[0.7472222222222222, 0.5819444444444444, 0.46439393939393936, 0.6590909090909091, 0.6970779220779221, 0.747979797979798, 0.6553030303030303, 0.6358585858585859, 0.6896464646464646, 0.7234848484848484]","[0.7324579468507505, 0.5858703685209228, 0.4401495776176083, 0.6681120414673047, 0.6872463768115942, 0.7500882234321435, 0.6524159663865545, 0.6282781228433402, 0.6919399949148233, 0.7268371571502501]","[0.8281649616368286, 0.6185738174868609, 0.4481605351170569, 0.696395392047566, 0.6995804195804196, 0.767073667073667, 0.6945533769063181, 0.6521367521367522, 0.715432098765432, 0.7333333333333333]","[0.7391304347826086, 0.6086956521739131, 0.4782608695652174, 0.6739130434782609, 0.6888888888888889, 0.7555555555555555, 0.6666666666666666, 0.6444444444444445, 0.7111111111111111, 0.7333333333333333]","[0.7329883791978832, 0.6087984750259445, 0.4577600760187216, 0.6726995353997642, 0.6875840809753854, 0.7595718222759965, 0.6636321195144725, 0.6440073613986657, 0.7125349605898805, 0.732574320050601]","[array([[12,  0,  0,  0],
       [ 3,  5,  1,  0],
       [ 1,  0,  9,  0],
       [ 1,  0,  6,  8]]), array([[ 7,  4,  0,  1],
       [ 5,  4,  0,  0],
       [ 1,  1,  5,  3],
       [ 0,  1,  2, 12]]), array([[ 1,  7,  2,  1],
       [ 3,  6,  0,  1],
       [ 2,  0,  5,  3],
       [ 0,  0,  5, 10]]), array([[ 7,  1,  1,  2],
       [ 4,  5,  0,  1],
       [ 0,  0,  7,  3],
       [ 2,  0,  1, 12]]), array([[6, 3, 2, 0],
       [2, 8, 0, 0],
       [0, 0, 8, 2],
       [2, 0, 3, 9]]), array([[ 7,  3,  0,  1],
       [ 4,  6,  0,  0],
       [ 1,  0,  8,  0],
       [ 1,  0,  1, 13]]), array([[ 5,  5,  1,  0],
       [ 1,  6,  0,  2],
       [ 0,  0,  7,  3],
       [ 0,  1,  2, 12]]), array([[ 5,  4,  2,  0],
       [ 4,  5,  0,  0],
       [ 0,  0,  8,  2],
       [ 1,  0,  3, 11]]), array([[ 7,  4,  0,  0],
       [ 4,  5,  0,  0],
       [ 1,  0,  7,  2],
       [ 0,  0,  2, 13]]), array([[ 8,  2,  0,  1],
       [ 3,  6,  0,  0],
       [ 0,  0,  7,  3],
       [ 0,  0,  3, 12]])]"
8,"[0.8115671641791045, 0.8208955223880597, 0.8414179104477612, 0.8227611940298507, 0.8240740740740741, 0.8022388059701493, 0.8003731343283582, 0.7966417910447762, 0.8022388059701493, 0.8171641791044776]","[0.8115671641791045, 0.8208955223880597, 0.8414179104477612, 0.8227611940298507, 0.8240740740740741, 0.8022388059701493, 0.8003731343283582, 0.7966417910447762, 0.8022388059701493, 0.8171641791044776]","[0.8115671641791045, 0.8208955223880597, 0.8414179104477612, 0.8227611940298507, 0.8240740740740741, 0.8022388059701493, 0.8003731343283582, 0.7966417910447762, 0.8022388059701493, 0.8171641791044776]","[0.8115671641791045, 0.8208955223880597, 0.8414179104477612, 0.8227611940298507, 0.8240740740740741, 0.8022388059701493, 0.8003731343283582, 0.7966417910447762, 0.8022388059701493, 0.8171641791044776]","[0.8155204587555847, 0.826315385478045, 0.8421815202203728, 0.8291937153543044, 0.8255489458490071, 0.811200334501965, 0.8089451336089992, 0.8002200958215625, 0.8117595832639039, 0.8212561660921107]","[0.8115671641791046, 0.8208955223880596, 0.8414179104477612, 0.8227611940298508, 0.8240740740740742, 0.8022388059701492, 0.8003731343283582, 0.7966417910447762, 0.8022388059701492, 0.8171641791044776]","[0.8118553979600761, 0.8203475671221996, 0.8411649998123497, 0.8235285822495125, 0.8238768960918037, 0.7985475546150664, 0.7984322112904476, 0.7954730340355445, 0.7997649189125199, 0.8156396665642562]","[0.8155204587555845, 0.826315385478045, 0.842181520220373, 0.8291937153543044, 0.8255489458490071, 0.811200334501965, 0.8089451336089992, 0.8002200958215625, 0.8117595832639037, 0.8212561660921108]","[0.8115671641791045, 0.8208955223880597, 0.8414179104477612, 0.8227611940298507, 0.8240740740740741, 0.8022388059701493, 0.8003731343283582, 0.7966417910447762, 0.8022388059701493, 0.8171641791044776]","[0.8118553979600761, 0.8203475671221995, 0.8411649998123496, 0.8235285822495124, 0.8238768960918037, 0.7985475546150663, 0.7984322112904477, 0.7954730340355444, 0.79976491891252, 0.8156396665642562]","[array([[104,  30,   0,   0],
       [ 13, 118,   0,   3],
       [ 14,   0, 105,  15],
       [  7,   4,  15, 108]]), array([[100,  30,   2,   2],
       [ 14, 111,   6,   3],
       [  1,   0, 123,  10],
       [  0,   2,  26, 106]]), array([[107,  24,   2,   1],
       [ 11, 120,   0,   3],
       [  3,   2, 114,  15],
       [  8,   1,  15, 110]]), array([[118,  14,   0,   2],
       [ 27, 105,   0,   2],
       [ 14,   2, 107,  11],
       [  2,   4,  17, 111]]), array([[109,  22,   2,   2],
       [ 18, 114,   0,   3],
       [  3,   3, 118,  11],
       [  8,   3,  20, 104]]), array([[ 94,  27,   3,  10],
       [ 13, 119,   0,   2],
       [  2,   3, 127,   2],
       [  2,  11,  31,  90]]), array([[113,  17,   3,   1],
       [ 24, 107,   0,   3],
       [  1,   6, 121,   6],
       [ 15,   5,  26,  88]]), array([[100,  31,   2,   1],
       [  9, 119,   0,   6],
       [ 10,   0, 112,  12],
       [  2,   2,  34,  96]]), array([[ 85,  45,   2,   2],
       [  5, 123,   0,   6],
       [  8,   0, 112,  14],
       [  1,   3,  20, 110]]), array([[115,  12,   5,   2],
       [ 37,  90,   0,   7],
       [  2,   1, 116,  15],
       [  1,   4,  12, 117]])]","[0.6956521739130435, 0.6304347826086957, 0.4782608695652174, 0.6739130434782609, 0.6444444444444445, 0.7111111111111111, 0.6, 0.6666666666666666, 0.7111111111111111, 0.6222222222222222]","[0.6956521739130435, 0.6304347826086957, 0.4782608695652174, 0.6739130434782609, 0.6444444444444445, 0.7111111111111111, 0.6, 0.6666666666666666, 0.7111111111111111, 0.6222222222222222]","[0.6956521739130435, 0.6304347826086957, 0.4782608695652174, 0.6739130434782609, 0.6444444444444445, 0.7111111111111111, 0.6, 0.6666666666666666, 0.7111111111111111, 0.6222222222222222]","[0.6956521739130435, 0.6304347826086957, 0.4782608695652174, 0.6739130434782609, 0.6444444444444445, 0.7111111111111111, 0.6, 0.6666666666666666, 0.7111111111111111, 0.6222222222222222]","[0.6873376623376622, 0.6178030303030303, 0.45113636363636367, 0.6722319347319348, 0.6447552447552448, 0.7670940170940171, 0.6192460317460318, 0.6886904761904762, 0.6909722222222222, 0.6118055555555555]","[0.6916666666666667, 0.6138888888888889, 0.47045454545454546, 0.6757575757575757, 0.6470779220779221, 0.7136363636363636, 0.6085858585858586, 0.6808080808080809, 0.6914141414141415, 0.6025252525252525]","[0.688129619400826, 0.6128067603025158, 0.4580428343586238, 0.6724120082815734, 0.6396273291925465, 0.6979166666666666, 0.5952380952380951, 0.6636904761904762, 0.6841397849462365, 0.6038770053475937]","[0.701665725578769, 0.6349472990777337, 0.4629446640316206, 0.6808427080166212, 0.6591763791763792, 0.7832858499525167, 0.6532804232804232, 0.7236507936507937, 0.7108024691358025, 0.616358024691358]","[0.6956521739130435, 0.6304347826086957, 0.4782608695652174, 0.6739130434782609, 0.6444444444444445, 0.7111111111111111, 0.6, 0.6666666666666666, 0.7111111111111111, 0.6222222222222222]","[0.697348122277534, 0.6298727661944611, 0.4680921671768353, 0.6755783598883788, 0.645256038647343, 0.7067460317460317, 0.6052910052910053, 0.6711640211640211, 0.7047789725209079, 0.6156268568033274]","[array([[ 8,  4,  0,  0],
       [ 2,  6,  0,  1],
       [ 1,  0,  7,  2],
       [ 0,  0,  4, 11]]), array([[ 6,  5,  0,  1],
       [ 3,  5,  1,  0],
       [ 1,  0,  6,  3],
       [ 0,  1,  2, 12]]), array([[2, 6, 2, 1],
       [3, 6, 0, 1],
       [1, 0, 5, 4],
       [2, 0, 4, 9]]), array([[ 7,  2,  1,  1],
       [ 2,  7,  0,  1],
       [ 2,  0,  7,  1],
       [ 1,  2,  2, 10]]), array([[6, 4, 1, 0],
       [4, 6, 0, 0],
       [0, 0, 8, 2],
       [0, 1, 4, 9]]), array([[ 5,  6,  0,  0],
       [ 0, 10,  0,  0],
       [ 0,  1,  6,  2],
       [ 0,  1,  3, 11]]), array([[6, 4, 1, 0],
       [3, 5, 1, 0],
       [0, 1, 8, 1],
       [1, 2, 4, 8]]), array([[6, 5, 0, 0],
       [2, 7, 0, 0],
       [2, 0, 8, 0],
       [0, 0, 6, 9]]), array([[ 5,  5,  1,  0],
       [ 2,  7,  0,  0],
       [ 2,  0,  6,  2],
       [ 0,  0,  1, 14]]), array([[ 5,  3,  1,  2],
       [ 4,  5,  0,  0],
       [ 0,  0,  6,  4],
       [ 0,  0,  3, 12]])]"
