n_neighbors value,Train_Accuracy,Train_Precision_micro,Train_Recall_micro,Train_f1_micro,Train_Precision_macro,Train_Recall_macro,Train_f1_macro,Train_Precision_weighted,Train_Recall_weighted,Train_f1_weighted,Train_Confusion_Matrix,Test_Accuracy,Test_Precision_micro,Test_Recall_micro,Test_f1_micro,Test_Precision_macro,Test_Recall_macro,Test_f1_macro,Test_Precision_weighted,Test_Recall_weighted,Test_f1_weighted,Test_Confusion_Matrix
1,"[1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0]","[1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0]","[1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0]","[1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0]","[1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0]","[1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0]","[1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0]","[1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0]","[1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0]","[1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0]","[array([[100,   0,   0,   0],
       [  0, 134,   0,   0],
       [  0,   0,  89,   0],
       [  0,   0,   0, 134]]), array([[100,   0,   0,   0],
       [  0, 134,   0,   0],
       [  0,   0,  89,   0],
       [  0,   0,   0, 134]]), array([[101,   0,   0,   0],
       [  0, 134,   0,   0],
       [  0,   0,  89,   0],
       [  0,   0,   0, 134]]), array([[101,   0,   0,   0],
       [  0, 134,   0,   0],
       [  0,   0,  89,   0],
       [  0,   0,   0, 134]]), array([[101,   0,   0,   0],
       [  0, 135,   0,   0],
       [  0,   0,  89,   0],
       [  0,   0,   0, 135]]), array([[101,   0,   0,   0],
       [  0, 134,   0,   0],
       [  0,   0,  90,   0],
       [  0,   0,   0, 134]]), array([[101,   0,   0,   0],
       [  0, 134,   0,   0],
       [  0,   0,  89,   0],
       [  0,   0,   0, 134]]), array([[101,   0,   0,   0],
       [  0, 134,   0,   0],
       [  0,   0,  89,   0],
       [  0,   0,   0, 134]]), array([[101,   0,   0,   0],
       [  0, 134,   0,   0],
       [  0,   0,  89,   0],
       [  0,   0,   0, 134]]), array([[101,   0,   0,   0],
       [  0, 134,   0,   0],
       [  0,   0,  89,   0],
       [  0,   0,   0, 134]])]","[0.6304347826086957, 0.8043478260869565, 0.8260869565217391, 0.7608695652173914, 0.8222222222222222, 0.8, 0.6666666666666666, 0.7333333333333333, 0.6888888888888889, 0.7111111111111111]","[0.6304347826086957, 0.8043478260869565, 0.8260869565217391, 0.7608695652173914, 0.8222222222222222, 0.8, 0.6666666666666666, 0.7333333333333333, 0.6888888888888889, 0.7111111111111111]","[0.6304347826086957, 0.8043478260869565, 0.8260869565217391, 0.7608695652173914, 0.8222222222222222, 0.8, 0.6666666666666666, 0.7333333333333333, 0.6888888888888889, 0.7111111111111111]","[0.6304347826086957, 0.8043478260869565, 0.8260869565217391, 0.7608695652173914, 0.8222222222222222, 0.8, 0.6666666666666666, 0.7333333333333333, 0.6888888888888889, 0.7111111111111111]","[0.6369047619047619, 0.8082837301587301, 0.8212121212121212, 0.7682178932178932, 0.8267676767676768, 0.808603896103896, 0.6674185463659148, 0.7899305555555556, 0.7494270435446906, 0.7189102564102564]","[0.6277777777777778, 0.7875, 0.8212121212121212, 0.7689393939393939, 0.8188311688311688, 0.8055555555555556, 0.6429292929292929, 0.7, 0.6749999999999999, 0.6934343434343435]","[0.6196225071225071, 0.7929264072090898, 0.8212121212121212, 0.7669980799074146, 0.8219683220590661, 0.7917127534774594, 0.6498415155535898, 0.6923400673400673, 0.6605090311986863, 0.6977150537634409]","[0.6428571428571428, 0.806698585231194, 0.8260869565217391, 0.7637712529016878, 0.8241975308641976, 0.8207455507455508, 0.6685157337788916, 0.775462962962963, 0.7376793141499023, 0.7192307692307692]","[0.6304347826086957, 0.8043478260869565, 0.8260869565217391, 0.7608695652173914, 0.8222222222222222, 0.8, 0.6666666666666666, 0.7333333333333333, 0.6888888888888889, 0.7111111111111111]","[0.6250650315867707, 0.801150268864523, 0.8260869565217391, 0.7608209625164534, 0.8223835450695703, 0.7953052902072509, 0.6618883810834275, 0.7099513655069211, 0.6700966976829046, 0.7080645161290323]","[array([[10,  1,  1,  0],
       [ 4,  4,  0,  1],
       [ 0,  0,  7,  3],
       [ 0,  1,  6,  8]]), array([[11,  1,  0,  0],
       [ 3,  6,  0,  0],
       [ 0,  0,  7,  3],
       [ 0,  0,  2, 13]]), array([[ 9,  2,  0,  0],
       [ 2,  8,  0,  0],
       [ 0,  0,  8,  2],
       [ 0,  0,  2, 13]]), array([[10,  1,  0,  0],
       [ 1,  8,  0,  1],
       [ 0,  0,  7,  3],
       [ 1,  0,  4, 10]]), array([[ 9,  1,  0,  1],
       [ 2,  8,  0,  0],
       [ 0,  0,  8,  2],
       [ 0,  0,  2, 12]]), array([[11,  0,  0,  0],
       [ 4,  6,  0,  0],
       [ 0,  0,  8,  1],
       [ 0,  1,  3, 11]]), array([[ 8,  2,  1,  0],
       [ 2,  4,  0,  3],
       [ 0,  0,  6,  4],
       [ 0,  1,  2, 12]]), array([[11,  0,  0,  0],
       [ 5,  3,  0,  1],
       [ 0,  0,  6,  4],
       [ 0,  0,  2, 13]]), array([[11,  0,  0,  0],
       [ 5,  3,  0,  1],
       [ 0,  0,  7,  3],
       [ 1,  0,  4, 10]]), array([[ 9,  1,  1,  0],
       [ 3,  5,  0,  1],
       [ 1,  0,  6,  3],
       [ 0,  0,  3, 12]])]"
2,"[1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0]","[1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0]","[1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0]","[1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0]","[1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0]","[1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0]","[1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0]","[1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0]","[1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0]","[1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0]","[array([[100,   0,   0,   0],
       [  0, 134,   0,   0],
       [  0,   0,  89,   0],
       [  0,   0,   0, 134]]), array([[100,   0,   0,   0],
       [  0, 134,   0,   0],
       [  0,   0,  89,   0],
       [  0,   0,   0, 134]]), array([[101,   0,   0,   0],
       [  0, 134,   0,   0],
       [  0,   0,  89,   0],
       [  0,   0,   0, 134]]), array([[101,   0,   0,   0],
       [  0, 134,   0,   0],
       [  0,   0,  89,   0],
       [  0,   0,   0, 134]]), array([[101,   0,   0,   0],
       [  0, 135,   0,   0],
       [  0,   0,  89,   0],
       [  0,   0,   0, 135]]), array([[101,   0,   0,   0],
       [  0, 134,   0,   0],
       [  0,   0,  90,   0],
       [  0,   0,   0, 134]]), array([[101,   0,   0,   0],
       [  0, 134,   0,   0],
       [  0,   0,  89,   0],
       [  0,   0,   0, 134]]), array([[101,   0,   0,   0],
       [  0, 134,   0,   0],
       [  0,   0,  89,   0],
       [  0,   0,   0, 134]]), array([[101,   0,   0,   0],
       [  0, 134,   0,   0],
       [  0,   0,  89,   0],
       [  0,   0,   0, 134]]), array([[101,   0,   0,   0],
       [  0, 134,   0,   0],
       [  0,   0,  89,   0],
       [  0,   0,   0, 134]])]","[0.6304347826086957, 0.8043478260869565, 0.8260869565217391, 0.7608695652173914, 0.8222222222222222, 0.8, 0.6666666666666666, 0.7333333333333333, 0.6888888888888889, 0.7111111111111111]","[0.6304347826086957, 0.8043478260869565, 0.8260869565217391, 0.7608695652173914, 0.8222222222222222, 0.8, 0.6666666666666666, 0.7333333333333333, 0.6888888888888889, 0.7111111111111111]","[0.6304347826086957, 0.8043478260869565, 0.8260869565217391, 0.7608695652173914, 0.8222222222222222, 0.8, 0.6666666666666666, 0.7333333333333333, 0.6888888888888889, 0.7111111111111111]","[0.6304347826086957, 0.8043478260869565, 0.8260869565217391, 0.7608695652173914, 0.8222222222222222, 0.8, 0.6666666666666666, 0.7333333333333333, 0.6888888888888889, 0.7111111111111111]","[0.6369047619047619, 0.8082837301587301, 0.8212121212121212, 0.7682178932178932, 0.8267676767676768, 0.808603896103896, 0.6674185463659148, 0.7899305555555556, 0.7494270435446906, 0.7189102564102564]","[0.6277777777777778, 0.7875, 0.8212121212121212, 0.7689393939393939, 0.8188311688311688, 0.8055555555555556, 0.6429292929292929, 0.7, 0.6749999999999999, 0.6934343434343435]","[0.6196225071225071, 0.7929264072090898, 0.8212121212121212, 0.7669980799074146, 0.8219683220590661, 0.7917127534774594, 0.6498415155535898, 0.6923400673400673, 0.6605090311986863, 0.6977150537634409]","[0.6428571428571428, 0.806698585231194, 0.8260869565217391, 0.7637712529016878, 0.8241975308641976, 0.8207455507455508, 0.6685157337788916, 0.775462962962963, 0.7376793141499023, 0.7192307692307692]","[0.6304347826086957, 0.8043478260869565, 0.8260869565217391, 0.7608695652173914, 0.8222222222222222, 0.8, 0.6666666666666666, 0.7333333333333333, 0.6888888888888889, 0.7111111111111111]","[0.6250650315867707, 0.801150268864523, 0.8260869565217391, 0.7608209625164534, 0.8223835450695703, 0.7953052902072509, 0.6618883810834275, 0.7099513655069211, 0.6700966976829046, 0.7080645161290323]","[array([[10,  1,  1,  0],
       [ 4,  4,  0,  1],
       [ 0,  0,  7,  3],
       [ 0,  1,  6,  8]]), array([[11,  1,  0,  0],
       [ 3,  6,  0,  0],
       [ 0,  0,  7,  3],
       [ 0,  0,  2, 13]]), array([[ 9,  2,  0,  0],
       [ 2,  8,  0,  0],
       [ 0,  0,  8,  2],
       [ 0,  0,  2, 13]]), array([[10,  1,  0,  0],
       [ 1,  8,  0,  1],
       [ 0,  0,  7,  3],
       [ 1,  0,  4, 10]]), array([[ 9,  1,  0,  1],
       [ 2,  8,  0,  0],
       [ 0,  0,  8,  2],
       [ 0,  0,  2, 12]]), array([[11,  0,  0,  0],
       [ 4,  6,  0,  0],
       [ 0,  0,  8,  1],
       [ 0,  1,  3, 11]]), array([[ 8,  2,  1,  0],
       [ 2,  4,  0,  3],
       [ 0,  0,  6,  4],
       [ 0,  1,  2, 12]]), array([[11,  0,  0,  0],
       [ 5,  3,  0,  1],
       [ 0,  0,  6,  4],
       [ 0,  0,  2, 13]]), array([[11,  0,  0,  0],
       [ 5,  3,  0,  1],
       [ 0,  0,  7,  3],
       [ 1,  0,  4, 10]]), array([[ 9,  1,  1,  0],
       [ 3,  5,  0,  1],
       [ 1,  0,  6,  3],
       [ 0,  0,  3, 12]])]"
3,"[1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0]","[1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0]","[1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0]","[1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0]","[1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0]","[1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0]","[1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0]","[1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0]","[1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0]","[1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0]","[array([[100,   0,   0,   0],
       [  0, 134,   0,   0],
       [  0,   0,  89,   0],
       [  0,   0,   0, 134]]), array([[100,   0,   0,   0],
       [  0, 134,   0,   0],
       [  0,   0,  89,   0],
       [  0,   0,   0, 134]]), array([[101,   0,   0,   0],
       [  0, 134,   0,   0],
       [  0,   0,  89,   0],
       [  0,   0,   0, 134]]), array([[101,   0,   0,   0],
       [  0, 134,   0,   0],
       [  0,   0,  89,   0],
       [  0,   0,   0, 134]]), array([[101,   0,   0,   0],
       [  0, 135,   0,   0],
       [  0,   0,  89,   0],
       [  0,   0,   0, 135]]), array([[101,   0,   0,   0],
       [  0, 134,   0,   0],
       [  0,   0,  90,   0],
       [  0,   0,   0, 134]]), array([[101,   0,   0,   0],
       [  0, 134,   0,   0],
       [  0,   0,  89,   0],
       [  0,   0,   0, 134]]), array([[101,   0,   0,   0],
       [  0, 134,   0,   0],
       [  0,   0,  89,   0],
       [  0,   0,   0, 134]]), array([[101,   0,   0,   0],
       [  0, 134,   0,   0],
       [  0,   0,  89,   0],
       [  0,   0,   0, 134]]), array([[101,   0,   0,   0],
       [  0, 134,   0,   0],
       [  0,   0,  89,   0],
       [  0,   0,   0, 134]])]","[0.717391304347826, 0.7608695652173914, 0.7391304347826086, 0.8260869565217391, 0.7555555555555555, 0.7777777777777778, 0.6888888888888889, 0.7333333333333333, 0.7777777777777778, 0.6888888888888889]","[0.717391304347826, 0.7608695652173914, 0.7391304347826086, 0.8260869565217391, 0.7555555555555555, 0.7777777777777778, 0.6888888888888889, 0.7333333333333333, 0.7777777777777778, 0.6888888888888889]","[0.717391304347826, 0.7608695652173914, 0.7391304347826086, 0.8260869565217391, 0.7555555555555555, 0.7777777777777778, 0.6888888888888889, 0.7333333333333333, 0.7777777777777778, 0.6888888888888889]","[0.717391304347826, 0.7608695652173914, 0.7391304347826086, 0.8260869565217391, 0.7555555555555555, 0.7777777777777778, 0.6888888888888889, 0.7333333333333333, 0.7777777777777778, 0.6888888888888889]","[0.7328296703296703, 0.7630090497737557, 0.7427083333333333, 0.8305555555555555, 0.7533730158730159, 0.773989898989899, 0.7007575757575757, 0.7473039215686275, 0.8163194444444444, 0.6967697335344394]","[0.7208333333333333, 0.7486111111111111, 0.7257575757575757, 0.8272727272727272, 0.7509740259740258, 0.773989898989899, 0.672979797979798, 0.711111111111111, 0.7638888888888888, 0.6684343434343434]","[0.7178790412486065, 0.7522712418300654, 0.729879439556859, 0.8279176201372997, 0.7512912716574043, 0.773989898989899, 0.6797541983300497, 0.708562271062271, 0.7664856585909217, 0.6732456140350876]","[0.7342928810320114, 0.7579800314774738, 0.7493659420289854, 0.8272946859903382, 0.7561728395061729, 0.7777777777777778, 0.7025252525252526, 0.7412200435729849, 0.8075617283950618, 0.6946483436679516]","[0.717391304347826, 0.7608695652173914, 0.7391304347826086, 0.8260869565217391, 0.7555555555555555, 0.7777777777777778, 0.6888888888888889, 0.7333333333333333, 0.7777777777777778, 0.6888888888888889]","[0.7171913625127236, 0.7560287013356067, 0.7403346225225608, 0.8257884787583325, 0.7550470378845666, 0.7777777777777778, 0.6883364084602474, 0.7192714692714692, 0.7724434543147993, 0.683625730994152]","[array([[11,  1,  0,  0],
       [ 3,  6,  0,  0],
       [ 0,  0,  7,  3],
       [ 0,  0,  6,  9]]), array([[11,  1,  0,  0],
       [ 2,  7,  0,  0],
       [ 0,  0,  5,  5],
       [ 0,  0,  3, 12]]), array([[ 7,  4,  0,  0],
       [ 3,  7,  0,  0],
       [ 0,  0,  7,  3],
       [ 0,  1,  1, 13]]), array([[10,  1,  0,  0],
       [ 1,  8,  0,  1],
       [ 0,  0,  8,  2],
       [ 1,  0,  2, 12]]), array([[ 9,  2,  0,  0],
       [ 3,  7,  0,  0],
       [ 0,  0,  7,  3],
       [ 0,  0,  3, 11]]), array([[ 9,  2,  0,  0],
       [ 2,  7,  0,  1],
       [ 0,  0,  7,  2],
       [ 0,  1,  2, 12]]), array([[ 7,  3,  1,  0],
       [ 1,  5,  0,  3],
       [ 0,  0,  7,  3],
       [ 0,  0,  3, 12]]), array([[11,  0,  0,  0],
       [ 4,  4,  0,  1],
       [ 0,  0,  6,  4],
       [ 0,  1,  2, 12]]), array([[11,  0,  0,  0],
       [ 4,  5,  0,  0],
       [ 0,  0,  7,  3],
       [ 1,  0,  2, 12]]), array([[ 9,  1,  1,  0],
       [ 3,  5,  0,  1],
       [ 1,  0,  5,  4],
       [ 0,  0,  3, 12]])]"
4,"[1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0]","[1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0]","[1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0]","[1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0]","[1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0]","[1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0]","[1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0]","[1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0]","[1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0]","[1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0]","[array([[100,   0,   0,   0],
       [  0, 134,   0,   0],
       [  0,   0,  89,   0],
       [  0,   0,   0, 134]]), array([[100,   0,   0,   0],
       [  0, 134,   0,   0],
       [  0,   0,  89,   0],
       [  0,   0,   0, 134]]), array([[101,   0,   0,   0],
       [  0, 134,   0,   0],
       [  0,   0,  89,   0],
       [  0,   0,   0, 134]]), array([[101,   0,   0,   0],
       [  0, 134,   0,   0],
       [  0,   0,  89,   0],
       [  0,   0,   0, 134]]), array([[101,   0,   0,   0],
       [  0, 135,   0,   0],
       [  0,   0,  89,   0],
       [  0,   0,   0, 135]]), array([[101,   0,   0,   0],
       [  0, 134,   0,   0],
       [  0,   0,  90,   0],
       [  0,   0,   0, 134]]), array([[101,   0,   0,   0],
       [  0, 134,   0,   0],
       [  0,   0,  89,   0],
       [  0,   0,   0, 134]]), array([[101,   0,   0,   0],
       [  0, 134,   0,   0],
       [  0,   0,  89,   0],
       [  0,   0,   0, 134]]), array([[101,   0,   0,   0],
       [  0, 134,   0,   0],
       [  0,   0,  89,   0],
       [  0,   0,   0, 134]]), array([[101,   0,   0,   0],
       [  0, 134,   0,   0],
       [  0,   0,  89,   0],
       [  0,   0,   0, 134]])]","[0.6956521739130435, 0.7391304347826086, 0.782608695652174, 0.782608695652174, 0.8222222222222222, 0.8, 0.6888888888888889, 0.7555555555555555, 0.8, 0.7333333333333333]","[0.6956521739130435, 0.7391304347826086, 0.782608695652174, 0.782608695652174, 0.8222222222222222, 0.8, 0.6888888888888889, 0.7555555555555555, 0.8, 0.7333333333333333]","[0.6956521739130435, 0.7391304347826086, 0.782608695652174, 0.782608695652174, 0.8222222222222222, 0.8, 0.6888888888888889, 0.7555555555555555, 0.8, 0.7333333333333333]","[0.6956521739130435, 0.7391304347826086, 0.782608695652174, 0.782608695652174, 0.8222222222222222, 0.8, 0.6888888888888889, 0.7555555555555555, 0.8, 0.7333333333333333]","[0.7087912087912087, 0.7487408424908425, 0.7885416666666667, 0.7819444444444443, 0.823912198912199, 0.8017170329670329, 0.724905303030303, 0.8013888888888889, 0.8294372294372295, 0.7410714285714286]","[0.6958333333333333, 0.7208333333333332, 0.7734848484848486, 0.7795454545454545, 0.8237012987012986, 0.8027777777777778, 0.6863636363636363, 0.7277777777777777, 0.788888888888889, 0.7161616161616162]","[0.6961163836163836, 0.7282070707070707, 0.7764162360936555, 0.779862700228833, 0.8220975143171939, 0.7974768098406937, 0.6857081248921857, 0.729020979020979, 0.7874826323102184, 0.7181097906055462]","[0.7071189679885331, 0.7416985188724319, 0.791394927536232, 0.7832125603864735, 0.8260985927652595, 0.8031868131868133, 0.7308501683501684, 0.7866666666666666, 0.8265897065897067, 0.7394179894179894]","[0.6956521739130435, 0.7391304347826086, 0.782608695652174, 0.782608695652174, 0.8222222222222222, 0.8, 0.6888888888888889, 0.7555555555555555, 0.8, 0.7333333333333333]","[0.6956793206793207, 0.7342314448836188, 0.7828717954945164, 0.782111232713163, 0.8225050010964071, 0.797155564517936, 0.6907243210089511, 0.7406889406889406, 0.7948689879724363, 0.7273042822109037]","[array([[11,  1,  0,  0],
       [ 3,  6,  0,  0],
       [ 0,  0,  6,  4],
       [ 0,  0,  6,  9]]), array([[11,  1,  0,  0],
       [ 2,  6,  0,  1],
       [ 0,  0,  5,  5],
       [ 0,  0,  3, 12]]), array([[ 8,  3,  0,  0],
       [ 2,  8,  0,  0],
       [ 0,  0,  7,  3],
       [ 0,  1,  1, 13]]), array([[ 9,  2,  0,  0],
       [ 2,  7,  0,  1],
       [ 0,  0,  8,  2],
       [ 1,  0,  2, 12]]), array([[10,  1,  0,  0],
       [ 2,  8,  0,  0],
       [ 0,  0,  8,  2],
       [ 0,  0,  3, 11]]), array([[11,  0,  0,  0],
       [ 2,  7,  0,  1],
       [ 0,  0,  7,  2],
       [ 0,  1,  3, 11]]), array([[ 6,  4,  1,  0],
       [ 0,  6,  0,  3],
       [ 0,  0,  8,  2],
       [ 0,  1,  3, 11]]), array([[11,  0,  0,  0],
       [ 4,  4,  0,  1],
       [ 0,  0,  6,  4],
       [ 0,  0,  2, 13]]), array([[11,  0,  0,  0],
       [ 4,  5,  0,  0],
       [ 0,  0,  8,  2],
       [ 0,  0,  3, 12]]), array([[10,  1,  0,  0],
       [ 3,  5,  0,  1],
       [ 1,  0,  6,  3],
       [ 0,  0,  3, 12]])]"
5,"[1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0]","[1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0]","[1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0]","[1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0]","[1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0]","[1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0]","[1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0]","[1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0]","[1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0]","[1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0]","[array([[100,   0,   0,   0],
       [  0, 134,   0,   0],
       [  0,   0,  89,   0],
       [  0,   0,   0, 134]]), array([[100,   0,   0,   0],
       [  0, 134,   0,   0],
       [  0,   0,  89,   0],
       [  0,   0,   0, 134]]), array([[101,   0,   0,   0],
       [  0, 134,   0,   0],
       [  0,   0,  89,   0],
       [  0,   0,   0, 134]]), array([[101,   0,   0,   0],
       [  0, 134,   0,   0],
       [  0,   0,  89,   0],
       [  0,   0,   0, 134]]), array([[101,   0,   0,   0],
       [  0, 135,   0,   0],
       [  0,   0,  89,   0],
       [  0,   0,   0, 135]]), array([[101,   0,   0,   0],
       [  0, 134,   0,   0],
       [  0,   0,  90,   0],
       [  0,   0,   0, 134]]), array([[101,   0,   0,   0],
       [  0, 134,   0,   0],
       [  0,   0,  89,   0],
       [  0,   0,   0, 134]]), array([[101,   0,   0,   0],
       [  0, 134,   0,   0],
       [  0,   0,  89,   0],
       [  0,   0,   0, 134]]), array([[101,   0,   0,   0],
       [  0, 134,   0,   0],
       [  0,   0,  89,   0],
       [  0,   0,   0, 134]]), array([[101,   0,   0,   0],
       [  0, 134,   0,   0],
       [  0,   0,  89,   0],
       [  0,   0,   0, 134]])]","[0.6956521739130435, 0.8260869565217391, 0.717391304347826, 0.7391304347826086, 0.7777777777777778, 0.7777777777777778, 0.7333333333333333, 0.8222222222222222, 0.7555555555555555, 0.7555555555555555]","[0.6956521739130435, 0.8260869565217391, 0.717391304347826, 0.7391304347826086, 0.7777777777777778, 0.7777777777777778, 0.7333333333333333, 0.8222222222222222, 0.7555555555555555, 0.7555555555555555]","[0.6956521739130435, 0.8260869565217391, 0.717391304347826, 0.7391304347826086, 0.7777777777777778, 0.7777777777777778, 0.7333333333333333, 0.8222222222222222, 0.7555555555555555, 0.7555555555555555]","[0.6956521739130435, 0.8260869565217391, 0.717391304347826, 0.7391304347826086, 0.7777777777777778, 0.7777777777777778, 0.7333333333333333, 0.8222222222222222, 0.7555555555555555, 0.7555555555555555]","[0.6937229437229437, 0.8471593765711413, 0.751984126984127, 0.756827731092437, 0.7762626262626262, 0.7818181818181819, 0.7355769230769231, 0.8471593765711413, 0.7875, 0.7619047619047619]","[0.6972222222222222, 0.8152777777777778, 0.703030303030303, 0.7272727272727273, 0.7711038961038962, 0.7712121212121212, 0.7229797979797981, 0.8083333333333332, 0.7388888888888889, 0.7411616161616161]","[0.6834727772227772, 0.8260855263157895, 0.7067736185383244, 0.7306372549019607, 0.7720594589923083, 0.7747808800939731, 0.720469910855019, 0.8165021929824562, 0.7415530140487696, 0.7416666666666667]","[0.6993694711086016, 0.8348306992808271, 0.7510351966873706, 0.7503653635367192, 0.7789001122334456, 0.7816161616161617, 0.7427350427350426, 0.83457907379476, 0.7774074074074074, 0.7634920634920636]","[0.6956521739130435, 0.8260869565217391, 0.717391304347826, 0.7391304347826086, 0.7777777777777778, 0.7777777777777778, 0.7333333333333333, 0.8222222222222222, 0.7555555555555555, 0.7555555555555555]","[0.6848939104373887, 0.8258895881006865, 0.7147175075563822, 0.7342497868712702, 0.776769509981851, 0.7780769655532466, 0.72974157749515, 0.8186500974658868, 0.7481101430167646, 0.7511111111111111]","[array([[12,  0,  0,  0],
       [ 4,  5,  0,  0],
       [ 0,  0,  7,  3],
       [ 0,  2,  5,  8]]), array([[11,  0,  0,  1],
       [ 2,  7,  0,  0],
       [ 0,  0,  7,  3],
       [ 0,  0,  2, 13]]), array([[ 6,  5,  0,  0],
       [ 1,  8,  0,  1],
       [ 0,  0,  6,  4],
       [ 0,  1,  1, 13]]), array([[10,  1,  0,  0],
       [ 3,  6,  0,  1],
       [ 0,  0,  6,  4],
       [ 1,  0,  2, 12]]), array([[ 8,  3,  0,  0],
       [ 2,  8,  0,  0],
       [ 0,  0,  7,  3],
       [ 0,  0,  2, 12]]), array([[ 9,  2,  0,  0],
       [ 1,  8,  0,  1],
       [ 0,  0,  6,  3],
       [ 0,  1,  2, 12]]), array([[ 7,  3,  1,  0],
       [ 1,  5,  0,  3],
       [ 0,  0,  9,  1],
       [ 0,  0,  3, 12]]), array([[11,  0,  0,  0],
       [ 2,  6,  0,  1],
       [ 0,  0,  7,  3],
       [ 0,  0,  2, 13]]), array([[11,  0,  0,  0],
       [ 4,  5,  0,  0],
       [ 0,  0,  6,  4],
       [ 0,  0,  3, 12]]), array([[10,  1,  0,  0],
       [ 3,  5,  0,  1],
       [ 1,  0,  7,  2],
       [ 0,  0,  3, 12]])]"
