max_features value,Train_Accuracy,Train_Precision_micro,Train_Recall_micro,Train_f1_micro,Train_Precision_macro,Train_Recall_macro,Train_f1_macro,Train_Precision_weighted,Train_Recall_weighted,Train_f1_weighted,Train_Confusion_Matrix,Test_Accuracy,Test_Precision_micro,Test_Recall_micro,Test_f1_micro,Test_Precision_macro,Test_Recall_macro,Test_f1_macro,Test_Precision_weighted,Test_Recall_weighted,Test_f1_weighted,Test_Confusion_Matrix
None,"[0.7833698030634574, 0.774617067833698, 0.7969432314410481, 0.7816593886462883, 0.7956521739130434, 0.7690631808278867, 0.7882096069868996, 0.7729257641921398, 0.777292576419214, 0.7751091703056768]","[0.7833698030634574, 0.774617067833698, 0.7969432314410481, 0.7816593886462883, 0.7956521739130434, 0.7690631808278867, 0.7882096069868996, 0.7729257641921398, 0.777292576419214, 0.7751091703056768]","[0.7833698030634574, 0.774617067833698, 0.7969432314410481, 0.7816593886462883, 0.7956521739130434, 0.7690631808278867, 0.7882096069868996, 0.7729257641921398, 0.777292576419214, 0.7751091703056768]","[0.7833698030634574, 0.774617067833698, 0.7969432314410481, 0.7816593886462883, 0.7956521739130434, 0.7690631808278867, 0.7882096069868996, 0.7729257641921398, 0.777292576419214, 0.7751091703056768]","[0.7933865867932872, 0.774123683198708, 0.7962650005852395, 0.7816907861378547, 0.7908658128382335, 0.7656745152646792, 0.7948968972486281, 0.7724688201183088, 0.7735944761118818, 0.801585880251117]","[0.7675784001341607, 0.7636453966124434, 0.7913413658152668, 0.7815032635244071, 0.7910409018429934, 0.7675200729028127, 0.7761584224832009, 0.772705612000073, 0.7761032140443627, 0.7645422348708122]","[0.770846598626673, 0.7671353855271879, 0.7903265169297997, 0.7720932489818464, 0.7889639858800261, 0.7630546021420357, 0.7816432416372165, 0.7682643990297853, 0.7701943766573986, 0.756030547137073]","[0.7903504935583523, 0.7757885063150914, 0.7998468647578567, 0.7929989285350431, 0.7949921633180138, 0.7698446253573223, 0.7940917625113559, 0.7768589905343106, 0.7827974832891679, 0.8043043911024967]","[0.7833698030634574, 0.774617067833698, 0.7969432314410481, 0.7816593886462883, 0.7956521739130434, 0.7690631808278867, 0.7882096069868996, 0.7729257641921398, 0.777292576419214, 0.7751091703056768]","[0.7779403015288144, 0.7734107303594645, 0.7947359257534689, 0.7784952196693031, 0.793508292189782, 0.7661837643337955, 0.7875700896221831, 0.7711122924771309, 0.7757251393579166, 0.7651646822463555]","[array([[ 56,  26,   7,  11],
       [  7, 120,   0,   7],
       [  1,   1,  68,  19],
       [  1,   6,  13, 114]]), array([[ 69,  21,   3,   7],
       [ 21, 106,   0,   7],
       [  2,   0,  63,  24],
       [  2,   2,  14, 116]]), array([[ 65,  28,   4,   4],
       [ 10, 121,   0,   3],
       [  6,   0,  75,   8],
       [  5,   9,  16, 104]]), array([[ 61,  27,   7,   6],
       [ 12, 120,   1,   1],
       [  3,   0,  81,   5],
       [  4,   4,  30,  96]]), array([[ 65,  26,   4,   6],
       [ 13, 117,   0,   5],
       [  1,   1,  76,  11],
       [  7,   2,  18, 108]]), array([[ 62,  28,   2,   9],
       [ 15, 114,   0,   5],
       [  2,   1,  78,   9],
       [  5,   5,  25,  99]]), array([[ 74,  16,   1,  10],
       [ 20, 108,   0,   6],
       [  5,   0,  61,  23],
       [  4,   3,   9, 118]]), array([[ 65,  27,   4,   5],
       [ 11, 112,   2,   9],
       [  2,   0,  77,  10],
       [  4,   5,  25, 100]]), array([[ 66,  24,   6,   5],
       [ 13, 117,   1,   3],
       [  3,   0,  76,  10],
       [  5,   5,  27,  97]]), array([[ 47,  38,  10,   6],
       [  1, 127,   3,   3],
       [  2,   0,  78,   9],
       [  0,   6,  25, 103]])]","[0.6304347826086957, 0.6304347826086957, 0.6086956521739131, 0.6304347826086957, 0.6444444444444445, 0.7555555555555555, 0.6, 0.7111111111111111, 0.7333333333333333, 0.6222222222222222]","[0.6304347826086957, 0.6304347826086957, 0.6086956521739131, 0.6304347826086957, 0.6444444444444445, 0.7555555555555555, 0.6, 0.7111111111111111, 0.7333333333333333, 0.6222222222222222]","[0.6304347826086957, 0.6304347826086957, 0.6086956521739131, 0.6304347826086957, 0.6444444444444445, 0.7555555555555555, 0.6, 0.7111111111111111, 0.7333333333333333, 0.6222222222222222]","[0.6304347826086957, 0.6304347826086957, 0.6086956521739131, 0.6304347826086957, 0.6444444444444445, 0.7555555555555555, 0.6, 0.7111111111111111, 0.7333333333333333, 0.6222222222222222]","[0.6447368421052632, 0.6346153846153846, 0.6173878205128205, 0.6432942057942057, 0.661963036963037, 0.7541666666666667, 0.6007575757575757, 0.7083333333333333, 0.7376623376623377, 0.6993475274725275]","[0.6208333333333333, 0.6194444444444445, 0.6196969696969696, 0.6446969696969697, 0.6448051948051948, 0.7484848484848485, 0.6080808080808081, 0.7136363636363636, 0.7424242424242423, 0.626010101010101]","[0.6266769865841073, 0.6087662337662338, 0.6048229548229548, 0.6340852130325814, 0.6409718670076727, 0.7487649605296665, 0.6019423558897242, 0.6942570100464838, 0.7253189792663477, 0.5804293882835257]","[0.6428934655479278, 0.6415830546265329, 0.6182413600891862, 0.6425802458411154, 0.6722499722499723, 0.7603703703703704, 0.5976430976430975, 0.7305555555555555, 0.7676190476190476, 0.707554945054945]","[0.6304347826086957, 0.6304347826086957, 0.6086956521739131, 0.6304347826086957, 0.6444444444444445, 0.7555555555555555, 0.6, 0.7111111111111111, 0.7333333333333333, 0.6222222222222222]","[0.6297617445147395, 0.6194240542066629, 0.6010882836969793, 0.627220224474229, 0.6461972151179312, 0.7557026851144498, 0.5967529935950989, 0.7045334133053431, 0.7337231968810917, 0.5861689502643219]","[array([[ 7,  3,  0,  2],
       [ 2,  6,  0,  1],
       [ 0,  0,  5,  5],
       [ 0,  0,  4, 11]]), array([[ 6,  5,  0,  1],
       [ 2,  7,  0,  0],
       [ 1,  0,  4,  5],
       [ 0,  1,  2, 12]]), array([[6, 5, 0, 0],
       [0, 9, 0, 1],
       [1, 0, 5, 4],
       [2, 2, 3, 8]]), array([[6, 3, 1, 1],
       [1, 7, 0, 2],
       [0, 0, 8, 2],
       [1, 1, 5, 8]]), array([[7, 2, 2, 0],
       [5, 5, 0, 0],
       [0, 0, 8, 2],
       [2, 0, 3, 9]]), array([[ 8,  3,  0,  0],
       [ 2,  8,  0,  0],
       [ 0,  0,  6,  3],
       [ 0,  1,  2, 12]]), array([[5, 4, 1, 1],
       [0, 7, 0, 2],
       [1, 0, 6, 3],
       [4, 0, 2, 9]]), array([[ 5,  3,  3,  0],
       [ 2,  6,  0,  1],
       [ 0,  0, 10,  0],
       [ 1,  0,  3, 11]]), array([[ 7,  4,  0,  0],
       [ 3,  6,  0,  0],
       [ 0,  0, 10,  0],
       [ 1,  0,  4, 10]]), array([[ 2,  5,  3,  1],
       [ 0,  8,  0,  1],
       [ 0,  0,  7,  3],
       [ 0,  1,  3, 11]])]"
sqrt,"[0.6827133479212254, 0.7308533916849015, 0.6375545851528385, 0.6965065502183406, 0.7086956521739131, 0.7080610021786492, 0.6550218340611353, 0.6724890829694323, 0.6135371179039302, 0.7445414847161572]","[0.6827133479212254, 0.7308533916849015, 0.6375545851528385, 0.6965065502183406, 0.7086956521739131, 0.7080610021786492, 0.6550218340611353, 0.6724890829694323, 0.6135371179039302, 0.7445414847161572]","[0.6827133479212254, 0.7308533916849015, 0.6375545851528385, 0.6965065502183406, 0.7086956521739131, 0.7080610021786492, 0.6550218340611353, 0.6724890829694323, 0.6135371179039302, 0.7445414847161572]","[0.6827133479212254, 0.7308533916849015, 0.6375545851528385, 0.6965065502183406, 0.7086956521739131, 0.7080610021786492, 0.6550218340611353, 0.6724890829694323, 0.6135371179039302, 0.7445414847161572]","[0.7046237458193979, 0.7346350300635132, 0.641046221182618, 0.7145114942528735, 0.7316064010203187, 0.727180829228243, 0.6723695652173913, 0.6825668876940323, 0.6436234980725433, 0.7603127582102154]","[0.6818065571021298, 0.7225423444574878, 0.6570339702090283, 0.7018630149951102, 0.7062809277182399, 0.7122333875178563, 0.6678523336150486, 0.686101420807853, 0.6131160722142984, 0.739076616029874]","[0.6828596016927319, 0.726140318371838, 0.6423148730540181, 0.6864269177775822, 0.701062823445916, 0.696927056150829, 0.6508026727041657, 0.6727764049010853, 0.6063629622683449, 0.7429063474687394]","[0.7094728599342812, 0.7345166504115141, 0.6445951055407577, 0.7238079104552527, 0.7284650759281847, 0.733486312788206, 0.6906552116954624, 0.689005315127234, 0.6372784389362335, 0.7536392583717542]","[0.6827133479212254, 0.7308533916849015, 0.6375545851528385, 0.6965065502183406, 0.7086956521739131, 0.7080610021786492, 0.6550218340611353, 0.6724890829694323, 0.6135371179039302, 0.7445414847161572]","[0.6848033444423747, 0.7301319310363948, 0.6346036486288165, 0.6862122984782633, 0.7001867406710843, 0.6959651053607613, 0.6524878853664587, 0.6681404344021512, 0.6020405286304593, 0.741774007298578]","[array([[ 65,  28,   4,   3],
       [ 17, 108,   2,   7],
       [ 17,   5,  62,   5],
       [ 26,  21,  10,  77]]), array([[ 66,  28,   3,   3],
       [ 20, 111,   1,   2],
       [  5,   1,  61,  22],
       [  7,  18,  13,  96]]), array([[65, 14,  8, 14],
       [39, 79,  2, 14],
       [ 1,  1, 77, 10],
       [20, 19, 24, 71]]), array([[ 59,  32,   9,   1],
       [ 12, 120,   0,   2],
       [  5,   2,  75,   7],
       [ 11,  26,  32,  65]]), array([[ 54,  33,   0,  14],
       [  4, 124,   3,   4],
       [  4,   7,  72,   6],
       [  4,  27,  28,  76]]), array([[ 57,  33,  10,   1],
       [  7, 124,   1,   2],
       [  1,   3,  78,   8],
       [ 15,  26,  27,  66]]), array([[66, 23, 10,  2],
       [28, 98,  2,  6],
       [10,  4, 72,  3],
       [16, 13, 41, 64]]), array([[73, 16,  9,  3],
       [21, 98,  2, 13],
       [13,  3, 71,  2],
       [18, 29, 21, 66]]), array([[ 39,  49,   7,   6],
       [  6, 110,   1,  17],
       [  4,  12,  69,   4],
       [ 12,  39,  20,  63]]), array([[ 62,  29,   1,   9],
       [ 12, 120,   1,   1],
       [  2,   2,  69,  16],
       [  6,  26,  12,  90]])]","[0.5, 0.5652173913043478, 0.45652173913043476, 0.6086956521739131, 0.6, 0.5555555555555556, 0.4666666666666667, 0.6, 0.4222222222222222, 0.6444444444444445]","[0.5, 0.5652173913043478, 0.45652173913043476, 0.6086956521739131, 0.6, 0.5555555555555556, 0.4666666666666667, 0.6, 0.4222222222222222, 0.6444444444444445]","[0.5, 0.5652173913043478, 0.45652173913043476, 0.6086956521739131, 0.6, 0.5555555555555556, 0.4666666666666667, 0.6, 0.4222222222222222, 0.6444444444444445]","[0.5, 0.5652173913043478, 0.45652173913043476, 0.6086956521739131, 0.6, 0.5555555555555556, 0.4666666666666667, 0.6, 0.4222222222222222, 0.6444444444444445]","[0.5205357142857143, 0.6304112554112554, 0.46282051282051284, 0.643543956043956, 0.5996794871794872, 0.6788461538461538, 0.5125915750915752, 0.6318764568764569, 0.43517316017316016, 0.6925096961861668]","[0.5180555555555556, 0.5666666666666667, 0.4636363636363636, 0.634090909090909, 0.6038961038961039, 0.5732323232323232, 0.47803030303030297, 0.6419191919191919, 0.4292929292929293, 0.6585858585858586]","[0.5020066889632108, 0.5763888888888888, 0.45, 0.6117424242424243, 0.5819263663622734, 0.5373240794293426, 0.46265010351966873, 0.5959909655561829, 0.4184149184149184, 0.6478937728937728]","[0.5345496894409938, 0.6098249576510445, 0.4832775919732441, 0.6644768275203058, 0.5997150997150997, 0.6784615384615384, 0.5521978021978022, 0.6545299145299145, 0.451024531024531, 0.7010773540185306]","[0.5, 0.5652173913043478, 0.45652173913043476, 0.6086956521739131, 0.6, 0.5555555555555556, 0.4666666666666667, 0.6, 0.4222222222222222, 0.6444444444444445]","[0.4977461102224807, 0.5659420289855072, 0.45471014492753625, 0.6039196310935442, 0.5807736283373465, 0.5315768052610158, 0.46847204968944095, 0.5799861973775017, 0.4232064232064232, 0.6484737484737486]","[array([[7, 5, 0, 0],
       [2, 5, 0, 2],
       [2, 1, 6, 1],
       [3, 3, 4, 5]]), array([[ 4,  2,  0,  6],
       [ 2,  6,  0,  1],
       [ 0,  0,  6,  4],
       [ 2,  3,  0, 10]]), array([[5, 5, 0, 1],
       [5, 3, 2, 0],
       [1, 0, 7, 2],
       [2, 2, 5, 6]]), array([[7, 3, 1, 0],
       [3, 6, 0, 1],
       [0, 1, 9, 0],
       [3, 4, 2, 6]]), array([[3, 4, 1, 3],
       [2, 7, 0, 1],
       [0, 0, 8, 2],
       [0, 1, 4, 9]]), array([[2, 7, 1, 1],
       [0, 8, 0, 2],
       [0, 0, 7, 2],
       [0, 5, 2, 8]]), array([[6, 4, 1, 0],
       [2, 3, 3, 1],
       [3, 0, 7, 0],
       [3, 5, 2, 5]]), array([[6, 3, 2, 0],
       [0, 8, 0, 1],
       [1, 1, 8, 0],
       [4, 3, 3, 5]]), array([[3, 6, 1, 1],
       [3, 4, 0, 2],
       [0, 2, 6, 2],
       [1, 3, 5, 6]]), array([[6, 5, 0, 0],
       [0, 8, 0, 1],
       [0, 1, 6, 3],
       [1, 3, 2, 9]])]"
log2,"[0.6936542669584245, 0.7155361050328227, 0.631004366812227, 0.6899563318777293, 0.7043478260869566, 0.6557734204793029, 0.6375545851528385, 0.7467248908296943, 0.7314410480349345, 0.6834061135371179]","[0.6936542669584245, 0.7155361050328227, 0.631004366812227, 0.6899563318777293, 0.7043478260869566, 0.6557734204793029, 0.6375545851528385, 0.7467248908296943, 0.7314410480349345, 0.6834061135371179]","[0.6936542669584245, 0.7155361050328227, 0.631004366812227, 0.6899563318777293, 0.7043478260869566, 0.6557734204793029, 0.6375545851528385, 0.7467248908296943, 0.7314410480349345, 0.6834061135371179]","[0.6936542669584245, 0.7155361050328227, 0.631004366812227, 0.6899563318777293, 0.7043478260869566, 0.6557734204793029, 0.6375545851528385, 0.7467248908296943, 0.7314410480349345, 0.6834061135371179]","[0.7051801221452569, 0.7284451422053423, 0.6446203306497424, 0.7016681348367395, 0.7133482230582502, 0.6663538936785888, 0.6481968426402389, 0.7685744766747139, 0.7308191959930159, 0.7163491270634128]","[0.6674865839342613, 0.7037409860808318, 0.6360101400883003, 0.690592399001765, 0.707388042175004, 0.66624714710277, 0.6498790810659131, 0.7294624607521963, 0.7289280181581801, 0.6841099735497616]","[0.6734604567526193, 0.7069405414631175, 0.638310041258678, 0.6904367999437696, 0.7069335643401427, 0.6572316632065209, 0.6259576547164158, 0.737131609864073, 0.7279472373845985, 0.6807275600607985]","[0.7018367315249234, 0.7223745462814767, 0.6378800025216671, 0.7027341917191617, 0.7159967075437329, 0.6667729604870924, 0.6612982942495177, 0.7588010023198989, 0.7332120428609816, 0.72728134830443]","[0.6936542669584245, 0.7155361050328227, 0.631004366812227, 0.6899563318777293, 0.7043478260869566, 0.6557734204793029, 0.6375545851528385, 0.7467248908296943, 0.7314410480349345, 0.6834061135371179]","[0.6860855354944605, 0.7099830288394742, 0.6327599598967765, 0.6909086480895279, 0.7070229777314451, 0.6513087894694033, 0.6243881467281361, 0.7414177752101505, 0.7301121609685188, 0.6843986922063764]","[array([[ 53,  27,   3,  17],
       [ 25, 103,   1,   5],
       [  3,   1,  45,  40],
       [  2,   8,   8, 116]]), array([[ 51,  34,   5,  10],
       [  8, 117,   0,   9],
       [  2,   4,  65,  18],
       [  7,  19,  14,  94]]), array([[66, 19,  4, 12],
       [17, 84,  0, 33],
       [17,  4, 60,  8],
       [19, 23, 13, 79]]), array([[76, 19,  3,  3],
       [32, 98,  1,  3],
       [ 9,  2, 58, 20],
       [12, 25, 13, 84]]), array([[74, 23,  2,  2],
       [31, 91,  2, 11],
       [ 8,  3, 64, 14],
       [16, 11, 13, 95]]), array([[61, 32,  6,  2],
       [26, 98,  0, 10],
       [ 1,  4, 74, 11],
       [ 8, 30, 28, 68]]), array([[ 61,  27,  10,   3],
       [ 14, 108,   2,  10],
       [ 10,   5,  72,   2],
       [ 23,  19,  41,  51]]), array([[ 54,  31,   7,   9],
       [  9, 121,   0,   4],
       [  0,   3,  62,  24],
       [  5,  20,   4, 105]]), array([[ 73,  17,   7,   4],
       [ 19, 111,   1,   3],
       [  3,   3,  63,  20],
       [ 10,  21,  15,  88]]), array([[ 73,  25,   2,   1],
       [ 20, 112,   1,   1],
       [ 20,   3,  59,   7],
       [ 34,  16,  15,  69]])]","[0.5, 0.6304347826086957, 0.41304347826086957, 0.6739130434782609, 0.6222222222222222, 0.37777777777777777, 0.4222222222222222, 0.5555555555555556, 0.6, 0.4888888888888889]","[0.5, 0.6304347826086957, 0.41304347826086957, 0.6739130434782609, 0.6222222222222222, 0.37777777777777777, 0.4222222222222222, 0.5555555555555556, 0.6, 0.4888888888888889]","[0.5, 0.6304347826086957, 0.41304347826086957, 0.6739130434782609, 0.6222222222222222, 0.37777777777777777, 0.4222222222222222, 0.5555555555555556, 0.6, 0.4888888888888889]","[0.5, 0.6304347826086957, 0.41304347826086957, 0.6739130434782609, 0.6222222222222222, 0.37777777777777777, 0.4222222222222222, 0.5555555555555556, 0.6, 0.4888888888888889]","[0.4908730158730159, 0.6777777777777778, 0.5144230769230769, 0.7327317290552585, 0.6331349206349206, 0.3772893772893773, 0.47588522588522586, 0.5842261904761905, 0.6145833333333333, 0.5190705128205129]","[0.48611111111111105, 0.6361111111111111, 0.4159090909090909, 0.6795454545454546, 0.6363636363636364, 0.3737373737373737, 0.4376262626262626, 0.5636363636363636, 0.6118686868686869, 0.5085858585858586]","[0.47034145465966704, 0.6256671089488427, 0.438034188034188, 0.6803821178821179, 0.6207886316581969, 0.3601190476190476, 0.4232176840872493, 0.5620137299771166, 0.599537037037037, 0.4956113680369973]","[0.5044513457556936, 0.6712560386473431, 0.5083612040133779, 0.7375997829962024, 0.6452557319223986, 0.3898249898249898, 0.5069597069597069, 0.582936507936508, 0.6255555555555555, 0.5311823361823362]","[0.5, 0.6304347826086957, 0.41304347826086957, 0.6739130434782609, 0.6222222222222222, 0.37777777777777777, 0.4222222222222222, 0.5555555555555556, 0.6, 0.4888888888888889]","[0.4841250797403828, 0.6183489414072265, 0.4364548494983277, 0.6808626156452244, 0.6186168099211578, 0.36957671957671956, 0.42752159273898405, 0.5589287227731163, 0.6006172839506172, 0.48900801715447023]","[array([[ 2,  8,  0,  2],
       [ 3,  4,  0,  2],
       [ 0,  1,  6,  3],
       [ 0,  1,  3, 11]]), array([[ 4,  3,  0,  5],
       [ 1,  7,  0,  1],
       [ 0,  0,  7,  3],
       [ 0,  2,  2, 11]]), array([[4, 5, 0, 2],
       [4, 4, 0, 2],
       [3, 0, 5, 2],
       [2, 7, 0, 6]]), array([[9, 2, 0, 0],
       [3, 7, 0, 0],
       [2, 0, 6, 2],
       [3, 3, 0, 9]]), array([[6, 4, 1, 0],
       [2, 7, 0, 1],
       [1, 0, 8, 1],
       [1, 1, 5, 7]]), array([[3, 7, 1, 0],
       [2, 6, 0, 2],
       [2, 0, 2, 5],
       [0, 5, 4, 6]]), array([[3, 6, 1, 1],
       [1, 4, 3, 1],
       [1, 2, 7, 0],
       [2, 6, 2, 5]]), array([[5, 5, 0, 1],
       [1, 6, 0, 2],
       [0, 0, 6, 4],
       [2, 3, 2, 8]]), array([[7, 3, 1, 0],
       [2, 7, 0, 0],
       [0, 1, 5, 4],
       [1, 4, 2, 8]]), array([[6, 4, 0, 1],
       [4, 5, 0, 0],
       [1, 1, 6, 2],
       [4, 3, 3, 5]])]"
